Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
J134111.14+302241.3_spec.txt	1	220	215	259.645	1.20765	0.0006147	0.00743666	0.0861551	0.21609	0.158434	0.0731559	0.22583	0	0	124.611	46.7696	0.1	0	-0.967215	56.2107	0	0	1.36508e+09	130619	890744	198799	1.44336e+06	247329	0.0018687	0.000281571	1845.53	287.673
J134442.16+555313.5_spec.txt	0	220	212	308.945	1.45729	0.000291429	0.00911892	0.000179304	0.238478	0.0133724	0.305792	0.020854	0.00534699	0.00435084	99.6335	0.138769	104.327	0.535816	16.1175	0.155904	1.58124	0.295582	1.36756e+09	5335.97	2.55478e+06	10953.7	2.907e+06	13007.8	0.0123666	0.000128965	27707.8	150.457
J134649.45+142401.7_spec.txt	0	220	215	358.653	1.66815	0.000644598	0.00277532	0.00112342	0.943832	1.09204	7.34872	1.14361e+17	0	0	115.731	4.78573e+14	0.1	0	1.33057	4.78573e+14	0	0	1.39139e+09	3.14369e+19	208838	3.00192e+19	265347	6.78157e+19	0.00277071	5.77738e+08	577.089	1.44714e+17
J135217.88+312646.4_spec.txt	0	185	177	7654.8	43.2474	0.000715874	0.1021	0.00419544	0.31717	0.0457403	0.463901	0.0401954	9.44383e-06	2.42308e-05	84.1999	0.336608	81.8929	0.697668	4.33825	0.384815	6.6378	1.18191	1.35958e+09	1153.47	451346	7274.6	1.00767e+06	2377.49	0.207654	0.00053581	124468	262.384
J135646.10+102609.0_spec.txt	0	220	215	263.458	1.22539	0.00175858	0.003749	0.000590259	2.70399	352.62	1.25292	1.94257	0	0	137.814	6.59569	0.1	0	6.71257	6.64656	0	0	1.2639e+09	419455	1.04873e+06	894574	1.10417e+06	857020	0.003749	0.000533219	3931.76	3389.27
J135806.05+214021.1_spec.txt	0	220	212	312.893	1.47591	0.000654712	0.00144045	0.00137182	0.755193	0.248412	0.616093	0.692587	0.514968	0.912285	130.515	1.51344	131.476	1.05127	2.35372	1.6934	2.74704	1.76884	1.33184e+09	17201.6	197752	14332.5	315169	24125.5	0.0107216	0.000602749	2770.35	168.496
J142210.81+210554.1_spec.txt	2	220	215	410.457	1.9091	0.000322922	1.62178e+07	1.75265e+10	0.0472659	1.12808	0.357763	0.0997498	0	0	131.582	2373.31	0.1	0	-46.1215	2379.75	0	0	1.38951e+09	46731.4	460404	247414	737256	84646.1	0.00284437	0.00118413	1458.44	256.685
J143521.67+505122.9_spec.txt	1	220	212	278.911	1.31562	0.000376507	0.0425883	1.56867	0.586275	0.643043	0.105786	0.258444	0.0333447	0.317317	76.0542	64.0616	83.0244	6.05455	-6.17909	67.9093	3.23784	5.24752	1.31224e+09	81401.2	966371	168828	1.28731e+06	198495	0.00107173	0.000198716	958.168	142.043
J144921.58+631614.0_spec.txt	1	220	212	262.405	1.23776	0.000945892	0.0200606	0.183646	0.0584705	0.0606588	0.181255	0.0754279	0.119769	0.27078	102.704	31.9271	91.2941	1.02006	-4.63843	42.3242	1.66559	1.37967	1.33591e+09	67772.9	728586	53919.1	2.06916e+06	174339	0.00921786	0.000468538	9831.28	521.727
J150034.56+364845.1_spec.txt	1	220	215	418.258	1.94539	0.00036978	2.99419e+08	1.14323e+11	0.392616	0.0335848	0.0492428	0.389047	0	0	47.3739	779.753	0.1	0	-46.0209	781.537	0	0	1.3496e+09	143051	421956	246857	676857	743177	0.0109079	0.000484503	5133.37	252.792
J150721.87+101844.8_spec.txt	0	220	212	331.617	1.56423	0.000765647	0.00280981	0.00390367	0.239573	0.171818	0.937489	0.512775	0.0178048	0.05146	128.984	3.83043	127.865	2.30604	2.85782	4.02905	3.4296	2.40814	1.31772e+09	44292	297735	165377	1.06225e+06	88340.7	0.00459271	0.000693196	2496.27	252.055
J151319.23+343133.7_spec.txt	0	220	215	494.176	2.29849	0.000585903	0.0131646	0.00235684	0.400097	0.104502	0.383438	0.100303	0	0	129.134	0.127282	0.1	0	2.95715	0.50935	0	0	1.25996e+09	8285.25	497230	21249	720409	22460.3	0.0118566	0.000401776	6092.15	172.182
J152446.01+230723.5_spec.txt	0	220	212	283.197	1.33583	0.000599042	0.00127097	0.000318103	1.06071	0.805268	0.42516	0.312719	3.3295e-06	4.36773e-05	133.395	1.44628	134.152	1.16856	4.98147	1.37395	7.84795	8.30341	1.16795e+09	54939	294350	753903	1.19667e+06	108351	0.00257117	0.000606302	1532.47	198.582
J152922.49+362142.2_spec.txt	1	220	215	315.319	1.4666	0.000435371	0.681526	215.099	0.169329	0.390499	0.0778106	1.68567	0	0	83.0914	678.591	0.1	0	-11.3751	771.657	0	0	1.1629e+09	69132.5	803962	664204	1.24249e+06	455615	0.00242093	0.00271645	2098.94	196.118
J153437.61+251311.4_spec.txt	1	220	215	627.798	2.91999	0.00055008	0.162884	16.529	0.355421	4.11171	0.716216	0.423538	0	0	124.457	56.7143	0.1	0	-1.34579	72.0379	0	0	1.37414e+09	14228.5	198320	16939.4	308756	26163.7	0.00721207	0.000502177	1547.26	119.192
J153452.95+290919.8_spec.txt	0	220	212	331.816	1.56517	0.000468841	0.000309753	0.000318534	0.280784	0.172305	1.37685	3.74015	0.0852763	0.350795	139.359	1.10552	144.156	1.75156	13.7938	1.14427	1.49268	1.23998	1.18217e+09	81526.7	2.19124e+06	172665	2.40912e+06	123853	0.00168186	0.000211084	2115.33	215.899
J155902.70+230830.4_spec.txt	0	220	215	408.31	1.89912	0.000518988	0.00166983	0.000294322	0.137457	0.0841436	2.64406	263.592	0	0	132.11	4.40293	0.1	0	8.79908	4.98628	0	0	1.19016e+09	259886	1.37513e+06	525033	1.73177e+06	622892	0.00166868	0.000198009	2295.75	834.692
J160246.39+524358.3_spec.txt	0	220	215	442.316	2.05729	0.000420057	0.00447419	0.000666786	0.0512926	0.0110445	0.274673	0.0757404	0	0	84.4056	1.52119	0.1	0	12.1192	1.89836	0	0	1.17092e+09	44678.1	2.04778e+06	101152	3.06145e+06	102393	0.00401983	0.000154451	8556.22	256.229
J160332.08+171155.3_spec.txt	0	220	212	482.188	2.27447	0.000351912	0.0157598	0.833651	0.704182	37.4459	0.702991	9.48347	0.349245	207.197	93.3964	208.496	91.2156	139.656	1.01657	3.1396	0.938319	818.977	1.16992e+09	198892	210449	305913	318888	988289	0.0197914	0.013163	4429.26	4967.69
J160338.06+155402.5_spec.txt	0	220	212	494.294	2.33157	0.000380786	0.00730484	0.000565093	0.273139	0.0271342	0.234415	0.0171068	0.000369239	0.000229577	93.1321	0.446761	94.0388	0.322048	5.5746	0.793027	4.60389	0.343592	1.17005e+09	7612.08	963186	39429.1	1.89289e+06	16792.2	0.012856	0.000219209	14022.9	161.288
J160952.60+133148.0_spec.txt	2	220	212	254.846	1.2021	0.00123769	0.00127519	0.000938483	7.82222	6.69082e+17	0.552166	0.367887	0.103924	0.389928	129.6	9.01956e+13	129.221	0.714004	7.60212	9.01956e+13	1.75216	1.70487	1.37122e+09	2.08359e+19	1.21671e+06	8.55908e+20	1.31025e+06	5.8601e+20	0.00523845	3.00054e+13	3597.19	9.14772e+16
J161217.62+282546.4_spec.txt	0	220	215	298.29	1.38739	0.000443831	0.0041539	0.00236474	0.468978	0.317981	0.610404	0.396548	0	0	92.9177	0.278983	0.1	0	1.95509	1.10807	0	0	1.3792e+09	18162.9	341053	45686.3	502369	47872.2	0.00358647	0.000365943	1273.39	110.274
J161740.53+350015.1_spec.txt	0	220	212	393.272	1.85506	0.000499165	1.02375e-08	0.00282906	6.71322	7.76678e+18	1.37202	1.67838	129314	3.57351e+10	116.326	1.23538e+14	116.807	0.47683	3.32563	1.23538e+14	0.633842	1.26388	1.3802e+09	2.58197e+20	512397	1.03907e+22	563400	6.68119e+21	0.00289889	3.17881e+14	916.171	3.07056e+17
J163804.02+264329.1_spec.txt	0	220	212	343.85	1.62194	0.000606932	0.00203651	0.00826511	0.291007	0.304994	0.397771	0.357803	0.0326006	0.0707174	130.497	3.14993	129.465	1.44811	1.81943	10.0731	3.85967	2.61409	1.33321e+09	40478.2	313392	53313.9	1.08866e+06	79663.4	0.00418987	0.000459385	2178.81	204.263
J163844.80+275439.1_spec.txt	1	220	215	327.851	1.52489	0.00117658	0.0188178	0.128167	0.499548	0.357474	0.0825752	0.1689	0	0	98.3388	27.4042	0.1	0	-1.41902	28.9204	0	0	1.28901e+09	95128	573406	136203	991819	160230	0.00497011	0.000720447	3273.95	467.656
J163956.07+112757.4_spec.txt	0	220	215	295.31	1.37354	0.00146102	0.0468116	0.0174251	0.930349	0.408689	1.0564	0.360597	0	0	126.386	0.0569	0.1	0	1.05885	0.394876	0	0	1.31631e+09	3942.72	184138	15260.7	271164	9546	0.0405571	0.00226823	7768.97	274.133
J170815.25+211117.7_spec.txt	1	220	215	322.775	1.50128	0.000779007	0.361255	17.1231	0.263599	0.0762842	0.0722587	0.35723	0	0	118.456	138.738	0.1	0	-9.27442	146.386	0	0	1.16021e+09	56271.6	639922	66765.6	1.02859e+06	93909.9	0.00535605	0.000414237	3808.32	323.692
