#freq[Hz] vel[km/s] flux[Jy/beam] noise[Jy/beam] tau tau_noise
1288988467.56 30564.9828666 -0.000517652078997 0.000290454664912 -0.0109296393035 0.00618534836863
1288910339.91 30585.0075718 0.000321633648127 0.000928983114215 0.00685159687238 0.0199190849819
1288832212.26 30605.0347049 0.000545598100871 0.000862118790496 0.0116504749952 0.0184720656915
1288754084.62 30625.0642661 -0.000728304730728 0.00126727526022 -0.0153433599113 0.0272723768124
1288675956.97 30645.096256 -0.001816815231 0.00264844456729 -0.0378451511861 0.0578681462152
1288597829.32 30665.1306749 -0.000699001422618 0.000568068308118 -0.0147305446826 0.0121332169078
1288519701.67 30685.1675234 0.000596304074861 0.000773763789739 0.0127401546331 0.0165631697985
1288441574.03 30705.2068018 0.000734050525352 0.000823801203129 0.0157063565322 0.0176437727348
1288363446.38 30725.2485107 0.000975001021288 0.00126191454337 0.020916182144 0.0271554308891
1288285318.73 30745.2926503 0.000122909958009 0.000514252813925 0.00261274886538 0.0109774530838
1288207191.08 30765.3392213 -0.000243648304604 0.00018951113154 -0.00515924279781 0.00403137503871
1288129063.44 30785.388224 0.00108761806041 0.00157972225785 0.0233605239247 0.0341122552386
1288050935.79 30805.4396589 0.00103633897379 0.00144021520674 0.0222467754365 0.0310524787629
1287972808.14 30825.4935264 0.000408792955568 0.000284579002346 0.00871641992633 0.00605984388941
1287894680.49 30845.5498269 0.000862574146595 0.000956700690459 0.0184819130326 0.0205195389923
1287816552.85 30865.6085609 0.000791217782535 0.000933701076651 0.0169399718637 0.0200212661317
1287738425.2 30885.6697289 0.000170780447661 0.000218359935717 0.00363220206826 0.00464648895555
1287660297.55 30905.7333313 0.000109485765279 8.75222538503e-05 0.00232705283156 0.00185979745941
1287582169.9 30925.7993685 -0.000182288786164 0.000121405893949 -0.00386246297822 0.00258073504867
1287504042.26 30945.867841 -0.00115651451051 0.00186632911242 -0.0242558621605 0.0404278666791
1287425914.61 30965.9387492 -0.00211894512177 0.00318957906604 -0.0440020707397 0.0701153555803
1287347786.96 30986.0120936 -0.00230155931786 0.00372179077334 -0.0477051557854 0.0823087204786
1287269659.31 31006.0878745 -0.00111424014904 0.00155173793161 -0.0233795143177 0.0334977302607
1287191531.67 31026.1660925 0.000348239234881 0.000378680087828 0.0074204699031 0.0080717446982
1287113404.02 31046.246748 8.91279487405e-05 0.000303275125898 0.00189394988163 0.00645924882084
1287035276.37 31066.3298415 -0.000993650406599 0.000762174706593 -0.0208754598091 0.0163130595833
1286957148.72 31086.4153733 -0.000342317740433 0.000323307070568 -0.00724101523715 0.00688736797579
1286879021.08 31106.5033439 0.00100114988163 0.001577937596 0.0214832082316 0.034073053479
1286800893.43 31126.5937538 0.000883215281647 0.00149252046968 0.0189283914663 0.0321985814451
1286722765.78 31146.6866034 0.000265116657829 0.000523675189866 0.0056442395895 0.011179715488
1286644638.13 31166.7818932 -0.000475929962704 0.000952336812528 -0.010053136452 0.0204249791035
1286566510.49 31186.8796236 -0.000726945349015 0.00106437396532 -0.0153149396918 0.0228555235553
1286488382.84 31206.979795 -0.000577525643166 0.000819428867902 -0.0121861289886 0.0175493016504
1286410255.19 31227.0824079 -0.00170484127011 0.00249235534961 -0.0355536400576 0.0543631563288
1286332127.54 31247.1874628 -0.00195436435752 0.00271063813409 -0.0406528817704 0.0592681352011
1286253999.9 31267.29496 -0.000643588195089 0.000991767828674 -0.0135706694865 0.021279725714
1286175872.25 31287.4049 0.000423682067776 0.000725176975043 0.00903532902799 0.015515010078
1286097744.6 31307.5172834 0.000254172249697 0.000551112208293 0.00541060551765 0.011768916536
1286019616.95 31327.6321104 -0.000781427079346 0.00125852075169 -0.0164533421998 0.0270814011995
1285941489.31 31347.7493816 -3.10787581839e-05 0.000224327916562 -0.000659574405274 0.00477378543027
1285863361.66 31367.8690974 0.00191919715144 0.00255223990227 0.0415972262363 0.0557064143743
1285785234.01 31387.9912583 0.00265752687119 0.0039376737572 0.0580724684279 0.0872974601975
1285707106.36 31408.1158646 0.00221876241267 0.00335951201268 0.048249098489 0.0739925119042
1285628978.72 31428.2429169 0.000925164786167 0.00123814816358 0.0198363956658 0.0266371236164
1285550851.07 31448.3724156 -0.000817812804598 0.000853681689425 -0.0172129053071 0.0182896260035
1285472723.42 31468.5043611 -0.00144351227209 0.00209349878799 -0.0301851090778 0.0454622243278
1285394595.77 31488.638754 -0.000938478973694 0.00156963701983 -0.0197277271508 0.0338907437862
1285316468.13 31508.7755945 -0.000481396971736 0.000615966371064 -0.0101680317326 0.0131630202788
1285238340.48 31528.9148832 0.000145505429828 5.92532328449e-05 0.00309381406865 0.00125871880012
1285160212.83 31549.0566205 0.000577727914788 0.000896521513258 0.0123408120944 0.0192163178518
1285082085.18 31569.2008069 0.000580126710702 0.00128742200404 0.0123923714419 0.0277120074371
1285003957.54 31589.3474429 0.000189729704289 0.000298829091386 0.00403603402249 0.00636425381202
1284925829.89 31609.4965287 0.000217190012336 0.000356248925064 0.0046215364985 0.00759179420023
1284847702.24 31629.648065 0.000800776062533 0.00104669562976 0.017146379079 0.022471615342
1284769574.59 31649.8020522 0.000859645428136 0.00123666943143 0.0184185794822 0.0266048836754
1284691446.95 31669.9584906 0.000663761049509 0.00115530248643 0.014191659046 0.0248324874906
1284613319.3 31690.1173808 0.000485176773509 0.000674591390857 0.0103535593882 0.0144248971594
1284535191.65 31710.2787232 0.000787523342296 0.00121034748146 0.0168602033261 0.0260311752893
1284457064.0 31730.4425182 0.00119734264445 0.00205426280742 0.0257478456859 0.0445908943559
