-8.040000000000000000e+02 -3.848999999999999991e-03
-7.931000000000000227e+02 -5.308999999999999483e-04
-7.677000000000000455e+02 1.193999999999999966e-03
-7.641000000000000227e+02 1.193999999999999966e-03
-7.605000000000000000e+02 -1.327000000000000000e-04
-7.097000000000000455e+02 -3.982000000000000296e-03
-7.060000000000000000e+02 -9.292000000000000346e-04
-6.952000000000000455e+02 -3.981999999999999754e-04
-6.915000000000000000e+02 -9.292000000000000346e-04
-6.407000000000000455e+02 1.459999999999999926e-03
-6.371000000000000227e+02 -9.292000000000000346e-04
-6.262000000000000455e+02 -9.292000000000000346e-04
-6.226000000000000227e+02 -1.459999999999999926e-03
-5.936000000000000227e+02 -0.000000000000000000e+00
-5.936000000000000227e+02 -2.389000000000000064e-03
-5.862999999999999545e+02 -3.716000000000000119e-03
-5.537000000000000455e+02 1.061000000000000094e-03
-5.427999999999999545e+02 -4.512999999999999651e-03
-5.101000000000000227e+02 -2.256000000000000193e-03
-5.101000000000000227e+02 -2.654000000000000109e-03
-4.811000000000000227e+02 -5.308999999999999483e-04
-4.811000000000000227e+02 2.654000000000000001e-04
-4.701999999999999886e+02 -6.637000000000000321e-04
-4.521000000000000227e+02 -2.122999999999999887e-03
-4.338999999999999773e+02 -2.654000000000000001e-04
-4.303000000000000114e+02 3.318000000000000203e-03
-4.158000000000000114e+02 -2.521999999999999936e-03
-4.013000000000000114e+02 -2.521999999999999936e-03
-3.831000000000000227e+02 -2.654000000000000001e-04
-3.541000000000000227e+02 -2.256000000000000193e-03
-3.468000000000000114e+02 -1.327000000000000000e-04
-3.286999999999999886e+02 -1.327000000000000000e-04
-3.178000000000000114e+02 -3.053000000000000158e-03
-3.033000000000000114e+02 -5.441999999999999789e-03
-2.525000000000000000e+02 -3.982000000000000296e-03
-2.525000000000000000e+02 -1.592000000000000099e-03
-2.306999999999999886e+02 -1.327000000000000000e-04
-2.089000000000000057e+02 -2.786999999999999981e-03
-1.726999999999999886e+02 -6.106000000000000316e-03
-1.726999999999999886e+02 -7.433000000000000371e-03
-1.726999999999999886e+02 -3.982000000000000296e-03
-1.618000000000000114e+02 -4.645999999999999956e-03
-1.509000000000000057e+02 -3.451000000000000074e-03
-1.328000000000000114e+02 -5.043999999999999873e-03
-1.328000000000000114e+02 -2.521999999999999936e-03
-1.290999999999999943e+02 -6.370999999999999927e-03
-1.219000000000000057e+02 -3.318000000000000203e-03
-1.145999999999999943e+02 -1.327000000000000055e-03
-1.145999999999999943e+02 -1.193999999999999966e-03
-9.651000000000000512e+01 -4.114999999999999734e-03
-7.837000000000000455e+01 -7.699000000000000114e-03
-6.748000000000000398e+01 -3.318000000000000203e-03
-6.748000000000000398e+01 -6.636999999999999671e-03
-4.934000000000000341e+01 -8.892999999999999863e-03
-4.207999999999999829e+01 -8.361999999999999642e-03
-4.207999999999999829e+01 -9.291999999999999912e-03
-2.030999999999999872e+01 -1.566000000000000031e-02
-2.030999999999999872e+01 -1.353000000000000036e-02
-1.306000000000000050e+01 -1.830999999999999989e-02
-2.177000000000000046e+00 -2.043999999999999984e-02
5.078999999999999737e+00 -2.375999999999999987e-02
8.708000000000000185e+00 -2.521999999999999936e-02
