-1.012000000000000028e+02 -3.761000000000000121e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.012000000000000028e+02 2.210999999999999854e+00 0.000000000000000000e+00 1.070000000000000000e+02
-9.626000000000000512e+01 5.064999999999999503e-01 0.000000000000000000e+00 0.000000000000000000e+00
-9.376999999999999602e+01 -1.368999999999999995e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.128000000000000114e+01 2.213999999999999968e+00 0.000000000000000000e+00 0.000000000000000000e+00
-8.131999999999999318e+01 5.118000000000000327e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.882999999999999829e+01 -3.417000000000000037e-01 0.000000000000000000e+00 0.000000000000000000e+00
-7.882999999999999829e+01 -3.584000000000000075e+00 0.000000000000000000e+00 0.000000000000000000e+00
-7.634000000000000341e+01 1.024000000000000021e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.887000000000000455e+01 8.875999999999999446e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.389999999999999858e+01 1.176999999999999957e+01 0.000000000000000000e+00 0.000000000000000000e+00
-6.389999999999999858e+01 6.658999999999999808e+00 0.000000000000000000e+00 0.000000000000000000e+00
-6.389999999999999858e+01 1.399000000000000021e+01 0.000000000000000000e+00 0.000000000000000000e+00
-5.642999999999999972e+01 2.098999999999999844e+01 0.000000000000000000e+00 0.000000000000000000e+00
-5.393999999999999773e+01 9.221000000000000085e+00 0.000000000000000000e+00 0.000000000000000000e+00
-5.145000000000000284e+01 2.526000000000000156e+01 0.000000000000000000e+00 0.000000000000000000e+00
-4.896000000000000085e+01 2.917999999999999972e+01 0.000000000000000000e+00 0.000000000000000000e+00
-4.646999999999999886e+01 3.139999999999999858e+01 0.000000000000000000e+00 0.000000000000000000e+00
-4.646999999999999886e+01 2.201999999999999957e+01 0.000000000000000000e+00 0.000000000000000000e+00
-3.900000000000000000e+01 2.764999999999999858e+01 0.000000000000000000e+00 0.000000000000000000e+00
-3.900000000000000000e+01 3.277000000000000313e+01 0.000000000000000000e+00 0.000000000000000000e+00
-3.900000000000000000e+01 2.953000000000000114e+01 0.000000000000000000e+00 0.000000000000000000e+00
-2.405999999999999872e+01 1.264000000000000057e+01 0.000000000000000000e+00 0.000000000000000000e+00
-1.907999999999999829e+01 7.695000000000000284e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.658999999999999986e+01 6.671999999999999709e+00 0.000000000000000000e+00 0.000000000000000000e+00
-1.658999999999999986e+01 1.127999999999999936e+01 0.000000000000000000e+00 0.000000000000000000e+00
-1.409999999999999964e+01 -8.352000000000000535e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.160999999999999943e+01 3.943000000000000060e+00 0.000000000000000000e+00 0.000000000000000000e+00
-9.128000000000000114e+00 2.237000000000000099e+00 0.000000000000000000e+00 0.000000000000000000e+00
-4.149000000000000021e+00 1.215000000000000080e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.809000000000000163e+00 2.754000000000000004e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.077999999999999936e+01 4.461000000000000298e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.575999999999999979e+01 5.144999999999999574e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.825000000000000000e+01 1.562999999999999945e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.825000000000000000e+01 -1.167000000000000037e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.323000000000000043e+01 3.699000000000000066e-01 0.000000000000000000e+00 0.000000000000000000e+00
2.571999999999999886e+01 2.588999999999999968e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.817000000000000171e+01 2.762999999999999901e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.314999999999999858e+01 -1.842000000000000082e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.813000000000000256e+01 -1.348999999999999921e-01 0.000000000000000000e+00 0.000000000000000000e+00
6.057999999999999829e+01 2.769000000000000128e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.053000000000000114e+01 1.919000000000000039e+00 0.000000000000000000e+00 0.000000000000000000e+00
