-737.2	8.2643
-737.2	8.2643
-737.2	8.2643
-737.2	8.2643
-737.2	8.2643
-737.2	8.2643
-737.2	8.2643
-595.8	8.3048
-595.8	8.3048
-595.8	8.3048
-595.8	8.3048
-595.8	8.3048
-595.8	8.3048
-595.8	8.3048
-590.7	8.3048
-590.7	8.3048
-590.7	8.3048
-590.7	8.3048
-590.7	8.3048
-590.7	8.3048
-590.7	8.3048
-550.1	8.3047
-550.1	8.3047
-550.1	8.3047
-529.9	8.3107
-463.9	8.3105
-453.7	8.3104
-331.7	8.2955
-326.4	8.2873
-235.2	8.2931
-138.8	8.2989
-138.8	8.2989
-138.8	8.2989
-52.64	8.3026
-42.52	8.3046
84.38	8.3041
99.58	8.3061
99.58	8.3061
99.58	8.3061
99.58	8.3061
175.7	8.3037
267.6	8.2746
267.6	8.2746
267.6	8.2746
267.6	8.2746
272.7	8.2746
272.7	8.2746
272.7	8.2746
283.2	8.2499
283.2	8.2499
283.2	8.2499
283.2	8.2499
288.3	8.2498
288.3	8.2498
288.3	8.2498
298.9	8.2231
298.9	8.2231
298.9	8.2231
298.9	8.2231
304.0	8.2231
304.0	8.2231
304.0	8.2231
309.1	8.2230
309.1	8.2230
309.1	8.2230
309.2	8.2169
309.2	8.2169
309.2	8.2169
309.2	8.2169
309.2	8.2169
309.2	8.2169
309.2	8.2169
309.2	8.2169
319.3	8.2168
319.3	8.2168
319.3	8.2168
319.3	8.2168
319.3	8.2168
319.3	8.2168
329.1	8.2394
329.1	8.2394
329.1	8.2394
329.1	8.2394
334.2	8.2394
334.2	8.2394
334.2	8.2394
343.8	8.2681
343.8	8.2681
343.8	8.2681
343.8	8.2681
348.9	8.2681
348.9	8.2681
348.9	8.2681
358.6	8.2927
358.6	8.2927
358.6	8.2927
358.6	8.2927
378.8	8.2988
500.6	8.3024
525.9	8.3064
531.0	8.3043
546.3	8.3043
546.3	8.3043
642.8	8.2997
769.7	8.2972
769.7	8.2972
769.7	8.2972
769.7	8.2972
790.0	8.2991
795.1	8.2991
805.5	8.2806
831.2	8.2661
836.3	8.2661
836.3	8.2661
861.8	8.2536
877.5	8.2310
889.1	8.1426
894.2	8.1426
906.1	8.0398
911.1	8.0397
911.1	8.0397
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
938.0	8.2554
