# This is the local BusyFit history file in which all fit results are stored.
# In order to delete the history, e.g. prior to a batch run of BusyFit on a
# large number of spectra, simply delete the file; it will be recreated 
# during the next launch of the software. Alternatively, you may choose to 
# remove individual entries from the file. The results of new fits will be 
# appended at the end of the file.
#
# The parameters in the respective columns (separated by tabs) are:
#
# Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
#
0500+019_cmr+98.dat	0	139	131	332.069	2.53488	0.0120372	0.00913145	0.00772771	3.62429	717384	3.70498	1.02193e+06	7.36266e-07	0.00011379	123.522	7242.59	123.883	5.13162	5.45555	7274.53	8.71452	102.698	128.047	27692.7	77.0811	281140	80.2772	217461	0.0264552	650.175	0.884149	833.045
0500+019_cmr+98.dat	0	139	131	332.069	2.53488	0.0120372	0.00913145	0.00772771	3.62429	717384	3.70498	1.02193e+06	7.36266e-07	0.00011379	123.522	7242.59	123.883	5.13162	5.45555	7274.53	8.71452	102.698	128.047	27692.7	77.0811	281140	80.2772	217461	0.0264552	650.175	0.884149	833.045
0952+179_kc01a.dat	0	507	502	488.155	0.97242	0.00332695	0.0154998	0.00114621	0.108022	0.0287436	0.0932363	0.0235951	0	0	191.617	0.76309	0.1	0	18.3133	1.19384	0	0	1147.52	0	0	0	0	0	0.0153526	0.000935844	0	0
0952+179_kc01a.dat	0	507	502	488.155	0.97242	0.00332695	0.0154998	0.00114621	0.108022	0.0287436	0.0932363	0.0235951	0	0	191.617	0.76309	0.1	0	18.3133	1.19384	0	0	1147.52	0	0	0	0	0	0.0153526	0.000935844	0	0
0952+179_kc01a.dat	0	507	502	488.155	0.97242	0.00332695	0.0154998	0.00114621	0.108022	0.0287436	0.0932363	0.0235951	0	0	191.617	0.76309	0.1	0	18.3133	1.19384	0	0	1147.52	0	0	0	0	0	0.0153526	0.000935844	0	0
0952+179_kc01a.dat	0	507	502	488.155	0.97242	0.00332695	0.0154998	0.00114621	0.108022	0.0287436	0.0932363	0.0235951	0	0	191.617	0.76309	0.1	0	18.3133	1.19384	0	0	1147.52	0	0	0	0	0	0.0153526	0.000935844	0	0
0952+179_kc01a.dat	0	507	502	488.155	0.97242	0.00332695	0.0154998	0.00114621	0.108022	0.0287436	0.0932363	0.0235951	0	0	191.617	0.76309	0.1	0	18.3133	1.19384	0	0	1147.52	0	0	0	0	0	0.0153526	0.000935844	0	0
1057+1018_dmhg11.dat	1	271	266	646.479	2.43037	1.9511	6.34736e+12	6.96725e+14	0.0055082	0.0120235	0.0715556	0.00267702	0	0	577.5	1966.86	0.1	0	-424.683	1968.55	0	0	10797.2	68.4427	207.18	268.932	350.211	50.9822	62.2436	53.7226	14960.8	1345.71
1057+1018_dmhg11.dat	1	271	266	646.479	2.43037	1.9511	6.34736e+12	6.96725e+14	0.0055082	0.0120235	0.0715556	0.00267702	0	0	577.5	1966.86	0.1	0	-424.683	1968.55	0	0	10797.2	68.4427	207.18	268.932	350.211	50.9822	62.2436	53.7226	14960.8	1345.71
1057+1018_dmhg11.dat	1	271	266	646.479	2.43037	1.9511	6.34736e+12	6.96725e+14	0.0055082	0.0120235	0.0715556	0.00267702	0	0	577.5	1966.86	0.1	0	-424.683	1968.55	0	0	10797.2	68.4427	207.18	268.932	350.211	50.9822	62.2436	53.7226	14960.8	1345.71
1057+1018_dmhg11.dat	1	271	266	646.479	2.43037	1.9511	6.34736e+12	6.96725e+14	0.0055082	0.0120235	0.0715556	0.00267702	0	0	577.5	1966.86	0.1	0	-424.683	1968.55	0	0	10797.2	68.4427	207.18	268.932	350.211	50.9822	62.2436	53.7226	14960.8	1345.71
1057+1018_dmhg11.dat	1	271	266	646.479	2.43037	1.9511	6.34736e+12	6.96725e+14	0.0055082	0.0120235	0.0715556	0.00267702	0	0	577.5	1966.86	0.1	0	-424.683	1968.55	0	0	10797.2	68.4427	207.18	268.932	350.211	50.9822	62.2436	53.7226	14960.8	1345.71
1127-145_lsb+98.dat	0	651	643	815.12	1.26768	16.015	170.441	31.4872	0.0779699	0.0440237	0.0507614	0.00460765	0.00022731	0.00282186	288.086	13.1796	267.815	43.0619	38.1995	5.52759	2.29813	2.85451	1082.02	0.000651432	0.122156	0.00535149	0.203264	0.00164222	351.249	3.9607	45.894	0.370619
1127-145_lsb+98.dat	0	651	643	815.12	1.26768	16.015	170.441	31.4872	0.0779699	0.0440237	0.0507614	0.00460765	0.00022731	0.00282186	288.086	13.1796	267.815	43.0619	38.1995	5.52759	2.29813	2.85451	1082.02	0.000651432	0.122156	0.00535149	0.203264	0.00164222	351.249	3.9607	45.894	0.370619
1127-145_lsb+98.dat	0	651	643	815.12	1.26768	16.015	170.441	31.4872	0.0779699	0.0440237	0.0507614	0.00460765	0.00022731	0.00282186	288.086	13.1796	267.815	43.0619	38.1995	5.52759	2.29813	2.85451	1082.02	0.000651432	0.122156	0.00535149	0.203264	0.00164222	351.249	3.9607	45.894	0.370619
1127-145_lsb+98.dat	0	651	643	815.12	1.26768	16.015	170.441	31.4872	0.0779699	0.0440237	0.0507614	0.00460765	0.00022731	0.00282186	288.086	13.1796	267.815	43.0619	38.1995	5.52759	2.29813	2.85451	1082.02	0.000651432	0.122156	0.00535149	0.203264	0.00164222	351.249	3.9607	45.894	0.370619
1127-145_lsb+98.dat	0	651	643	815.12	1.26768	16.015	170.441	31.4872	0.0779699	0.0440237	0.0507614	0.00460765	0.00022731	0.00282186	288.086	13.1796	267.815	43.0619	38.1995	5.52759	2.29813	2.85451	1082.02	0.000651432	0.122156	0.00535149	0.203264	0.00164222	351.249	3.9607	45.894	0.370619
1142+052_kpec09.dat	0	333	325	215.79	0.663969	1.2439	3.27768	0.491692	0.0710247	0.0141126	0.120766	0.0276891	0.0230955	0.0395978	210.771	0.853848	197.012	2.93005	71.1431	1.01375	0.863879	0.350641	606.224	0.00126515	0.15601	0.00222984	0.171472	0.00271642	6.23575	0.27497	0.776434	0.0181104
1142+052_kpec09.dat	0	333	325	215.79	0.663969	1.2439	3.27768	0.491692	0.0710247	0.0141126	0.120766	0.0276891	0.0230955	0.0395978	210.771	0.853848	197.012	2.93005	71.1431	1.01375	0.863879	0.350641	606.224	0.00126515	0.15601	0.00222984	0.171472	0.00271642	6.23575	0.27497	0.776434	0.0181104
1142+052_kpec09.dat	0	333	325	215.79	0.663969	1.2439	3.27768	0.491692	0.0710247	0.0141126	0.120766	0.0276891	0.0230955	0.0395978	210.771	0.853848	197.012	2.93005	71.1431	1.01375	0.863879	0.350641	606.224	0.00126515	0.15601	0.00222984	0.171472	0.00271642	6.23575	0.27497	0.776434	0.0181104
1142+052_kpec09.dat	0	333	325	215.79	0.663969	1.2439	3.27768	0.491692	0.0710247	0.0141126	0.120766	0.0276891	0.0230955	0.0395978	210.771	0.853848	197.012	2.93005	71.1431	1.01375	0.863879	0.350641	606.224	0.00126515	0.15601	0.00222984	0.171472	0.00271642	6.23575	0.27497	0.776434	0.0181104
1142+052_kpec09.dat	0	333	325	215.79	0.663969	1.2439	3.27768	0.491692	0.0710247	0.0141126	0.120766	0.0276891	0.0230955	0.0395978	210.771	0.853848	197.012	2.93005	71.1431	1.01375	0.863879	0.350641	606.224	0.00126515	0.15601	0.00222984	0.171472	0.00271642	6.23575	0.27497	0.776434	0.0181104
1221-423_jbc+10.dat	0	32	27	29.5008	1.09262	0.000973327	0.0216406	0.00278692	0.331708	0.0590562	0.355524	0.0629961	0	0	12.5188	0.0966151	0.1	0	3.28583	0.410186	0	0	51353.6	2.20234	135.423	5.65051	197.046	6.0091	0.0193117	0.00063033	2.70709	0.0740185
1221-423_jbc+10.dat	0	32	27	29.5008	1.09262	0.000973327	0.0216406	0.00278692	0.331708	0.0590562	0.355524	0.0629961	0	0	12.5188	0.0966151	0.1	0	3.28583	0.410186	0	0	51353.6	2.20234	135.423	5.65051	197.046	6.0091	0.0193117	0.00063033	2.70709	0.0740185
1221-423_jbc+10.dat	0	32	27	29.5008	1.09262	0.000973327	0.0216406	0.00278692	0.331708	0.0590562	0.355524	0.0629961	0	0	12.5188	0.0966151	0.1	0	3.28583	0.410186	0	0	51353.6	2.20234	135.423	5.65051	197.046	6.0091	0.0193117	0.00063033	2.70709	0.0740185
1221-423_jbc+10.dat	0	32	27	29.5008	1.09262	0.000973327	0.0216406	0.00278692	0.331708	0.0590562	0.355524	0.0629961	0	0	12.5188	0.0966151	0.1	0	3.28583	0.410186	0	0	51353.6	2.20234	135.423	5.65051	197.046	6.0091	0.0193117	0.00063033	2.70709	0.0740185
1221-423_jbc+10.dat	0	32	27	29.5008	1.09262	0.000973327	0.0216406	0.00278692	0.331708	0.0590562	0.355524	0.0629961	0	0	12.5188	0.0966151	0.1	0	3.28583	0.410186	0	0	51353.6	2.20234	135.423	5.65051	197.046	6.0091	0.0193117	0.00063033	2.70709	0.0740185
1229-021_bs79.dat	0	182	177	185.074	1.04562	0.00751826	0.034224	0.00593321	0.337039	0.178797	0.456196	0.266125	0	0	125.336	0.413231	0.1	0	4.44409	0.685691	0	0	1018.23	0.00275732	0.0537332	0.00693145	0.0720105	0.00766296	0.03372	0.00435129	0.00182518	0.000183861
1229-021_bs79.dat	0	182	177	185.074	1.04562	0.00751826	0.034224	0.00593321	0.337039	0.178797	0.456196	0.266125	0	0	125.336	0.413231	0.1	0	4.44409	0.685691	0	0	1018.23	0.00275732	0.0537332	0.00693145	0.0720105	0.00766296	0.03372	0.00435129	0.00182518	0.000183861
1229-021_bs79.dat	0	182	177	185.074	1.04562	0.00751826	0.034224	0.00593321	0.337039	0.178797	0.456196	0.266125	0	0	125.336	0.413231	0.1	0	4.44409	0.685691	0	0	1018.23	0.00275732	0.0537332	0.00693145	0.0720105	0.00766296	0.03372	0.00435129	0.00182518	0.000183861
