#freq[Hz] vel[km/s] flux[Jy/beam] noise[Jy/beam] tau tau_noise
1295396762.89 28930.712883657267 0.0 0.0 -0.0 -0.0
1295318641.2594428 28950.538422558202 0.0 0.0 -0.0 -0.0
1295240519.6288853 28970.366352989422 0.0 0.0 -0.0 -0.0
1295162397.998328 28990.196675383566 0.0 0.0 -0.0 -0.0
1295084276.3677704 29010.02939017361 0.0 0.0 -0.0 -0.0
1295006154.7372131 29029.86449779241 0.0 0.0 -0.0 -0.0
1294928033.1066556 29049.701998673147 0.0 0.0 -0.0 -0.0
1294849911.4760983 29069.541893248876 0.0 0.0 -0.0 -0.0
1294771789.845541 29089.38418195294 0.0 0.0 -0.0 -0.0
1294693668.2149835 29109.22886521879 0.0 0.0 -0.0 -0.0
1294615546.5844262 29129.075943479776 0.0 0.0 -0.0 -0.0
1294537424.9538686 29148.92541716963 -0.00016797808348201215 0.00019567268088236604 -0.004124044619580788 0.004825520762435095
1294459303.3233113 29168.77728672192 -0.0006514970446005464 0.0007782660048531047 -0.015900896293791527 0.019332403085086398
1294381181.6927538 29188.631552570576 -0.0009760973043739796 0.0010527127362701678 -0.023729937768998857 0.02623988349472044
1294303060.0621965 29208.488215149373 -0.0008750463603064418 0.0009323924396953382 -0.021299251709316354 0.023205697043763646
1294224938.4316392 29228.347274892392 -0.0006007071351632476 0.0005442815617812449 -0.014670328569542148 0.013480754775596458
1294146816.8010817 29248.208732233812 -0.00022524397354573011 0.00018858898433666302 -0.0055261060494031485 0.004650421551587682
1294068695.1705244 29268.07258760773 0.0005065895384177566 0.0005767715550858395 0.012541320019656702 0.014291243148349751
1293990573.5399668 29287.9388414486 0.0010816254653036594 0.0013978026488996877 0.02697036647485365 0.03499363337328443
1293912451.9094095 29307.807494190718 0.001107746153138578 0.0013529344550445987 0.027630767369379767 0.03385113765216607
1293834330.278852 29327.67854626876 0.0007896242896094918 0.0007587030732860392 0.019617332407108185 0.018841845573338702
1293756208.6482947 29347.55199811723 -0.00012415606761351228 0.0004356329364269956 -0.003049805124626749 0.010775190964388181
1293678087.0177374 29367.42785017095 -0.0006515657296404243 0.0008232803027946165 -0.015902559410352724 0.020462090495018494
1293599965.3871799 29387.30610286482 -0.0006670781876891851 0.0008810204996706736 -0.016278102038960417 0.021913020382756835
1293521843.7566226 29407.186756633677 -0.0006409603520296514 0.001053214564541018 -0.015645731583463406 0.026252557686632073
1293443722.126065 29427.06981191271 -4.114532202947885e-05 4.0892423780970276e-06 -0.001011736265881737 0.00010060771039418168
1293365600.4955077 29446.95526913696 0.0007158959633670747 0.001434190678518303 0.017769258759606863 0.035921154991601714
1293287478.8649504 29466.843128741762 0.0009895248804241419 0.001556000580902788 0.024645291005755587 0.03903233349494673
1293209357.234393 29486.73339116255 0.00041510278242640197 0.00038631318492869687 0.010264771134698163 0.009549443913372205
1293131235.6038356 29506.626056834688 -0.0006341543048620224 0.0013222977312355342 -0.015480876454604824 0.03307177246655062
1293053113.973278 29526.521126193886 -0.00027165195206180215 0.000675018915750065 -0.006660889051580421 0.01674610481221187
1292974992.3427207 29546.41859967571 0.0013890416594222188 0.001556375463449404 0.03477044642116631 0.03904192342406319
1292896870.7121632 29566.318477716086 0.001362319802865386 0.00199585983476888 0.03409001236094843 0.05034817125736006
1292818749.081606 29586.22076075079 -0.00010572322935331613 3.951030328710939e-05 -0.002597603148684258 0.0009724965905256143
1292740627.4510486 29606.1254492159 -0.0006235453183762729 0.0008362039988739233 -0.015223852847701525 0.020786661973203162
1292662505.820491 29626.03254354758 -0.0005340955685824156 0.001010189543206792 -0.013054125684309532 0.025166499370181065
1292584384.1899338 29645.94204418193 -0.0012474312679842114 0.0022204191403341358 -0.030227541826603296 0.05617494573612286
1292506262.5593762 29665.853951555408 -0.0021513993851840496 0.003323063832703361 -0.05157510045082121 0.08528917942022797
1292428140.928819 29685.76826610431 -0.0009659038041718304 0.0012160991324693222 -0.023485010406839153 0.03037488709167222
1292350019.2982614 29705.6849882653 0.0016169775044545531 0.002176631236469503 0.04059340408029158 0.055036086973913295
1292271897.667704 29725.604118474894 0.001897729467600584 0.0025574021315941517 0.04781254522192075 0.06498304635206628
1292193776.0371468 29745.52565716991 3.0789669835940003e-05 4.930643988853456e-05 0.0007577677792341377 0.0012137625981536722
1292115654.4065893 29765.449604787245 -0.0008244540076702833 0.0010649826316650444 -0.020080076824366994 0.0265498184520777
1292037532.776032 29785.37596176375 -0.0005100845592096448 0.0005278682822178284 -0.01247090316077934 0.013071562249886542
1291959411.1454744 29805.30472853661 7.812908734194934e-05 3.9460444081007296e-05 0.0019239644092440117 0.0009712687724900077
1291881289.5149171 29825.235905542864 0.001231296919286251 0.0016744995385857358 0.030760385214355382 0.042068263122724804
1291803167.8843596 29845.169493219913 0.0020170004572719336 0.003001827116586228 0.05089527422046348 0.0767193904270346
1291725046.2538023 29865.105492005023 0.0009030647343024611 0.0016033440006331177 0.02246751673905141 0.040244161086521305
1291646924.623245 29885.043902335736 -0.0003214280877728015 0.0008071212598753832 -0.007876601717008748 0.020056413221315166
1291568802.9926875 29904.98472464971 -0.0002458441013004631 0.0004584599523772711 -0.0060299860274676655 0.011343021327388892
1291490681.3621302 29924.927959384513 0.0001509847934357822 0.0004984408221482804 0.003721410844017392 0.012338337653483987
1291412559.7315726 29944.873606978083 0.0006602468783967197 0.0012411095976166365 0.016376617552035403 0.03100936681737493
1291334438.1010153 29964.821667868207 0.0005587833002209663 0.001236910291742248 0.013842430854687946 0.030902808308774832
1291256316.4704578 29984.772142493017 -6.223525269888341e-05 0.00040063367231975695 -0.001529927185118488 0.00990519717029481
1291178194.8399005 30004.72503129052 -4.4532440369948745e-05 0.00032401394509363573 -0.001094977683817101 0.008003261276733393
1291100073.2093432 30024.680334699005 2.1597021259367466e-05 0.00011140272621783955 0.0005314664125375774 0.002744468196651712
1291021951.5787857 30044.638053156865 -0.0005303804064169526 0.0007422101398113597 -0.012963907393060014 0.018428457812964063
1290943829.9482284 30064.598187102423 -0.0014103443827480078 0.0022751012483699785 -0.03410861580979252 0.05759897026470823
1290865708.3176708 30084.560736974345 -0.0016979422653093934 0.0024839261880445227 -0.04092349864062856 0.06305589876999662
1290787586.6871135 30104.525703211166 -0.00014330659178085625 0.00025907559771758246 -0.0035193971828960985 0.006394120267653244
