0	0	0
1	0.00175921	0.00175921
2	-0.00251574	-0.00251574
3	-0.00183665	-0.00183665
4	-0.00717074	-0.00717074
5	-0.000225545	-0.000225545
6	-0.00517596	-0.00517596
7	-0.00350614	-0.00350614
8	-0.00828693	-0.00828693
9	0.00503636	0.00503636
10	0.00495072	0.00495072
11	0.0169031	0.0169031
12	0.0115994	0.0115994
13	-0.000172303	-0.000172303
14	-0.00928132	-0.00928132
15	-0.00668421	-0.00668421
16	-0.00232831	-0.00232831
17	0.00666053	0.00666053
18	0.00807882	0.00807882
19	0.0130951	0.0130951
20	-0.00246978	-0.00246978
21	-0.00896796	-0.00896796
22	-0.0156572	-0.0156572
23	-0.0113069	-0.0113069
24	-0.0156474	-0.0156474
25	-0.0206979	-0.0206979
26	-0.00773666	-0.00773666
27	-0.00112502	-0.00112502
28	0.0090502	0.0090502
29	0.0032537	0.0032537
30	0.0145722	0.0145722
31	0.014403	0.014403
32	0.00803183	0.00803183
33	-0.00451737	-0.00451737
34	-0.00751302	-0.00751302
35	0.00743422	0.00743422
36	0.00520414	0.00520414
37	0.0168613	0.0168613
38	0.00774644	0.00774644
39	0.0142336	0.0142336
40	0.00428965	0.00428965
41	0.00683594	0.00683594
42	-0.00259417	-0.00259417
43	-0.00203297	-0.00203297
44	-0.00428125	-0.00428125
45	0.0100614	0.0100614
46	0.017138	0.017138
47	0.0181272	0.0181272
48	0.0155733	0.0155733
49	0.00410656	0.00410656
50	0.00199704	0.00199704
51	-0.0173467	-0.0173467
52	-0.0258004	-0.0258004
53	-0.021051	-0.021051
54	-0.0183964	-0.0183964
55	-0.00231116	-0.00231116
56	-0.0168345	-0.0168345
57	-0.0142262	-0.0142262
58	-0.0147851	-0.0147851
59	-0.00750122	-0.00750122
60	-0.000644424	-0.000644424
61	-0.00518411	-0.00518411
62	-0.00175173	-0.00175173
63	-0.00395333	-0.00395333
64	0.00444754	0.00444754
65	0.0169296	0.0169296
66	0.00846698	0.00846698
67	-0.0124453	-0.0124453
68	-0.0281219	-0.0281219
69	-0.00774919	-0.00774919
70	0.00938367	0.00938367
71	0.0143861	0.0143861
72	0.00856864	0.00856864
73	0.00810748	0.00810748
74	-1.77569e-05	-1.77569e-05
75	6.89731e-05	6.89731e-05
76	0.00283308	0.00283308
77	0.0365193	0.0365193
78	0.0376131	0.0376131
79	0.0243484	0.0243484
80	-0.00493366	-0.00493366
81	-0.0204523	-0.0204523
82	-0.0181899	-0.0181899
83	-0.015507	-0.015507
84	8.289e-05	8.289e-05
85	0.0188056	0.0188056
86	0.0364431	0.0364431
87	0.0257568	0.0257568
88	0.0112443	0.0112443
89	-0.0169979	-0.0169979
90	-0.0154116	-0.0154116
91	-0.0119071	-0.0119071
92	-0.0107521	-0.0107521
93	0.00263304	0.00263304
94	-0.00219416	-0.00219416
95	-0.00879991	-0.00879991
96	-0.0192586	-0.0192586
97	-0.00701251	-0.00701251
98	-0.0258538	-0.0258538
99	-0.0223429	-0.0223429
100	-0.0322661	-0.0322661
101	0.00494964	0.00494964
102	0.0105289	0.0105289
103	0.02125	0.02125
104	0.011147	0.011147
105	0.0147667	0.0147667
106	0.000721212	0.000721212
107	0.00694543	0.00694543
108	-0.0120701	-0.0120701
109	-0.0219775	-0.0219775
110	-0.0197637	-0.0197655
111	0.00322341	1.35131e-05
112	0.0387347	2.33854e-05
113	0.0402873	-0.00464018
114	0.0492218	0.00594364
115	0.0350885	-0.00601925
116	0.0496718	0.011272
117	0.0337326	-0.00144062
118	0.0299026	-0.0015995
119	0.0199769	-0.00753656
120	0.0233656	-9.3142e-06
121	0.0240977	0.00482336
122	0.0155603	0.000165684
123	0.00482553	-0.00706355
124	-0.00291956	-0.011784
125	0.0227405	0.0163682
126	0.0207604	0.016349
127	0.0266013	0.0236632
128	-0.0154645	-0.0173455
129	-0.0221203	-0.023277
130	-0.0274148	-0.0280975
131	-0.00319117	-0.00357779
132	0.00305411	0.00284418
133	0.00107244	0.000963176
134	-0.00163205	-0.00168654
135	-0.00279401	-0.00282003
136	0.0037188	0.0037069
137	0.00447439	0.00446918
138	0.0124447	0.0124425
139	0.00885386	0.00885299
140	0.00546892	0.00546858
141	-0.00356479	-0.00356492
142	0.00823986	0.00823981
143	0.0105351	0.0105351
144	0.0112702	0.0112702
145	-0.0107712	-0.0107712
146	-0.0185765	-0.0185765
147	-0.00785492	-0.00785492
148	0.00812552	0.00812552
149	0.0150552	0.0150552
150	0.00386564	0.00386564
151	-0.00690325	-0.00690325
152	-0.00179774	-0.00179774
153	-0.00136373	-0.00136373
154	0.00539332	0.00539332
155	0.00156099	0.00156099
156	0.00610809	0.00610809
157	-0.00227302	-0.00227302
158	-0.00280802	-0.00280802
159	-0.00628924	-0.00628924
160	-0.00184132	-0.00184132
161	-0.0199639	-0.0199639
162	-0.0122134	-0.0122134
163	-0.00820084	-0.00820084
164	0.00290473	0.00290473
165	-0.0146808	-0.0146808
166	-0.0109431	-0.0109431
167	-0.00723458	-0.00723458
168	0.0229355	0.0229355
169	0.0191724	0.0191724
170	0.0257589	0.0257589
171	0.00205865	0.00205865
172	0.00346374	0.00346374
173	-0.0052526	-0.0052526
174	-0.00870755	-0.00870755
175	-0.0108292	-0.0108292
176	2.86473e-05	2.86473e-05
177	0.0181716	0.0181716
178	0.00499451	0.00499451
179	-0.00235942	-0.00235942
180	-0.0166929	-0.0166929
181	-0.00716755	-0.00716755
182	0.00807983	0.00807983
183	-0.00407615	-0.00407615
184	0.000617334	0.000617334
185	-0.0184567	-0.0184567
186	0	0
187	0	0
188	0	0
189	0	0
190	0	0
191	0	0
192	0	0
193	0	0
194	0	0
195	0	0
