Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
J130556.95+395621.5_spec.txt	1	220	212	4.23462	0.0199746	0.01	0.0584591	5.96752e+07	6.72666	4.63405e+11	0.610063	1.04513e+07	6.16298	5.04733e+09	53.7748	8.22377e+09	54.6829	2.82211e+08	-0.994614	8.11255e+09	4.98303	1.07031e+09	1.237e+09	6.49722e+14	122514	6.40375e+12	233409	1.38023e+15	0.00482093	82659.7	687.554	3.44235e+12
J131535.10+620728.4_spec.txt	1	220	212	0.525591	0.0024792	0.01	0.00377972	0.479147	0.68277	9.72528	0.125035	1.71639	0.0498308	2.69283	127.06	266.601	130.949	25.9789	-1.00937	296.051	3.41461	42.7135	1.37731e+09	923792	1.25735e+06	1.25545e+06	1.52033e+06	1.93322e+06	0.00265139	0.00502328	2387.19	3856.01
J131739.20+411545.6_spec.txt	2	220	215	0.318511	0.00148145	0.01	2.92749e+08	1.7982e+12	0.0196072	2.47339	0.399961	1.36851	0	0	220.694	31419.5	0.1	0	-117.899	31431.8	0	0	1.3803e+09	3.92591e+07	593193	6.58354e+07	1.06712e+06	3.29019e+07	0.0055241	0.191475	3968	45868.8
J132035.40+340821.7_spec.txt	0	220	215	0.594901	0.00276698	0.01	0.016202	0.0233647	0.182825	0.296954	0.120196	0.207715	0	0	95.2111	3.30079	0.1	0	7.07418	10.2172	0	0	1.22833e+09	204023	1.2358e+06	506653	1.82492e+06	537918	0.013966	0.00432928	17982.8	4737.55
J132513.37+395553.2_spec.txt	0	220	215	0.297545	0.00138393	0.01	0.00140309	0.0273044	0.796997	22.6774	0.0226283	0.344004	0	0	94.07	408.636	0.1	0	10.1946	414.335	0	0	1.22735e+09	7.74567e+06	2.4869e+06	1.47476e+07	4.25829e+06	1.38897e+07	0.00100355	0.00375849	2765.43	7748.96
J133455.94+134431.7_spec.txt	0	220	212	3.66964	0.0173096	0.01	0.0035473	10.6522	1.45735	1462.36	0.880106	21.1665	0.245278	366.663	121.49	1102.78	119.997	12199.8	2.05034	1146.93	1.1226	502.762	1.38878e+09	2.97326e+07	319405	3.32894e+08	416434	1.81734e+07	0.00541721	0.0129957	1651.11	276999
J133817.24+481629.7_spec.txt	0	220	212	1.47669	0.00696551	0.01	0.00107056	0.00637198	0.466281	8.08984	2.89725	34146.1	0.00525232	0.631188	137.642	674.372	138.079	36.5302	4.2445	677.316	4.17781	100.515	1.38167e+09	5.43974e+07	851615	9.81024e+07	944190	1.02838e+08	0.00240741	0.00760489	1387.91	177154
J134035.20+444817.3_spec.txt	0	220	212	0.276449	0.00130401	0.01	1.16927e-05	1.17694	1.37161	629.358	4.4005	2.77528e+09	355.612	3.58593e+07	90.8455	1.7692e+07	89.55	150.599	2.0984	1.7692e+07	0.873058	184.424	1.38512e+09	1.11862e+12	160915	7.43812e+12	241935	6.23352e+12	0.0108417	698541	1870.51	2.94795e+10
J134111.14+302241.3_spec.txt	1	220	215	0.981084	0.00456318	0.01	0.00743666	1.2754	0.21609	2.34539	0.0731559	3.34309	0	0	124.611	692.357	0.1	0	-0.967215	832.119	0	0	1.36508e+09	2.12493e+06	890744	3.23408e+06	1.44336e+06	4.02358e+06	0.0018687	0.00458063	1845.53	4679.89
J134442.16+555313.5_spec.txt	0	220	212	0.26239	0.00123769	0.01	0.00911892	0.00509665	0.238478	0.380105	0.305792	0.592766	0.00534699	0.123671	99.6335	3.94446	104.327	15.2303	16.1175	4.4315	1.58124	8.40181	1.36756e+09	183097	2.55478e+06	375862	2.907e+06	446346	0.0123666	0.00442526	27707.8	5162.73
J134649.45+142401.7_spec.txt	0	220	215	1.49023	0.0069313	0.01	0.00277532	0.0132763	0.943837	13.12	7.40113	1.68311e+18	0	0	115.731	6.94401e+15	0.1	0	1.33036	6.94401e+15	0	0	1.39139e+09	5.85026e+20	208821	5.54926e+20	265308	1.25383e+21	0.0027707	9.56052e+09	577.004	2.69355e+18
J135217.88+312646.4_spec.txt	0	185	177	39.229	0.221633	0.01	0.1021	0.00891169	0.31717	0.0971587	0.463901	0.0853806	9.44383e-06	5.14697e-05	84.1999	0.715002	81.8929	1.48194	4.33825	0.817401	6.6378	2.51054	1.35958e+09	16112.8	451346	101618	1.00767e+06	33211	0.207654	0.00748469	124468	3665.22
J135646.10+102609.0_spec.txt	0	220	215	8.1477	0.0378963	0.01	0.003749	0.00303211	2.70399	1811.38	1.25292	9.97882	0	0	137.814	33.8814	0.1	0	6.71257	34.1428	0	0	1.2639e+09	2.38519e+06	1.04873e+06	5.08692e+06	1.10417e+06	4.87337e+06	0.003749	0.00303211	3931.76	19272.8
J135806.05+214021.1_spec.txt	0	220	212	1.34121	0.00632644	0.01	0.00144045	0.0172471	0.755193	3.12315	0.616093	8.70752	0.514968	11.4697	130.515	19.0277	131.476	13.217	2.35372	21.2902	2.74704	22.2387	1.33184e+09	262735	197752	218914	315169	368491	0.0107216	0.00920633	2770.35	2573.58
J142210.81+210554.1_spec.txt	1	220	215	0.428016	0.00199077	0.01	3.08406e+07	7.89099e+11	0.0465906	25.6125	0.357847	2.23397	0	0	133.014	56246.6	0.1	0	-47.5557	56390.9	0	0	1.38951e+09	4.04211e+06	460387	1.16467e+07	737275	1.79378e+07	0.00284441	0.0389026	1458.55	3319.48
J143521.67+505122.9_spec.txt	1	220	212	0.395379	0.001865	0.01	0.0418743	35.5272	0.586096	14.9046	0.106002	5.98101	0.0332335	7.32868	76.0916	1474.69	83.0247	140.141	-6.1414	1563.86	3.23978	121.565	1.31224e+09	2.16017e+06	966086	4.48153e+06	1.28686e+06	5.27511e+06	0.00107201	0.00527917	957.979	3771.74
J144921.58+631614.0_spec.txt	1	220	212	2.34777	0.0110744	0.01	0.0200606	1.74511	0.0584705	0.576414	0.181255	0.716758	0.119769	2.57311	102.704	303.389	91.2941	9.69318	-4.63843	402.188	1.66559	13.1104	1.33591e+09	716497	728586	570035	2.06916e+06	1.84312e+06	0.00921786	0.00495339	9831.28	5515.71
J150034.56+364845.1_spec.txt	2	220	215	0.571914	0.00266007	0.01	3.15662e+08	2.33087e+12	0.392619	0.649189	0.0491887	7.49804	0	0	47.2656	15079.2	0.1	0	-46.1294	15113.6	0	0	1.3496e+09	1.07375e+07	421955	4.55493e+06	676857	1.12762e+07	0.0109077	0.0455072	5133.28	100981
J150721.87+101844.8_spec.txt	0	220	212	1.94399	0.00916975	0.01	0.00280981	0.0407656	0.239573	1.79427	0.937489	5.35486	0.0178048	0.537391	128.984	40.0008	127.865	24.0818	2.85782	42.075	3.4296	25.148	1.31772e+09	578492	297735	2.15996e+06	1.06225e+06	1.15381e+06	0.00459271	0.00905373	2496.27	3292.05
J151319.23+343133.7_spec.txt	0	220	215	1.69642	0.00789031	0.01	0.0131646	0.0265328	0.400097	1.17646	0.383438	1.12919	0	0	129.134	1.43291	0.1	0	2.95715	5.73416	0	0	1.25996e+09	141410	497230	362672	720409	383345	0.0118566	0.00685739	6092.15	2938.75
J152446.01+230723.5_spec.txt	0	220	212	1.01626	0.00479366	0.01	0.00127097	0.00459446	1.06071	11.6307	0.42516	4.51669	3.3295e-06	0.000630844	133.395	20.889	134.152	16.8778	4.98147	19.8444	7.84795	119.929	1.16795e+09	917114	294350	1.25851e+07	1.19667e+06	1.80873e+06	0.00257117	0.0101212	1532.47	3314.99
J152922.49+362142.2_spec.txt	1	220	215	0.597681	0.00277991	0.01	0.681526	4079.65	0.169329	7.40634	0.0778106	31.971	0	0	83.0914	12870.4	0.1	0	-11.3751	14635.5	0	0	1.1629e+09	1.58789e+06	803962	1.52561e+07	1.24249e+06	1.0465e+07	0.00242093	0.062394	2098.94	4504.61
J153437.61+251311.4_spec.txt	1	220	215	1.89964	0.00883553	0.01	0.162884	175.845	0.355421	43.7427	0.716216	4.50584	0	0	124.457	603.359	0.1	0	-1.34579	766.381	0	0	1.37414e+09	258662	198320	307944	308756	475634	0.00721207	0.00912916	1547.26	2166.81
J153452.95+290919.8_spec.txt	0	220	212	0.729372	0.00344043	0.01	0.000309753	0.00543062	0.280784	2.9376	1.37685	63.765	0.0852763	5.98063	139.359	18.8477	144.156	29.862	13.7938	19.5085	1.49268	21.1402	1.18217e+09	1.7389e+06	2.19124e+06	3.68281e+06	2.40912e+06	2.64167e+06	0.00168186	0.00450225	2115.33	4604.94
J155902.70+230830.4_spec.txt	0	220	215	1.09978	0.00511525	0.01	0.00166983	0.00411519	0.137457	1.17649	2.64406	3685.52	0	0	132.11	61.5614	0.1	0	8.79908	69.7178	0	0	1.19016e+09	5.00754e+06	1.37513e+06	1.01165e+07	1.73177e+06	1.2002e+07	0.00166868	0.0038153	2295.75	16083.1
J160246.39+524358.3_spec.txt	0	220	215	0.78046	0.00363004	0.01	0.00447419	0.011067	0.0512926	0.183311	0.274673	1.2571	0	0	84.4056	25.248	0.1	0	12.1192	31.5081	0	0	1.17092e+09	1.06362e+06	2.04778e+06	2.40805e+06	3.06145e+06	2.4376e+06	0.00401983	0.0036769	8556.22	6099.85
J160332.08+171155.3_spec.txt	0	220	212	0.597153	0.00281676	0.01	0.0157598	15.7076	0.704182	705.553	0.702991	178.687	0.349245	3903.99	93.3964	3928.46	91.2156	2631.4	1.01657	59.1561	0.938319	15431.1	1.16992e+09	5.65176e+06	210449	8.69287e+06	318888	2.80834e+07	0.0197914	0.374041	4429.26	141163
J160338.06+155402.5_spec.txt	0	220	212	0.716715	0.00338073	0.01	0.00730484	0.00971885	0.273139	0.466672	0.234415	0.294213	0.000369239	0.00394842	93.1321	7.68369	94.0388	5.5388	5.5746	13.639	4.60389	5.90933	1.17005e+09	199905	963186	1.03547e+06	1.89289e+06	440989	0.012856	0.00575676	14022.9	4235.65
J160952.60+133148.0_spec.txt	2	220	212	3.90393	0.0184148	0.01	0.00127519	0.00691103	6.95856	3.2696e+18	0.552166	2.71713	0.103924	2.87244	129.6	5.56959e+14	129.221	5.26249	7.60225	5.56959e+14	1.75216	12.5628	1.37122e+09	1.78263e+20	1.21831e+06	7.72864e+21	1.31135e+06	5.32322e+21	0.00518258	2.69419e+14	3597.36	7.71407e+17
J161217.62+282546.4_spec.txt	0	220	215	0.587588	0.00273297	0.01	0.0041539	0.0452341	0.468978	6.08252	0.610404	7.58539	0	0	92.9177	5.33655	0.1	0	1.95509	21.1957	0	0	1.3792e+09	409231	341053	1.02936e+06	502369	1.07861e+06	0.00358647	0.0082451	1273.39	2484.6
J161740.53+350015.1_spec.txt	0	220	212	0.979898	0.00462216	0.01	1.02736e-08	0.0420145	6.71189	1.52516e+20	1.37202	24.6986	128859	5.26979e+11	116.326	2.42688e+15	116.807	6.98754	3.32563	2.42688e+15	0.633842	19.0878	1.3802e+09	6.9109e+21	512399	2.7811e+23	563402	1.7883e+23	0.00289881	8.50801e+15	916.171	8.21882e+18
J163804.02+264329.1_spec.txt	0	220	212	1.26663	0.00597467	0.01	0.00203651	0.106928	0.291007	3.9458	0.397771	4.62899	0.0326006	0.914891	130.497	40.7515	129.465	18.7346	1.81943	130.319	3.85967	33.8192	1.33321e+09	666931	313392	878417	1.08866e+06	1.31256e+06	0.00418987	0.00756897	2178.81	3365.5
J163844.80+275439.1_spec.txt	1	220	215	4.53857	0.0211097	0.01	0.0188178	0.882133	0.499548	2.46039	0.0825752	1.16249	0	0	98.3388	188.615	0.1	0	-1.41902	199.051	0	0	1.28901e+09	808512	573406	1.15762e+06	991819	1.36183e+06	0.00497011	0.00612323	3273.95	3974.7
J163956.07+112757.4_spec.txt	0	220	215	6.30365	0.0293193	0.01	0.0468116	0.101765	0.930349	2.3868	1.0564	2.10594	0	0	126.386	0.332304	0.1	0	1.05885	2.30613	0	0	1.31631e+09	26986	184138	104452	271164	65337.8	0.0405571	0.015525	7768.97	1876.31
J170815.25+211117.7_spec.txt	1	220	215	1.95876	0.00911053	0.01	0.361255	179.395	0.263599	0.799214	0.0722587	3.74263	0	0	118.456	1453.53	0.1	0	-9.27442	1533.65	0	0	1.16021e+09	722350	639922	857061	1.02859e+06	1.20551e+06	0.00535605	0.0053175	3808.32	4155.18
