-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-482.4	3.3203
-469.2	3.3046
-429.8	3.3259
-412.2	3.3291
-385.9	3.3204
-381.5	3.3204
-372.8	3.3252
-368.4	3.3252
-359.6	3.3370
-350.8	3.3370
-346.4	3.3370
-333.3	3.3260
-298.2	3.3268
-293.8	3.3307
-289.4	3.3371
-214.9	3.3340
-135.9	3.3348
-135.9	3.3356
-135.9	3.3356
-135.9	3.3356
-135.9	3.3348
-135.9	3.3348
-135.9	3.3356
-135.9	3.3356
-96.49	3.3372
-96.49	3.3372
-96.49	3.3364
-96.49	3.3364
-96.49	3.3364
-96.49	3.3372
-96.49	3.3372
-96.49	3.3372
-83.33	3.3364
-83.33	3.3364
-83.33	3.3364
-83.33	3.3364
-83.33	3.3364
-83.33	3.3112
-83.33	3.3112
-83.33	3.3112
-78.94	3.3112
-78.94	3.3112
-78.94	3.3112
-78.94	3.3112
-78.94	3.3112
-78.94	3.3112
-74.56	3.3112
-74.56	3.3112
-74.56	3.3112
-74.56	3.3112
-74.56	3.3112
-70.17	3.3112
-70.17	3.3112
-70.17	3.3112
-70.17	3.3372
-70.17	3.3112
-70.17	3.3372
-70.17	3.3112
-70.17	3.3372
-65.78	3.3372
-65.78	3.3372
-65.78	3.3372
-57.01	3.3372
-57.01	3.3372
-57.01	3.3372
-57.01	3.3372
-57.01	3.3372
-57.01	3.3112
-57.01	3.3112
-57.01	3.3112
-52.63	3.3112
-52.63	3.3112
-52.63	3.3112
-52.63	3.3112
-52.63	3.3112
-52.63	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-48.24	3.3112
-43.85	3.3372
-43.85	3.3112
-43.85	3.3112
-43.85	3.3372
-43.85	3.3112
-43.85	3.3372
-43.85	3.3112
-43.85	3.3112
-39.47	3.3372
-39.47	3.3372
-39.47	3.3372
-17.54	3.3373
-17.54	3.3373
