#velo flux_rev
1198819407.33 0.000137718772748
1198741282.33 -0.0010756382253
1198663157.34 -0.0015746508725
1198585032.34 -0.000553478836082
1198506907.34 3.37824458256e-05
1198428782.34 -0.000954792136326
1198350657.35 -0.00116466998588
1198272532.35 -0.00102140253875
1198194407.35 -0.00191026472021
1198116282.36 -0.00183749466669
1198038157.36 -0.00194735266268
1197960032.36 -0.00245256419294
1197881907.36 0.000549572170712
1197803782.37 0.00605576578528
1197725657.37 0.00750633981079
1197647532.37 0.00345905427821
1197569407.38 0.000897378602531
1197491282.38 0.00190293672495
1197413157.38 0.00307528721169
1197335032.38 0.00290536182001
1197256907.39 0.00140365469269
1197178782.39 5.31609985046e-05
1197100657.39 -0.000448690436315
1197022532.4 -0.000225739611778
1196944407.4 9.24151972868e-05
1196866282.4 0.000753537286073
1196788157.4 0.000902573170606
1196710032.41 -9.96280286927e-05
1196631907.41 -0.000158568902407
1196553782.41 0.000229809083976
1196475657.42 7.8481840319e-05
1196397532.42 0.000567725859582
1196319407.42 0.000693039502949
1196241282.42 4.76141576655e-05
1196163157.43 0.000190222664969
1196085032.43 0.000132408807985
1196006907.43 -5.84899826208e-05
1195928782.43 0.00047066816478
1195850657.44 0.000305255991407
1195772532.44 1.73943117261e-05
1195694407.44 0.000767155434005
1195616282.45 0.000884045090061
1195538157.45 0.000310179835651
1195460032.45 -0.000592961441725
1195381907.45 -0.00127293274272
1195303782.46 -0.00123657891527
1195225657.46 -0.0016198088415
1195147532.46 -0.00206864858046
1195069407.47 -0.00200906512327
1194991282.47 -0.000792297942098
1194913157.47 -0.000426688464358
1194835032.47 -0.00108059402555
1194756907.48 -0.000725795980543
1194678782.48 -0.000373193935957
1194600657.48 -0.000803721952252
1194522532.49 -0.0012116819853
1194444407.49 -0.000525171984918
1194366282.49 -0.000239482877078
1194288157.49 -0.000464413344162
1194210032.5 -0.000284337613266
1194131907.5 -0.000634933356196
1194053782.5 -0.000769528036471
1193975657.51 -0.00131985626649
1193897532.51 -0.00333058810793
1193819407.51 -0.00349069014192
1193741282.51 -0.00114497728646
1193663157.52 -0.00110031012446
1193585032.52 -0.00390198430978
1193506907.52 -0.00485719880089
1193428782.53 -0.00334440078586
1193350657.53 -0.00225754966959
1193272532.53 -0.00349499983713
1193194407.53 -0.0051794340834
1193116282.54 -0.00507009541616
1193038157.54 -0.00377128599212
1192960032.54 -0.00101491552778
1192881907.55 -0.000591688556597
1192803782.55 -0.00210809637792
1192725657.55 -0.0012087749783
1192647532.55 -0.000440500210971
1192569407.56 -0.000854840036482
1192491282.56 -0.00108461896889
1192413157.56 -0.00138095126022
1192335032.57 -0.00155005627312
1192256907.57 -0.000285782880383
1192178782.57 0.00231283367611
1192100657.57 0.00499743688852
1192022532.58 0.00607279920951
1191944407.58 0.00440780445933
1191866282.58 0.00298989377916
1191788157.59 0.00752776162699
1191710032.59 0.0171313080937
1191631907.59 0.0275382585824
1191553782.59 0.0554015040398
1191475657.6 0.099380761385
1191397532.6 0.104008540511
1191319407.6 0.0610819719732
1191241282.61 0.024277228862
1191163157.61 0.00876161456108
1191085032.61 0.00195337110199
1191006907.61 -0.000648535788059
1190928782.62 -0.00111021508928
1190850657.62 -0.00176631950308
1190772532.62 -0.00289318128489
1190694407.63 -0.00278123933822
1190616282.63 -0.00170731497929
1190538157.63 -0.000930501497351
1190460032.63 -0.00126722303685
1190381907.64 -0.000638274650555
1190303782.64 -0.000165081364685
1190225657.64 -0.000100657343864
1190147532.65 0.00106476037763
1190069407.65 0.000679508317262
1189991282.65 -0.00120386388153
1189913157.65 -0.00200261618011
1189835032.66 -0.000750466773752
1189756907.66 0.000479568174342
1189678782.66 0.000783925177529
1189600657.67 0.00127156474628
1189522532.67 0.000564064306673
1189444407.67 -0.0012206985848
1189366282.67 -0.00126714725047
1189288157.68 0.00021821752307
1189210032.68 0.000524753471836
1189131907.68 -0.000589638948441
1189053782.69 -0.000273091776762
1188975657.69 0.00137247913517
1188897532.69 0.00205884920433
1188819407.69 0.00173867272679
1188741282.7 0.000720358453691
1188663157.7 -0.000134931120556
1188585032.7 0.000816304353066
1188506907.71 0.00260071922094
1188428782.71 0.0018522212049
1188350657.71 -0.000189259037143
1188272532.71 -0.0011173163075
1188194407.72 -0.00099055969622
1188116282.72 -0.000174469780177
1188038157.72 -0.00057599239517
1187960032.73 -0.00136178731918
1187881907.73 -0.00110139674507
1187803782.73 -0.000269719457719
1187725657.73 0.000115767586976
1187647532.74 -0.000672256515827
1187569407.74 -0.00099479209166
1187491282.74 8.95147677511e-05
1187413157.75 0.000816471758299
1187335032.75 0.000233587765251
1187256907.75 -0.000195312255528
1187178782.75 0.000376926269382
1187100657.76 0.000733228225727
1187022532.76 0.000184621225344
1186944407.76 0.000682001293171
1186866282.77 0.00138526794035
1186788157.77 0.000825002149213
1186710032.77 0.000291807693429
1186631907.77 0.000200189475436
1186553782.78 0.00068355537951
1186475657.78 0.000405076687457
1186397532.78 -0.000105776154669
1186319407.79 -0.000216027590795
1186241282.79 -0.000675065268297
1186163157.79 -0.000335389224347
1186085032.79 0.000238441396505
1186006907.8 0.000321658124449
1185928782.8 0.000247340503847
1185850657.8 -0.000674372189678
1185772532.81 -0.00164415640756
1185694407.81 -0.00186511420179
1185616282.81 -0.00129957485478
1185538157.81 0.000371031201212
1185460032.82 0.00154483865481
1185381907.82 0.00139756163117
1185303782.82 0.00126096070744
1185225657.83 0.00204517436214
1185147532.83 0.00201945356093
1185069407.83 0.00101633137092
1184991282.83 -0.000342490209732
1184913157.84 -0.00183821259998
1184835032.84 -0.00209270045161
1184756907.84 -0.00174239650369
