-97.47	4.217
-92.43	-2.074
-92.43	-0.3741
-84.87	-5.986
-82.35	1.666
-82.35	1.326
-82.35	3.707
-72.26	-2.074
-69.74	-1.054
-67.22	-9.047
-64.70	-6.666
-62.18	-13.46
-57.14	-11.42
-57.14	-9.557
-54.62	-20.95
-54.62	-24.18
-47.05	-31.15
-47.05	-22.31
-42.01	-32.51
-42.01	-29.96
-42.01	-29.11
-39.49	-40.00
-24.36	-12.44
-21.84	-10.91
-19.32	-5.986
-19.32	-7.517
-14.28	-4.455
-14.28	-2.585
-11.76	-2.074
-11.76	1.326
-11.76	-0.8843
0.8403	-0.8843
3.361	-2.074
3.361	2.006
8.403	1.666
13.44	-5.646
13.44	-3.265
21.00	-2.585
21.00	2.176
23.52	-2.244
28.57	-5.476
43.69	2.346
