# J2000                 RA         Dec         z            S_cont[mJy]          Radio_Power[log(W/Hz)]   Detection   Compact_0_Extended_1   WISE_type_[0_12_1_dp_2_46]   RMS_[mJy]             3*RMS_[tau]             tau_[-]                 tau_dv[kms]      w50_[km/s]           dw50_[km/s]          w20_[km/s]           dw20_[km/s]          cen_[km/s]            dcen_[km/s]           peak_pos_[km/s]       Rmag_[SDSS]   e_Rmag_[SDSS]   Zmag_[SDSS]   e_Zmag_[SDSS]   Kmag_[2MASS]   e_Kmag_[2MASS]   W1mag_[WISE]   e_W1mag_[WISE]   W2mag_[WISE]   e_W2mag_[WISE]   W3mag_[WISE]   e_W3mag_[WISE]   W4mag_[WISE]   e_W4mag_[WISE]   FIRST_peak[mJy]      FIRST_integr[mJy]   
  J093414.30+241335.1   09:34:14   +24:13:35   0.05039963   30.5520556867        23.263552973541863       0.0         0.0                    1.0                          0.5960000157356262    0.0591014258168         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.166596     0.0020290082    13.405405     0.0029664563    12.434         0.061            11.481         0.022            11.497         0.021            10.243         0.065            8.966          0.48             37.720001220703125   39.57228            
  J093551.59+612111.3   09:35:52   09:35:52    0.039386     148.0                23.728003753371084       1.0         2.0                    0.0                          0.6079135136666667    0.01239912363551433     0.0729999989271164      33.0774508207    536.4299926757812    9.970000267028809    825.8400268554688    10.680000305175781   -78.08000183105469    4.489999771118164     26.18000030517578     14.090395     0.002211634     13.160413     0.0036934244    11.231         0.034            10.007         0.024            8.319          0.02             5.619          0.014            2.66           0.017            139.9499969482422    146.74000549316406  
  J093609.36+331308.3   09:36:09   +33:13:08   0.076152     60.630001068115234   23.935749545010896       0.0         0.0                    1.0                          0.5972957643558318    0.029999999329447743    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.022404     0.0025236295    14.2294       0.004555396     12.99          0.041            12.277         0.024            12.207         0.025            10.7           0.079            9.003          0.453            53.040000915527344   55.099998474121094  
  J094319.15+361452.1   09:43:19   +36:14:52   0.022336     104.0                23.070825891532582       0.0         0.0                    1.0                          0.6184175185296006    0.017999999225139562    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    12.877033     0.0016083767    12.201082     0.0022215988    12.09          0.043            11.086         0.023            11.113         0.022            9.666          0.039            7.359          0.101            73.7699966430664     74.91000366210938   
  J094521.33+173753.2   09:45:21   +17:37:53   0.1280691    49.0184575319        24.325114244697623       0.0         1.0                    0.0                          1.0199999809265137    0.0630841076037         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.737982     0.0042596613    16.471718     0.011195783     14.459         0.075            13.036         0.024            11.135         0.024            6.851          0.016            3.562          0.019            38.68000030517578    44.45734            
  J094542.23+575747.7   09:45:42   +57:57:48   0.22893      89.30000305175781    25.142919051693912       0.0         0.0                    0.0                          0.879737962066902     0.029999999329447743    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.118666     0.0047404673    16.481274     0.009638492     13.852         0.053            12.514         0.024            11.751         0.021            9.403          0.026            7.419          0.078            69.27999877929688    78.29000091552734   
  J100935.70+182601.5   10:09:36   +18:26:01   0.116479     43.70000076293945    24.186354956012988       0.0         1.0                    1.0                          1.2270832441258646    0.08799999952316286     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.818452     0.0035366286    15.040233     0.0064837127    13.95          0.068            12.964         0.026            12.801         0.03             11.889         0.29             8.434          ""               54.470001220703125   58.66999816894531   
  J101256.03+163853.0   10:12:56   +16:38:53   0.1179962    37.5618562102        24.132764548557684       0.0         0.0                    0.0                          2.9600000381469727    0.246245234002          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.619766     0.006630249     16.925611     0.0134726325    13.951         0.048            11.683         0.024            10.075         0.022            6.784          0.016            4.391          0.03             42.880001068115234   44.57991            
  J101542.92+425803.6   10:15:43   +42:58:04   0.1973164    43.2662442327        24.683425962097033       0.0         0.0                    2.0                          0.7179999947547913    0.0502024845468         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.575155     0.00774641      16.80147      0.019777087     14.797         0.125            14.389         0.034            14.082         0.048            11.846         0.204            9.049          0.471            41.939998626708984   42.46312            
  J102053.67+483124.3   10:20:54   +48:31:24   0.053152     81.8499984741211     23.739491220023442       1.0         1.0                    2.0                          0.8453135136666666    0.031472896922282716    0.05000000074505806     6.51482836707    124.80000305175781   3.619999885559082    179.1300048828125    11.0600004196167     -67.2300033569336     4.920000076293945     -11.550000190734863   15.078438     0.002636016     14.255074     0.0049985424    13.212         0.047            12.431         0.022            12.399         0.026            10.754         0.084            8.122          0.198            71.95999908447266    74.97000122070312   
  J102400.53+511248.1   10:24:01   +51:12:48   0.213932     47.120783478         24.799043329842235       1.0         0.0                    1.0                          0.671999990940094     0.0430916745147         0.0759481               17.7165524397    179.176252355        55.83812167          334.886873935        60.6632721005        -409.176551           22.0622752027         -336.564092462        16.889591     0.0056834593    16.071932     0.013219132     14.495         0.096            13.659         0.028            13.334         0.033            12.725         0.428            8.909          ""               44.66999816894531    46.1885             
  J102544.22+102230.4   10:25:44   +10:22:31   0.04568153   92.8278416395        23.65789857669654        1.0         0.0                    1.0                          0.9070000052452087    0.0294564682408         0.122247                9.6227578297     66.9546416341        4.901639555          81.2585682628        6.1782345349         -15.4343900225        6.68275938442         -33.4610001016        14.359815     0.0023395405    13.334742     0.0034415373    12.311         0.062            11.352         0.025            11.352         0.023            10.114         0.063            8.388          0.297            73.8499984741211     75.69625            
  J102838.69+170211.2   10:28:39   +17:02:11   0.1690531    47.5393310189        24.57530592127402        0.0         1.0                    1.0                          1.2200000286102295    0.0779939979216         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.763006     0.0048348317    15.928249     0.0089085       14.086         0.056            13.49          0.027            13.165         0.033            12.102         0.311            9.025          0.493            39.880001068115234   44.90148            
  J103053.58+411316.0   10:30:54   +41:13:16   0.09211595   41.1198548973        23.94188285471348        0.0         0.0                    1.0                          0.6169999837875366    0.0453558883772         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.940344     0.0027865598    14.195998     0.0056683715    13.874         0.095            12.69          0.025            12.634         0.027            11.396         0.141            8.55           0.285            41.33000183105469    43.31199            
  J103214.01+275601.6   10:32:14   +27:56:02   0.08518728   29.8150721937        23.73027454959085        0.0         1.0                    0.0                          0.4869999885559082    0.0494066738099         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.7008       0.0033635825    14.853916     0.0061142296    13.5           0.048            12.368         0.024            11.784         0.023            9.115          0.029            6.819          0.082            34.38999938964844    35.64915            
  J103653.01+444818.1   10:36:53   +44:48:18   0.1274313    32.5183756649        24.14219371100876        0.0         0.0                    2.0                          0.9049999713897705    0.0846750691757         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.24946      0.0048333085    15.490192     0.012668581     14.621         0.099            13.654         0.026            13.312         0.032            10.96          0.103            8.627          0.314            35.25                35.82407            
  J103719.33+433515.3   10:37:19   +43:35:15   0.024679     142.0                23.294036866287748       0.0         0.0                    2.0                          0.6113509549048647    0.01300000026822086     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.122331     0.0016780471    12.376813     0.0022684846    11.858         0.073            10.709         0.022            10.75          0.021            8.913          0.024            7.656          0.131            125.68000030517578   128.8800048828125   
  J103932.12+461205.3   10:39:32   +46:12:05   0.1861478    30.8055914938        24.479518482580044       1.0         1.0                    1.0                          0.9279999732971191    0.091762393372          0.0859115               14.7498760583    86.1008705778        9.25470393           127.26299045         12.77816604492       3.22995917255         6.0                   26.429449284          16.539955     0.0071304343    15.571809     0.015349567     14.765         0.115            13.929         0.027            13.677         0.038            12.371         0.334            8.871          0.407            35.02000045776367    35.6646             
  J104029.94+295757.7   10:40:30   +29:57:58   0.090938     407.0                24.925541451093565       0.0         0.0                    2.0                          0.9463506044997034    0.007000000216066888    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.656554     0.0031172638    14.950147     0.006517928     13.359         0.047            12.769         0.024            12.653         0.027            10.271         0.06             8.12           0.212            364.0199890136719    388.3699951171875   
  J104609.61+165511.4   10:46:10   +16:55:11   0.206868     63.209999084472656   24.893909756919445       0.0         0.0                    0.0                          0.8059125629190516    0.039000000804662725    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.676962     0.0078251045    16.808859     0.015435073     14.513         0.094            13.818         0.028            13.112         0.034            10.681         0.11             8.128          ""               68.16999816894531    69.72000122070312   
  J104643.83+315301.1   10:46:44   +31:53:01   0.1165578    38.3538231254        24.130316364453527       0.0         0.0                    1.0                          1.2400000095367432    0.0985941660217         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.345123     0.004061235     15.548795     0.007916046     14.046         0.072            13.245         0.026            13.135         0.032            11.961         0.257            9.15           ""               34.029998779296875   36.81043            
  J104801.21+151438.4   10:48:01   +15:14:38   0.2161453    46.2834909558        24.801320750022857       0.0         1.0                    2.0                          0.8370000123977661    0.0547491591838         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.857319     0.008911043     17.016668     0.018844517     14.699         0.09             14.244         0.032            13.921         0.048            11.989         ""               9.078          ""               42.16999816894531    46.46546            
  J104931.69+232723.6   10:49:32   +23:27:24   0.06308901   81.2315866351        23.89138500363888        0.0         1.0                    1.0                          0.5730000138282776    0.021236708117          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.07805      0.0025267478    14.349687     0.0043566804    13.026         0.048            12.254         0.023            12.256         0.024            11.076         0.153            9.068          ""               48.560001373291016   105.5534            
  J105327.25+205835.9   10:53:27   +20:58:36   0.052639     79.06999969482422    23.715725924242516       1.0         0.0                    2.0                          0.6522216216666666    0.02505731161774227     0.023000000044703484    2.58768490532    156.0500030517578    15.460000038146973   189.77000427246094   20.899999618530273   -58.38999938964844    6.849999904632568     -51.470001220703125   15.565226     0.0030711223    14.641516     0.0051201573    13.203         0.052            12.594         0.032            12.594         0.04             10.306         0.112            8.027          ""               79.19999694824219    84.27999877929688   
  J105731.17+405646.1   10:57:31   +40:56:46   0.02508807   31.7364372313        22.65782753412891        0.0         0.0                    1.0                          0.8870000243186951    0.0850408565067         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    12.712203     0.0016060995    11.962117     0.0020727601    11.572         0.046            10.56          0.023            10.653         0.021            10.053         0.052            8.527          0.299            46.209999084472656   47.26571            
  J110017.98+100256.8   11:00:18   +10:02:57   0.03601862   125.774219632        23.577264474791185       1.0         2.0                    0.0                          0.9580000042915344    0.0229379381738         0.230803                42.850823063     101.218409985        11.90167058          166.204066288        15.0057300118        -15.038207468         3.68090014614         2.65865947506         14.734493     0.0031742873    13.970186     0.0055581187    13.046         0.076            11.911         0.025            11.193         0.021            7.265          0.016            4.512          0.028            131.41000366210938   140.2568            
  J110305.78+191702.2   11:03:06   +19:17:02   0.214267     98.94999694824219    25.122775364375343       0.0         0.0                    1.0                          0.7821763224125533    0.02400000020861629     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.263323     0.005868252     16.435059     0.012976694     14.309         0.07             13.562         0.029            13.209         0.035            11.999         ""               8.312          ""               72.91000366210938    93.12999725341797   
  J111113.19+284147.0   11:11:13   +28:41:47   0.02874983   36.4239737391        22.838280892485706       1.0         0.0                    2.0                          0.8220000267028809    0.0684782958708         0.0926614               18.298103017     180.984835474        28.60492492          211.379552944        31.8719500727        54.7345159661         14.2629985383         -15.0801014035        13.261136     0.0017645655    12.491978     0.0027021675    11.827         0.034            11.03          0.022            10.831         0.021            8.762          0.024            6.91           0.071            43.2400016784668     43.57192            
  J111622.70+291508.2   11:16:23   +29:15:08   0.045282     72.87999725341797    23.544960045541703       0.0         0.0                    1.0                          0.599804523347116     0.025000000372529082    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.668625     0.0019204337    12.906994     0.0032699502    12.281         0.029            11.402         0.023            11.462         0.023            10.823         0.098            8.993          0.465            69.0                 73.05999755859375   
  J111834.85+614638.2   11:18:35   +61:46:38   0.1923623    38.515817374         24.608243123915436       0.0         0.0                    1.0                          0.8600000143051147    0.0677446307072         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.506802     0.0070788823    16.67248      0.017664842     14.753         0.113            13.961         0.027            13.725         0.035            12.427         ""               9.421          ""               38.70000076293945    40.9143             
  J111836.00+313638.6   11:18:36   +31:36:33   0.1184652    52.8869889677        24.285092180570068       0.0         1.0                    1.0                          0.906000018119812     0.0518378952321         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.029625     0.004171546     15.190031     0.009960139     14.309         0.087            13.296         0.026            13.191         0.032            12.256         0.357            9.158          ""               48.779998779296875   54.28823            
  J111916.54+623925.7   11:19:17   +62:39:26   0.1101908    32.2764851153        24.00287459110288        1.0         0.0                    2.0                          1.2100000381469727    0.114628083038          0.268819                31.6286997135    95.6181878716        15.10297121          147.905839125        18.1494460957        -119.222605894        12.3779278806         -119.222605894        15.256275     0.003136502     14.369581     0.0060995966    13.476         0.062            12.724         0.031            12.611         0.033            10.254         0.06             8.72           0.406            37.2599983215332     39.23324            
  J112030.04+273610.7   11:20:30   +27:36:11   0.112516     177.0                24.761447963540157       1.0         0.0                    0.0                          1.4617214286666667    0.02508700330781699     0.1469999998807907      10.9306413657    62.47999954223633    1.25                 95.5                 3.630000114440918    -107.63999938964844   2.0299999713897705    -83.45999908447266    16.887754     0.004473013     15.966788     0.008375939     13.633         0.064            12.72          0.025            11.927         0.024            8.677          0.024            6.674          0.065            151.75               156.75              
  J112156.70+431456.9   11:21:57   +43:14:57   0.1853565    37.7185381949        24.56334192307258        0.0         0.0                    2.0                          0.847000002861023     0.0681353163292         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.022533     0.005476186     16.175648     0.010907786     14.509         0.099            13.772         0.026            13.576         0.036            11.932         0.225            8.817          ""               44.65999984741211    45.74608            
  J112332.04+235047.8   11:23:32   +23:50:48   0.206981     142.690479755        25.248049395671313       1.0         1.0                    1.0                          1.25                  0.0263964490172         0.104757                5.00713378007    156.192108766        13.68153987          184.028989969        15.5864583042        219.686380497         17.2949158732         243.736492338         17.120493     0.005773657     16.241222     0.011491151     14.365         0.078            13.544         0.027            13.24          0.032            11.935         0.235            8.674          ""               47.79999923706055    138.7457            
  J112349.91+201654.4   11:23:50   +20:16:54   0.130406     102.0                24.660364493701106       0.0         1.0                    2.0                          1.1694158521348799    0.03500000014901167     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.493944     0.0041071484    15.72256      0.0076413355    14.111         0.061            13.48          0.027            13.129         0.031            10.896         0.101            8.303          0.246            66.33999633789062    102.18000030517578  
  J113142.27+470008.6   11:31:42   +47:00:09   0.125721     99.5999984741211     24.615645793439995       0.0         1.0                    1.0                          0.8844067904752199    0.027000000700354614    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.380178     0.003867724     15.63155      0.008486154     13.911         0.062            13.203         0.024            12.962         0.028            11.684         0.17             8.972          ""               50.150001525878906   127.3499984741211   
  J113230.99+573109.3   11:32:31   +57:31:09   0.1804157    36.7286168039        24.52584222947189        0.0         0.0                    1.0                          0.8920000195503235    0.0737580426016         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.99718      0.0096248565    17.193281     0.021091908     15.133         0.167            14.399         0.049            14.154         0.062            12.793         0.539            8.728          ""               34.900001525878906   35.56476            
  J113359.22+490343.4   11:33:59   +49:03:44   0.031625     168.0                23.586913192990153       0.0         1.0                    1.0                          0.6126243852780107    0.010999999940395402    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.064474     0.0016408985    12.426823     0.0023567579    11.453         0.033            10.828         0.022            10.852         0.02             10.121         0.047            8.613          0.31             115.04000091552734   166.97000122070312  
  J113446.55+485721.9   11:34:47   +48:57:22   0.03156731   44.617485255         23.009483726623056       0.0         1.0                    1.0                          0.7509999871253967    0.0509257007461         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.993811     0.0019257503    13.285549     0.0027156563    11.943         0.035            11.32          0.023            11.382         0.02             10.848         0.085            8.82           ""               36.619998931884766   42.772              
  J113903.77+262142.2   11:39:04   +26:21:42   0.02232846   41.6009426117        22.672598462825196       0.0         0.0                    0.0                          0.7519999742507935    0.0547256688993         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.606073     0.0018919695    12.7824745    0.0024426596    11.27          ""               10.523         0.024            10.097         0.021            6.036          0.014            2.678          0.018            41.029998779296875   44.37035            
  J114505.01+193622.8   11:45:05   +19:36:23   0.021596     777.0                23.914564575676795       0.0         1.0                    1.0                          0.7758356713601288    0.0030000000260770703   ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    12.45432      0.0015312762    11.747867     0.00195214      11.166         0.037            10.254         0.022            10.207         0.021            8.849          0.027            6.934          0.079            441.57000732421875   545.3599853515625   
  J114520.25+642623.4   11:45:20   +64:26:24   0.06157982   73.9447772503        23.828682584160678       0.0         1.0                    1.0                          0.6019999980926514    0.0245235934967         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.653366     0.0029020743    14.886583     0.005565618     13.443         0.058            12.623         0.023            12.626         0.024            11.683         0.139            9.161          ""               43.88999938964844    77.71265            
  J114722.13+350107.5   11:47:22   +35:01:08   0.062894     276.0                24.419768839858147       0.0         1.0                    2.0                          0.5503473118074265    0.006000000052154062    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.581022     0.0021987318    13.820114     0.00369206      12.296         0.036            11.4           0.023            10.99          0.02             8.59           0.022            6.256          0.049            608.8300170898438    615.3499755859375   
  J115531.39+545200.4   11:55:31   +54:52:00   0.04961278   51.4631681144        23.47584290223147        0.0         0.0                    1.0                          0.5920000076293945    0.0347101447584         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.835532     0.0024443252    14.031252     0.004028607     12.772         0.059            11.972         0.023            12.001         0.023            11.327         0.115            8.878          0.353            30.139999389648438   31.76346            
  J115742.64+330810.4   11:57:43   +33:08:10   0.08033068   39.0979386866        23.794278237118032       0.0         0.0                    2.0                          0.5680000185966492    0.0439025378037         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.07769      0.0034353135    15.285186     0.005994354     13.58          0.059            12.637         0.024            12.167         0.024            10.079         0.049            8.051          0.191            30.110000610351562   31.22929            
  J115954.66+302727.0   11:59:55   +30:27:27   0.106442     23.4419219196        23.83177744643417        0.0         0.0                    2.0                          0.8460000157356262    0.110269531632          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.330803     0.004011651     15.534758     0.008683371     13.921         0.06             13.17          0.025            12.886         0.029            10.976         0.099            8.821          0.327            39.560001373291016   39.50968            
  J120231.12+163741.8   12:02:31   +16:37:42   0.119532     81.5999984741211     24.481859700261182       1.0         0.0                    2.0                          1.139891892           0.04281125400508198     0.041999999433755875    7.26546891029    174.97999572753906   37.7400016784668     301.4700012207031    50.029998779296875   -148.3000030517578    31.290000915527344    -182.6999969482422    16.195358     0.005441121     15.218146     0.011578623     14.137         0.076            13.367         0.027            13.194         0.033            10.761         0.092            8.539          ""               75.37000274658203    75.87000274658203   
  J120255.33+261518.7   12:02:55   +26:15:19   0.1935767    36.3867729902        24.5896444589185         0.0         0.0                    0.0                          0.5070000290870667    0.0420948568837         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    20.59417      0.042316638     19.581116     0.096407846     15.184         0.118            12.908         0.026            11.622         0.022            8.76           0.023            6.088          0.043            43.0099983215332     44.2472             
  J120303.50+603119.1   12:03:03   +60:31:20   0.065297     153.0                24.197508720782245       0.0         0.0                    0.0                          0.608342649297802     0.01200000010430813     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.237175     0.002602336     14.531102     0.003996762     12.597         0.04             11.103         0.022            10.433         0.02             8.17           0.019            6.226          0.049            165.36000061035156   171.3300018310547   
  J120320.81+131934.3   12:03:21   +13:19:31   0.05837052   107.174955308        23.94139202459713        0.0         0.0                    1.0                          0.703000009059906     0.0197429263593         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.87226      0.0031708016    15.1405       0.0057021216    13.625         0.061            12.856         0.024            12.83          0.028            11.606         0.191            8.971          0.457            105.45999908447266   110.2814            
  J120551.46+203119.0   12:05:51   +20:31:19   0.023789     80.0                 23.01242242296907        1.0         0.0                    2.0                          0.675318919           0.025650642303384596    0.03400000184774399     3.22675006326    90.26000213623047    8.699999809265137    122.30000305175781   9.8100004196167      17.709999084472656    3.450000047683716     25.270000457763672    13.6936       0.0018766674    12.95866      0.002753372     12.17          0.043            11.287         0.021            11.333         0.021            9.485          0.033            7.675          0.136            98.12000274658203    102.66000366210938  
  J120805.55+251414.2   12:08:06   +25:14:14   0.0225275    50.6576858461        22.765955208836754       0.0         0.0                    1.0                          0.6119999885559082    0.0364639747936         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.0078535    0.0016367312    12.307436     0.0023597905    11.665         0.048            10.681         0.023            10.736         0.021            9.893          0.043            9.025          0.461            49.939998626708984   53.37721            
  J120855.60+464113.8   12:08:56   +46:41:14   0.100955     68.37999725341797    24.247698792796065       1.0         1.0                    2.0                          0.7634918919999999    0.03407013354423898     0.052000001072883606    2.48102131716    32.09000015258789    0.8100000023841858   68.98999786376953    1.4900000095367432   33.84000015258789     1.100000023841858     80.30000305175781     16.15904      0.003387801     15.424964     0.0059188376    13.55          0.05             12.973         0.025            12.701         0.025            10.874         0.083            8.978          0.375            63.529998779296875   63.7599983215332    
  J121030.47+310518.6   12:10:30   +31:05:19   0.05771094   26.6161896288        23.326127213064503       0.0         0.0                    1.0                          0.37400001287460327   0.0424537694808         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.101833     0.0032983443    15.342476     0.00580335      13.636         0.054            13.056         0.025            12.966         0.028            11.692         0.193            8.545          ""               31.530000686645508   31.62072            
  J121329.27+504429.3   12:13:29   +50:44:30   0.030757     110.0                23.378234690313715       0.0         0.0                    1.0                          0.690090029117311     0.01899999938905243     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    12.600482     0.0015629483    11.8467245    0.0019944543    11.685         0.066            10.42          0.022            10.425         0.02             9.225          0.027            7.103          0.068            99.6500015258789     102.7300033569336   
  J121856.15+122643.0   12:18:56   +12:26:43   0.09317067   45.7336865366        23.99859190244591        0.0         0.0                    1.0                          0.5260000228881836    0.0347040635928         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.293682     0.002895901     14.51532      0.00509822      13.372         0.06             12.593         0.03             12.458         0.027            11.42          0.168            8.313          ""               35.40999984741211    39.09602            
  J122121.94+301037.2   12:21:22   +30:10:37   0.183599     60.0                 24.75577511622184        0.0         0.0                    0.0                          0.8609208459759543    0.043999999761581414    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.992583     0.004250923     15.674046     0.0065416866    13.829         0.05             12.24          0.023            11.565         0.022            9.507          0.033            7.607          0.126            60.66999816894531    63.029998779296875  
  J122513.09+321401.6   12:25:13   +32:14:02   0.05922794   50.8416257799        23.630767413036757       1.0         0.0                    1.0                          0.4429999887943268    0.0262545472132         0.149322                10.4857072638    54.5148036152        11.07949907          125.896318642        13.91568189355       168.952505361         10.0                  150.432441356         13.884402     0.002129124     13.061632     0.00390775      13.307         0.113            11.865         0.024            11.902         0.024            10.428         0.059            8.207          0.195            43.79999923706055    45.99252            
  J122519.14+162104.6   12:25:19   +16:21:05   0.1970385    28.3321663737        24.498186361883          0.0         0.0                    1.0                          0.9739999771118164    0.10494812448           ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.220518     0.0061084614    16.375845     0.012520187     14.415         0.083            13.878         0.028            13.583         0.036            12.747         0.487            9.159          ""               46.79999923706055    48.06677            
  J122622.51+640622.0   12:26:22   +64:06:22   0.1102391    47.1038743854        24.167453483284245       0.0         1.0                    1.0                          1.059999942779541     0.0682815703387         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.52606      0.0030515017    14.732966     0.0055333152    13.573         0.072            12.691         0.023            12.502         0.024            11.463         0.116            8.942          0.343            37.279998779296875   49.51203            
  J122823.09+162612.7   12:28:23   +16:26:13   0.229959     116.91999816894531   25.2643527823173         0.0         1.0                    2.0                          0.8861567869008998    0.023000000044703504    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.62739      0.008576806     16.741144     0.017990394     14.657         0.078            14.279         0.033            13.914         0.042            12.147         ""               8.593          ""               90.22000122070312    105.58000183105469  
  J123011.85+470022.7   12:30:12   +47:00:23   0.039099     93.76000213623047    23.523197086415028       0.0         0.0                    1.0                          0.5882076600384584    0.01899999938905243     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.3069515    0.0017510628    12.589121     0.0026160416    12.401         0.049            11.366         0.023            11.448         0.02             10.506         0.062            8.382          0.241            85.23999786376953    87.47000122070312   
  J123200.55+331747.6   12:32:01   +33:17:48   0.078819     93.83000183105469    24.15701716594271        1.0         1.0                    0.0                          0.561064865           0.01810161776645511     0.03400000184774399     3.760826167      145.75               7.25                 174.74000549316406   9.479999542236328    -49.83000183105469    4.28000020980835      -81.38999938964844    18.312801     0.009430585     17.99674      0.031047659     13.894         0.05             15.116         0.039            14.45          0.056            11.539         0.153            8.969          ""               60.349998474121094   101.47000122070312  
  J123349.26+502622.7   12:33:49   +50:26:23   0.206843     135.0                25.223340358386583       0.0         1.0                    0.0                          0.6699627029993748    0.014999999664723825    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.528728     0.005779678     16.818634     0.012095079     14.602         0.112            13.711         0.026            13.02          0.027            10.771         0.073            8.127          0.194            67.41999816894531    243.24000549316406  
  J123905.13+174457.5   12:39:05   +17:44:58   0.06543157   66.40227139          23.836867364732477       2.0         1.0                    1.0                          0.7120000123977661    0.0323412759227         0.0477217               2.71651424027    78.4948853598        14.2411345           103.58550533         15.7280603655        40.053094             7.71754029513         58.8854914662         14.539154     0.0022835012    13.826176     0.0043512112    12.816         0.049            11.915         0.022            11.907         0.022            11.068         0.109            8.713          ""               35.09000015258789    70.8951             
  J124135.95+162033.6   12:41:36   +16:20:34   0.07021112   40.2148701251        23.683178025947516       0.0         1.0                    1.0                          0.8379999995231628    0.0631747187352         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.038588     0.0026321735    14.257898     0.0043272213    12.788         0.055            11.968         0.021            11.96          0.021            10.967         0.086            9.187          ""               43.45000076293945    46.91997            
  J124351.24+185025.9   12:43:51   +18:50:21   0.2279743    30.1919970661        24.667861702222357       0.0         1.0                    1.0                          0.6299999952316284    0.0632617137217         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.082119     0.0062997974    16.183115     0.012679177     14.359         0.09             13.65          0.026            13.341         0.031            12.755         0.446            8.741          ""               31.06999969482422    32.97533            
  J124428.54+331546.2   12:44:29   +33:15:46   0.08429627   71.4814588428        24.100390209980578       0.0         1.0                    1.0                          0.6620000004768372    0.0279128815133         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.304165     0.0036602123    15.588845     0.00785531      13.929         0.052            13.321         0.024            13.141         0.03             11.602         0.158            8.997          ""               30.030000686645508   81.51864            
