# J2000                 RA         Dec         z            S_cont[mJy]          Radio_Power[log(W/Hz)]   Detection   Compact_0_Extended_1   WISE_type_[0_12_1_dp_2_46]   RMS_[mJy]             3*RMS_[tau]             tau_[-]                 tau_dv[kms]      w50_[km/s]           dw50_[km/s]          w20_[km/s]           dw20_[km/s]          cen_[km/s]            dcen_[km/s]           peak_pos_[km/s]       Rmag_[SDSS]   e_Rmag_[SDSS]   Zmag_[SDSS]   e_Zmag_[SDSS]   Kmag_[2MASS]   e_Kmag_[2MASS]   W1mag_[WISE]   e_W1mag_[WISE]   W2mag_[WISE]   e_W2mag_[WISE]   W3mag_[WISE]   e_W3mag_[WISE]   W4mag_[WISE]   e_W4mag_[WISE]   FIRST_peak[mJy]      FIRST_integr[mJy]   
  J152349.34+321350.2   15:23:49   +32:13:50   0.10999      182.0                24.7523597667174         0.0         0.0                    2.0                          0.9629426286850974    0.0160000007599592      ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.020494     0.0047998833    16.32982      0.010287691     14.723         0.107            14.102         0.025            13.894         0.034            12.173         0.187            9.124          0.336            168.38999938964844   169.2899932861328   
  J152446.01+230723.5   15:24:46   +23:07:23   0.215682     40.7551005483        24.74397707737338        1.0         0.0                    2.0                          0.6489999890327454    0.0481576277044         0.0375072               9.46560846901    290.220873703        26.31588206          376.952908784        29.549873486         125.04974             16.0                  246.944720909         17.510555     0.005972284     16.72029      0.012985252     14.397         0.072            13.978         0.026            13.627         0.031            10.995         0.069            9.719          0.532            30.780000686645508   31.60672            
  J152500.83+332359.8   15:25:01   +33:24:00   0.081559     58.72999954223633    23.98484381277437        0.0         1.0                    1.0                          0.6165361688419131    0.03200000151991845     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.167618     0.0025571682    14.398356     0.004448443     13.217         0.039            12.411         0.023            12.301         0.022            10.927         0.067            9.106          ""               53.43000030517578    64.69999694824219   
  J152650.94+101320.8   15:26:51   +10:13:21   0.2243406    45.1452732086        24.82687278403227        0.0         1.0                    1.0                          0.8960000276565552    0.0601399106654         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.889034     0.00614236      16.011263     0.013516999     14.297         0.105            13.396         0.025            13.164         0.028            12.198         ""               9.056          ""               31.239999771118164   39.65736            
  J152922.49+362142.2   15:29:22   +36:21:42   0.098934     37.79999923706055    23.971514941713984       1.0         0.0                    2.0                          0.7870648650000001    0.06450168633541271     0.07500000298023224     18.3512817883    231.5399932861328    31.6299991607666     360.19000244140625   38.040000915527344   -29.270000457763672   17.780000686645508    -19.079999923706055   15.579261     0.003067281     14.778401     0.005875843     13.545         0.055            14.493         0.074            14.297         0.078            12.08          0.214            8.671          0.402            53.060001373291016   52.790000915527344  
  J153058.19+573625.2   15:30:58   +57:36:25   0.173273     37.7641096711        24.498989018508343       0.0         1.0                    0.0                          1.7799999713897705    0.144845186992          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    19.389404     0.014550415     18.928242     0.040399663     14.72          0.111            14.643         0.029            13.787         0.031            11.737         0.111            9.131          0.298            34.22999954223633    38.38031            
  J153202.23+301628.9   15:32:02   +30:16:29   0.065335     32.939998626708984   23.531068473030103       0.0         0.0                    2.0                          0.6807051080817059    0.06400000303983684     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.43491      0.0028433998    14.726363     0.0046361447    13.325         0.056            12.447         0.025            12.193         0.023            10.319         0.042            8.168          0.148            58.90999984741211    61.18000030517578   
  J153437.61+251311.4   15:34:38   +25:13:11   0.03394746   43.3865189552        23.06212027196592        1.0         0.0                    2.0                          0.8830000162124634    0.0616856947569         0.13168                 10.9160515144    40.8843663652        6.263604819          141.078573292        8.1089787341         -85.8342280507        6.99835698657         -85.8342280507        15.100189     0.0026386953    14.155178     0.0045525273    12.77          0.051            12.167         0.023            12.115         0.022            10.221         0.039            7.888          0.116            44.58000183105469    45.5957             
  J153452.95+290919.8   15:34:53   +29:09:20   0.2009522    48.5717765987        24.75139806861947        1.0         0.0                    2.0                          0.5720000267028809    0.0355388312798         0.0274758               6.76609815298    233.698539933        31.867571            320.135698003        35.971086774         26.610297             27.0413860708         2.9365109259          17.777334     0.008086855     16.813026     0.01944393      14.748         0.151            14.222         0.026            13.975         0.034            12.185         0.182            9.204          ""               44.52000045776367    44.41943            
  J153535.08+134752.7   15:35:35   +13:47:53   0.05240808   25.4676025361        23.219733461875848       0.0         0.0                    2.0                          0.8560000061988831    0.102567528217          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.127052     0.0025889997    14.369627     0.0045394776    12.779         0.04             12.016         0.023            11.724         0.021            9.232          0.027            6.868          0.056            31.5                 33.52608            
  J153901.66+353046.0   15:39:02   +35:30:46   0.077837     90.91000366210938    24.13176342774317        0.0         0.0                    2.0                          0.5703280643112719    0.01899999938905243     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.121977     0.0035252876    15.303364     0.0068241083    13.624         0.05             12.991         0.024            12.855         0.025            11.239         0.077            8.561          0.186            87.86000061035156    89.1500015258789    
  J153935.60+553015.9   15:39:36   +55:30:16   0.0516901    24.1775624454        23.184711726527517       0.0         0.0                    1.0                          0.5830000042915344    0.0732262523012         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.347549     0.002868757     14.632645     0.0053468742    13.454         0.058            12.785         0.023            12.782         0.022            11.979         0.13             9.42           ""               30.010000228881836   31.49235            
  J154144.30+472754.8   15:41:44   +47:27:55   0.1103579    82.9165503383        24.41404214760195        0.0         1.0                    1.0                          0.9459999799728394    0.0344239316191         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.805279     0.0049757217    15.98205      0.010565273     14.276         0.071            13.62          0.027            13.435         0.031            12.626         0.249            9.027          ""               34.650001525878906   83.39168            
  J154146.55+455614.3   15:41:47   +45:56:14   0.2023049    44.0601631999        24.71554760669338        0.0         0.0                    2.0                          0.9160000085830688    0.0630267140949         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.134054     0.005932535     16.312628     0.0123265665    14.198         0.067            13.835         0.024            13.432         0.026            10.235         0.03             8.236          0.105            34.470001220703125   35.68884            
  J154818.27+573549.3   15:48:18   +57:35:49   0.07422719   32.1514196694        23.636804322706116       0.0         0.0                    2.0                          0.5519999861717224    0.0519535555695         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.975077     0.0025660966    14.164879     0.005077059     13.007         0.052            12.153         0.023            12.055         0.022            9.241          0.022            7.857          0.106            36.459999084472656   37.44676            
  J154912.33+304716.4   15:49:12   +30:47:16   0.111582     914.0                25.466637095292647       0.0         1.0                    2.0                          1.2162326375164303    0.004000000189989837    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.096695     0.0051950514    16.271837     0.009793528     14.447         0.081            13.802         0.025            13.569         0.031            11.818         0.148            9.441          0.495            574.6199951171875    877.0399780273438   
  J155343.59+234825.4   15:53:44   +23:48:25   0.117606     168.0399932861328    24.780320261155254       0.0         1.0                    0.0                          1.8724414787981403    0.03400000184774403     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.326281     0.0028045818    14.573092     0.004953347     13.224         0.051            11.764         0.022            10.862         0.02             8.286          0.018            6.294          0.043            54.290000915527344   64.94999694824219   
  J155424.12+201125.4   15:54:24   +20:11:25   0.222265     53.5176172853        24.89169040516967        0.0         1.0                    2.0                          0.7450000047683716    0.0420553517488         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.154404     0.0051161367    16.384096     0.010759137     14.077         0.075            13.249         0.024            12.767         0.026            11.027         0.104            9.02           0.42             44.90999984741211    60.85878            
  J155603.91+242652.8   15:56:04   +24:26:53   0.042538     92.12999725341797    23.590861003560367       0.0         1.0                    1.0                          0.6381855705322946    0.020999999716877892    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.968846     0.0019487499    13.186847     0.0031597635    12.338         0.046            11.554         0.023            11.582         0.022            10.568         0.064            8.926          ""               58.47999954223633    88.54000091552734   
  J155611.61+281133.3   15:56:12   +28:11:33   0.207927     84.13999938964844    25.023088068312823       0.0         1.0                    1.0                          0.6651067945440582    0.02400000020861629     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.331505     0.00616745      16.450861     0.01360499      14.682         0.139            13.674         0.024            13.275         0.026            11.678         0.116            9.37           0.418            54.41999816894531    81.80000305175781   
  J155645.91+334248.9   15:56:46   +33:42:49   0.2068812    75.2188637853        24.969512715285983       0.0         1.0                    1.0                          0.9639999866485596    0.0386962999322         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.283968     0.006263373     16.356174     0.014025131     14.565         0.098            13.933         0.025            13.593         0.029            12.749         ""               9.627          ""               37.91999816894531    73.76633            
  J155902.70+230830.4   15:59:03   +23:08:29   0.1931843    43.3090999722        24.663313543423868       1.0         0.0                    0.0                          0.7350000143051147    0.051350062327          0.0449287               17.7151969419    441.279813112        22.8168147           520.067540552        25.7697434021        96.758026             18.4020262775         -20.5279554266        17.089518     0.007484034     16.00637      0.012389073     13.923         0.072            12.83          0.024            12.181         0.025            9.668          0.033            7.013          0.071            43.66999816894531    44.94731            
  J155953.90+423339.9   15:59:54   +42:33:40   0.2168854    44.1996902227        24.784660061630937       0.0         0.0                    1.0                          0.5740000009536743    0.039214735205          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.61401      0.009161214     16.768936     0.02492742      14.928         0.122            14.482         0.027            14.17          0.034            12.937         ""               9.712          ""               38.59000015258789    39.64685            
  J155953.98+444232.4   15:59:54   +44:42:32   0.04173      57.81999969482422    23.371427089323248       0.0         0.0                    1.0                          0.681499377859482     0.03599999845027921     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.42894      0.0021708964    13.689868     0.0038405939    12.739         0.052            11.913         0.02             11.966         0.021            10.633         0.046            8.829          ""               56.20000076293945    58.810001373291016  
  J160246.39+524358.3   16:02:46   +52:43:59   0.105689     577.0                25.216369357391265       1.0         0.0                    2.0                          0.666681081           0.003472300915969379    0.014999999664723873    4.58044581774    463.6000061035156    29.760000228881836   673.6400146484375    21.600000381469727   -255.50999450683594   11.760000228881836    -25.809999465942383   15.695717     0.0031442675    14.865925     0.0062141153    13.281         0.048            12.497         0.023            12.344         0.021            9.508          0.023            7.688          0.067            557.469970703125     575.7000122070312   
  J160332.08+171155.3   16:03:32   +17:11:55   0.03402      278.0                23.87071522162212        1.0         1.0                    1.0                          0.7546648650000001    0.008177207869380736    0.06599999964237213     3.50062368264    46.97999954223633    2.5899999141693115   71.69999694824219    2.8499999046325684   -15.75                1.25                  4.480000019073486     13.431592     0.0017626276    12.715588     0.0025483102    11.697         0.036            10.939         0.024            10.966         0.022            10.372         0.063            8.476          ""               128.25999450683594   294.6000061035156   
  J160338.06+155402.5   16:03:38   +15:54:03   0.109761     100.0                24.490346272589132       1.0         0.0                    2.0                          1.012939              0.030859462833926803    0.125                   5.11328006601    357.79998779296875   33.709999084472656   499.8999938964844    7.260000228881836    -35.77000045776367    3.2799999713897705    -149.30999755859375   15.233935     0.0035376986    14.483366     0.007803623     14.398         0.131            13.087         0.025            12.757         0.027            10.435         0.066            7.795          0.19             85.12000274658203    93.76000213623047   
  J160426.51+174431.1   16:04:27   +17:44:31   0.040894     72.95999908447266    23.454395478512303       0.0         2.0                    2.0                          0.9536008069581969    0.03999999910593031     ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.102827     0.0019991626    13.296579     0.0032231011    12.301         0.045            11.362         0.023            11.323         0.022            9.395          0.033            7.243          0.092            69.41999816894531    71.83999633789062   
  J160616.03+181459.8   16:06:16   +18:15:00   0.0369       225.0                23.85148670926116        0.0         1.0                    1.0                          0.7462624522153932    0.009999999776482594    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.495764     0.0017687742    12.736186     0.0025136878    12.196         0.077            10.97          0.024            10.938         0.022            9.849          0.044            8.272          0.239            227.22999572753906   244.00999450683594  
  J160821.14+282843.2   16:08:21   +28:28:43   0.050182     113.0                23.82769388975595        0.0         1.0                    1.0                          0.597870972755033     0.0160000007599592      ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.442626     0.002174405     13.675303     0.0036272581    12.837         0.055            11.813         0.022            11.818         0.022            10.707         0.072            8.834          0.326            73.9000015258789     78.16000366210938   
  J160907.18+131908.2   16:09:07   +13:19:08   0.1835673    75.7457092404        24.856815950659996       0.0         0.0                    1.0                          0.8880000114440918    0.0353780930053         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.235815     0.00599707      16.39312      0.013606648     14.521         0.086            13.945         0.029            13.689         0.039            12.112         ""               9.243          ""               80.4000015258789     81.60374            
  J160952.60+133148.0   16:09:53   +13:31:48   0.03572833   33.83686997          22.999826920997016       1.0         0.0                    0.0                          1.3600000143051147    0.123068678258          0.159571                22.3300606183    281.433686907        26.20357985          308.178743026        28.992832506         37.5931462679         30.1514253061         -103.877951242        15.162533     0.0030596957    14.22572      0.0047357995    12.524         ""               11.605         0.023            10.784         0.022            7.274          0.016            4.601          0.02             32.380001068115234   35.48396            
  J161114.11+265524.2   16:11:14   +26:55:24   0.03192675   69.4900378585        23.211981161568655       0.0         1.0                    1.0                          0.8870000243186951    0.0385397541844         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    13.299957     0.0016902764    12.57486      0.0022284656    11.679         0.038            11.049         0.025            11.126         0.025            10.327         0.064            8.163          ""               35.81999969482422    44.60129            
  J161217.62+282546.4   16:12:18   +28:25:46   0.053138     78.47000122070312    23.720938245413056       1.0         0.0                    1.0                          0.8607243243333333    0.03346009579695556     0.061000000685453415    5.00280070785    77.16000366210938    11.1899995803833     114.95999908447266   12.199999809265137   -20.639999389648438   4.550000190734863     1.8600000143051147    14.284739     0.002099955     13.47634      0.0034361964    12.864         0.059            11.765         0.023            11.803         0.022            10.635         0.069            8.404          0.256            79.51000213623047    80.9000015258789    
  J161419.62+502756.2   16:14:20   +50:27:56   0.060258     80.55999755859375    23.846312831509017       0.0         1.0                    1.0                          0.6630111519963181    0.025000000372529082    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.457686     0.0022316452    13.707018     0.003535048     12.709         0.042            11.94          0.023            11.877         0.021            10.469         0.037            8.515          0.159            78.83999633789062    81.4000015258789    
  J161541.21+471111.7   16:15:41   +47:11:12   0.198625     134.5500030517578    25.18259086798454        0.0         1.0                    0.0                          1.0197776278576856    0.023000000044703504    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.242443     0.005010484     16.54444      0.009063255     13.997         0.072            13.041         0.023            12.296         0.021            10.013         0.028            7.737          0.089            93.41000366210938    98.08000183105469   
  J161740.53+350015.1   16:17:41   +35:00:15   0.02981465   141.180470586        23.458957557138064       2.0         1.0                    1.0                          0.8320000171661377    0.0177317987708         0.0376014               1.54833216466    113.764458313        16.40681771          134.274969348        17.3663071933        -189.92302059         9.47690881026         -259.76700046         12.944874     0.001656043     12.23309      0.0023815325    12.29          0.051            11.077         0.022            11.145         0.021            10.152         0.045            8.52           0.253            47.400001525878906   54.50748            
  J162318.73+370547.5   16:23:19   +37:05:47   0.2028729    46.9182170928        24.745556375648018       0.0         1.0                    1.0                          4.989999771118164     0.337340954849          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.02276      0.005284248     16.156574     0.011474616     14.199         0.073            13.604         0.025            13.287         0.03             12.397         ""               8.73           ""               31.479999542236328   39.54404            
  J162424.49+483142.3   16:24:25   +48:31:43   0.057104     67.41999816894531    23.72017754616509        0.0         0.0                    1.0                          0.6641873433904064    0.029999999329447743    ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.47227      0.0021896241    13.740981     0.0037338764    12.731         0.044            11.92          0.022            11.926         0.021            11.242         0.064            9.854          0.531            66.2699966430664     69.01000213623047   
  J162839.03+252755.9   16:28:39   +25:27:56   0.2198894    63.4943246841        24.955461421011858       0.0         1.0                    2.0                          0.7979999780654907    0.0379430952257         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.280418     0.005340182     16.45748      0.011134232     14.229         0.082            13.517         0.027            13.138         0.031            11.417         0.15             8.59           ""               46.099998474121094   51.52944            
  J163124.69+250309.8   16:31:25   +25:03:10   0.06226562   39.3134355545        23.564322087885806       0.0         0.0                    1.0                          0.7559999823570251    0.0582521095944         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    15.073418     0.0025553997    14.28045      0.004507688     13.063         0.053            12.356         0.025            12.359         0.026            11.868         0.221            9.188          ""               37.630001068115234   41.17355            
  J163804.02+264329.1   16:38:04   +26:43:31   0.06520632   40.6395718455        23.6205062254605         1.0         0.0                    1.0                          0.8399999737739563    0.0626583400057         0.119611                13.6014364038    110.777898191        13.8159962           159.240801026        15.0201733879        95.882582             6.73627807595         95.8373943111         16.536674     0.004188946     15.719441     0.0080204755    14.144         0.092            13.304         0.032            13.25          0.037            11.725         0.191            8.661          ""               34.09000015258789    35.9436             
  J163844.80+275439.1   16:38:45   +27:54:39   0.1035078    32.3202908039        23.945337831770214       2.0         1.0                    1.0                          1.1800000190734863    0.11619759504           0.116571                27.4493425941059 164.048693591        15.64239625          280.287437206        17.711061562         -478.501257094        14.0                  -538.552037093        16.52591      0.00401501      15.697976     0.0075759795    14.08          0.077            13.276         0.025            13.139         0.029            12.602         0.393            8.696          ""               39.959999084472656   40.91598            
  J163956.07+112757.4   16:39:56   +11:27:59   0.07917821   159.386947751        24.391310421492108       1.0         0.0                    0.0                          1.659999966621399     0.0314085605144         0.126397                12.5232142974    46.5925296342        6.99275725           68.091007664         7.5765414075         -36.0404075177        1.08671204191         -55.237767513         19.359089     0.013379024     17.802912     0.01919343      14.736         0.099            13.167         0.025            11.947         0.023            9.011          0.026            6.264          0.048            157.42999267578125   163.9403            
  J164331.91+304835.5   16:43:32   +30:48:36   0.1840353    46.6874353588        24.64910550224529        0.0         0.0                    0.0                          1.2999999523162842    0.0847192974278         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.11643      0.0049153157    16.488678     0.009818888     13.954         0.065            12.701         0.023            11.641         0.022            8.534          0.02             5.998          0.041            63.7599983215332     65.47673            
  J164332.24+254206.7   16:43:32   +25:42:07   0.05708649   54.4292591512        23.62694306955807        0.0         1.0                    1.0                          0.8970000147819519    0.0498522430229         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.568103     0.0022173559    13.776659     0.0035516147    12.599         0.047            11.753         0.023            11.79          0.022            11.018         0.094            9.149          0.468            34.130001068115234   39.04601            
  J164419.97+454644.4   16:44:20   +45:46:44   0.2246368    89.3876999617        25.124826558504694       0.0         0.0                    2.0                          0.6069999933242798    0.0204414143722         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.224443     0.0053594983    16.455477     0.011834372     14.262         0.089            13.446         0.025            13.007         0.027            11.312         0.1              9.111          ""               104.52999877929688   115.0552            
  J164516.33+132130.2   16:45:16   +13:21:30   0.1934351    78.1532302499        24.920938600947867       0.0         1.0                    2.0                          1.190000057220459     0.0460308342207         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    18.357885     0.009140452     17.565636     0.023629216     15.06          0.122            14.759         0.035            14.531         0.063            12.168         ""               9.186          ""               39.04999923706055    43.65951            
  J165240.83+231847.3   16:52:41   +23:18:47   0.1622619    53.8044832647        24.589922098679697       0.0         1.0                    1.0                          1.0499999523162842    0.0591241086263         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.60904      0.004224343     15.736691     0.00847529      13.698         0.064            13.128         0.025            12.923         0.03             12.753         ""               9.068          ""               41.779998779296875   51.56857            
  J170528.99+221604.8   17:05:29   +22:16:08   0.04958767   62.6531392336        23.560833659352458       0.0         1.0                    1.0                          0.41200000047683716   0.0197928119461         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    14.0627775    0.002011292     13.275006     0.0030643782    12.465         ""               11.38          0.023            11.385         0.023            10.367         0.055            8.585          0.258            59.9900016784668     62.36992            
  J170727.45+260957.9   17:07:27   +26:09:58   0.1124715    42.7364297211        24.143903389827077       0.0         0.0                    1.0                          0.6200000047683716    0.0438413770464         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.606022     0.0046945973    15.759677     0.009885669     13.867         0.057            13.383         0.025            13.246         0.031            11.964         0.201            8.924          ""               40.93000030517578    41.99651            
  J170735.95+353949.6   17:07:36   +35:39:50   0.1639994    103.911109269        24.88591275507318        0.0         1.0                    1.0                          0.9539999961853027    0.0276699853592         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.273813     0.005658857     16.482265     0.013093253     14.542         0.078            13.976         0.027            13.754         0.034            12.61          ""               8.915          ""               54.7599983215332     99.94629            
  J170815.25+211117.7   17:08:15   +21:11:18   0.2241236    34.3559123576        24.707317278413065       1.0         0.0                    2.0                          0.9739999771118164    0.0862797533391         0.156931                28.3755366859    211.142893093        17.49119435          284.888087462        20.9921954439        3.22646               13.0                  3.2310512282          17.58871      0.009406664     16.420662     0.016597854     13.812         ""               13.358         0.025            13.069         0.028            11.33          0.118            8.864          0.339            32.79999923706055    33.76737            
  J171056.30+394131.2   17:10:56   +39:41:31   0.06221311   77.5743126869        23.858736523560584       0.0         1.0                    1.0                          0.6000000238418579    0.0232937567572         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    16.116846     0.0034207187    15.267846     0.005472628     12.85          0.048            11.916         0.023            11.967         0.021            11.31          0.1              8.904          0.304            39.119998931884766   46.98023            
  J171522.97+572440.3   17:15:23   +57:24:40   0.02730262   45.8442643285        22.892387806679015       0.0         0.0                    1.0                          0.7009999752044678    0.0462270300516         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    12.506726     0.0015424748    11.731419     0.002033822     11.481         0.043            10.345         0.023            10.362         0.021            9.77           0.031            8.573          0.21             48.040000915527344   49.3468             
  J171523.73+302824.1   17:15:24   +30:28:24   0.1110589    30.6556317955        23.98781630276834        0.0         0.0                    1.0                          0.8519999980926514    0.0845583973572         ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    18.13234      0.0074930782    18.174376     0.03186709      12.361         ""               10.22          0.024            10.284         0.022            10.194         0.045            8.839          0.295            34.66999816894531    35.42545            
  J172223.65+320128.2   17:22:24   +32:01:28   0.2269923    68.3789029717        25.01866686096185        0.0         1.0                    1.0                          1.0800000429153442    0.047761215052          ""                      ""               ""                   ""                   ""                   ""                   ""                    ""                    ""                    17.06819      0.0061965175    16.168705     0.012818547     14.409         0.087            13.595         0.025            13.319         0.029            12.34          0.231            9.674          ""               30.65999984741211    65.52               
