# Name_paper_1_2   Name      J2000                 Detection   Compact_0_Extended_1   RA         Dec         Ra_degrees           Dec_degrees          z            D_L                  S_cont               Radio_Power          FIRST_peak[mJy]      FIRST_integr[mJy]    FIRST_Ratio           NVSS_major_[degrees]   NVSS_minor_[degrees]   NVSS_minor_[arcsec]   NVSS_major_[arcsec]   NVSS_ratio           NVSS_beam_limit_[kpc]   WSRT_beam_limit_[kpc]   FIRST_beam_limit_[kpc]   FIRST_major_dc_[arcsec]   FIRST_minor_dc_[arcsec]   FIRST_major_dc_[kpc]   R_FIRST-R_g              FIRST_minor_dc_[kpc]   FIRST_pa_[degrees]   W1-W2           W2-W3        W3-W4        eW1-W2                 eW2-W3                 eW3-W4                 W1mag    W2mag    W3mag    W4mag   W4_flux                 W4_lum                  W4_nuLum             absW1mag              absW2mag              absW3mag              absW4mag              e_W1mag   e_W2mag   e_W3mag   e_W4mag   WISE_type   Kmag_[2MASS]   absKmag               e_Kmag_[2MASS]   errHalfMaj   errHalfMin   errPosAng   SpObjID               spType              spCl     subClass                deVAB_u    deVAB_g    deVAB_r    deVAB_i    deVAB_z    deVABErr_u    deVABErr_g    deVABErr_r    deVABErr_i    deVABErr_z    i_u_[degrees]         i_g_[degrees]        i_r_[degrees]        i_i_[degrees]        i_z_[degrees]         deVPhi_u_[degrees]   deVPhi_g_[degrees]   deVPhi_r_[degrees]   deVPhi_i_[degrees]   deVPhi_z_[degrees]   PA_u-PA_FIRST         PA_g-PA_FIRST         cos_PA_diff             PA_r-PA_FIRST         PA_i-PA_FIRST         PA_z-PA_FIRST         deVRad_u_[arcsec]   deVRad_g_[arcsec]   deVRad_r_[arcsec]   deVRad_i_[arcsec]   deVRad_z_[arcsec]   deVRad_u_[kpc]         deVRad_g_[kpc]          deVRad_r_[kpc]        deVRad_i_[kpc]          deVRad_z_[kpc]         deVRadErr_u_[arcsec]   deVRadErr_g_[arcsec]   deVRadErr_r_[arcsec]   deVRadErr_i_[arcsec]   deVRadErr_z_[arcsec]   RMS_[mJy]             3*RMS_[mJy]          3*RMS_[tau]             tau_[-]                 tau_dv[kms]      NHI                  w50_[km/s]           dw50_[km/s]          w20_[km/s]           dw20_[km/s]          cen_[km/s]            dcen_[km/s]           peak_pos_[km/s]       NVSS[best_Jy]   radclas[best]   FIRST[[best_Jy]   off_First[best]   rad_agn[best]   main_samp[best]   lerg[best]   herg[best]   g-r                   u-r                  g            i            r            abs_R                 u            z_old        e_g-r                   err_u-r               err_g          err_i          err_r          err_u          err_z          lgm_tot_p50   lgm_fib_p50   sfr_tot_p50    sfr_fib_p50    specsfr_tot_p50   specsfr_fib_p50   lgLOIII              lgRadio             
  44               43.0      J090734.91+325722.9   1.0         1.0                    09:07:35   +32:57:23   136.89583333333331   32.95638888888889    0.04906128   217.8660713069308    44.5280075073        23.402923420288445   37.279998779296875   42.93795             0.868229591289218     0.0128055555556        0.0125833333333        45.29999999988        46.10000000016        1.0176600441563382   44.24494692734177       28.792807110968468      5.182705279974324        2.78                      1.2                       2.668133431490784      -25.808487387709054      1.1517123302036734     21.700001            0.51399994      3.927        1.974        0.029698484201967048   0.025806974812604907   0.031764760342438754   11.455   10.941   7.014    5.04    0.07984263529322988     4.5344542132365526E30   43.790923043062094   -25.23594808637155    -25.749948025336394   -29.67694807111276    -31.650948048224578   0.021     0.021     0.015     0.028     0.0         12.862         -23.82894754468454    0.059            0.045        0.034        0.0         1432176067732334592   GALAXY              GALAXY   STARFORMING             0.501882   0.386092   0.38634    0.391566   0.361259   0.039576      0.00444675    0.004129844   0.003999197   0.006655943   59.87540957521901     67.28845029878951    67.27304567558335    66.94802435666547    59.87540957521901     21.862484            21.560312            21.766102            21.181585            21.449814            0.16248299999999816   0.13968900000000062   0.9902593462332515      0.06610099999999974   0.518416000000002     0.2501870000000004    29.667139           29.670557           24.258469           23.816904           21.480478           28.473340358709663     28.476620819199837      23.28231395748027     22.858517428415116      20.616108656846727     2.894367               0.339438               0.218521               0.237588               0.411447               0.9340000152587891    2.802000045776367    0.0635960248951         0.420629                27.8366534867    21.84434282593091    91.279284339         37.52073878          129.809504349        40.9305506063        2.19371565905         4.26058138704         2.19371565905         0.0469          1               0.0429            1.11              1               1                 1            0            0.8384459999999994    2.5757579999999987   15.780583    14.442369    14.942137    -21.748811010077603   17.517895    14.117592    0.004478538751906244    0.2063682196333846    0.0033842628   0.0027842338   0.0029332703   0.021289619    0.004905882    11.043279     10.067048     0.23448811     -1.0158262     -10.860947        -11.135198        39.29656386296078    39.549051455968446  
  45               6000.0    J090937.44+192808.2   1.0         0.0                    09:09:37   +19:28:08   137.40416666666667   19.468888888888888   0.027843     121.69685628669369   63.33000183105469    23.050079173704113   64.02999877929688    68.62999725341797    0.9329739376626305    0.01280038             0.012727109            45.8175924            46.081368             1.0057570812035945   25.735109748908616      16.75413135450446       3.015743643810803        1.6                       1.28                      0.8935536855552251     -3.7033990808680057      0.7148429218142054     84.400002            0.23499966      2.7299995    2.0490003    0.030413811699156287   0.028319603401383044   0.047010637777252125   11.072   10.837   8.107    6.058   0.03126329959939969     5.539932658722207E29    42.87790250775055    -24.354397247818042   -24.58939690449529    -27.319396446731616   -29.368396709945728   0.022     0.021     0.019     0.043     2.0         12.115         -23.3113970265656     0.059            0.0020       0.0020       90.0        2572855346926217216   GALAXY              GALAXY   AGN_BROADLINE           0.769825   0.828047   0.824432   0.826705   0.83076    0.023572      0.004562201   0.003973829   0.003930027   0.00675345    39.66182339324288     34.101362738194055   34.46905297157645    34.23826523786285    39.66182339324288     -2.56049             -0.569607            -3.342764            -2.100416            -4.017455            86.960492             84.969609             0.9892723773856135      87.742766             86.500418             88.417457             12.847807           8.231318            7.128728            6.831279            5.57865             7.175128203177395      4.596952766423231       3.981188176751129     3.8150715228422625      3.1155144960268766     0.426487               0.046278               0.040694               0.035266               0.052228               0.6832810810000001    2.049843243          0.032903066087088456    0.11900000274181366     14.8225506293    21.41090977938165    118.93000030517578   5.679999828338623    181.97999572753906   6.25                 -38.790000915527344   2.5199999809265137    -33.689998626708984   0.0691          1               0.0686            0.14              1               0                 1            0            0.8924430000000001    2.6523790000000016   14.668441    13.329431    13.775998    -21.650398797683764   16.428377    12.973104    0.0027791045957141105   0.13707274321160845   0.0020701427   0.0018348633   0.001854166    0.0093927495   0.002707682    10.961108     10.212642     -0.28634718    -1.2912761     -11.299722        -11.542423        39.781153677456054   39.19620720938411   
  46               44.0      J091039.92+184147.7   0.0         1.0                    09:10:40   +18:41:48   137.66666666666666   18.69666666666667    0.02837947   124.09095100558795   48.0861999094        22.947411637468434   40.130001068115234   47.35501             0.8474288373736006    0.0128611111111        0.0125555555556        45.200000000159996    46.29999999996        1.0243362831813299   26.338387002172873      17.065909504662393      3.071863710839231        2.74                      1.77                      1.5586864068509385     -4.085773850223073       1.0068886499248682     9.5                  -0.044000626    0.9920006    1.8140001    0.030413811699156287   0.06484597228160312    ""                     11.068   11.112   10.12    8.306   0.003943074160572287    7.264841192012762E28    41.9956241472523     -24.40070072477676    -24.35670009916641    -25.348700679000395   -27.1627008087001     0.021     0.022     0.061     ""        1.0         12.518         -22.950700915511625   0.066            0.0030       0.0030       90.0        2573842708367960064   GALAXY              GALAXY   BROADLINE               0.943774   0.926286   0.927691   0.92343    0.959156   0.032595      0.00537484    0.004636809   0.004412935   0.00676255    19.304671603596635    22.13692133985068    21.922302093263866   22.567209345579684   19.304671603596635    -8.70566             -0.243135            -1.371931            -2.130733            -3.812435            18.20566              9.743135              0.9497509572235523      10.871931             11.630733             13.312435             9.81702             9.922343            9.878168            9.963761            10.735182           5.584545830848694      5.6444602570740114      5.619330705328397     5.66802145173615        6.106854817602689      0.466924               0.051592               0.063751               0.041132               0.083666               1.0                   3.0                  0.0630458077191         ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.05            1               0.0474            0.32              1               0                 1            0            0.8912440000000004    2.824726000000002    14.346477    12.997777    13.455233    -22.013467564559477   16.279959    12.668312    0.0027133431904055056   0.13954336249173638   0.0020357347   0.0017674189   0.0017938828   0.009734566    0.0023575583   11.192456     10.053247     -1.1172879     -2.2402647     -12.356842        -12.348485        39.160731105140364   39.093539673148435  
  47               50000.0   J091218.36+483045.1   0.0         1.0                    09:12:18   +48:30:45   138.075              48.512499999999996   0.117168     545.4405353042288    143.13999938964844   24.70716678529006    67.87000274658203    197.60000610351562   0.34347166320950084   0.012969122            0.012805503            46.0998108            46.6888392            1.0127772411595235   98.92325058283507       63.56331766511454       11.441397179720616       10.32                     4.9                       21.865780630199893     10.330805534212697       10.382008754031053     34.599998            0.12199974      0.9549999    3.1339998    0.034655447834524296   0.18866372574607887    ""                     12.646   12.524   11.569   8.435   0.0035013431805110324   1.2463512512817493E30   43.230038476142994   -26.037737142096255   -26.15973688269684    -27.114736806402895   -30.24873663092682    0.024     0.025     0.187     ""        1.0         13.514         -25.169737111578677   0.072            0.0040       0.0040       90.0        861318689230710784    GALAXY              GALAXY   BROADLINE               0.8651     0.793392   0.796922   0.804661   0.806588   0.13917       0.011835      0.008014883   0.008076095   0.018787      30.105874093818926    37.49636125136475    37.162827850417074   36.422471073711876   30.105874093818926    106.840225           117.454163           116.396805           112.254379           113.235062           72.240227             82.854165             0.38761261102432765     81.796807             77.654381             78.635064             5.902497            5.444166            5.391011            5.209042            3.709159            12.506076394279518     11.534975095987196      11.422351490970891    11.036799712564116      7.858881726247285      1.150309               0.090112               0.059531               0.055491               0.103764               1.317443093170694     3.9523292795120817   0.0280000008642674      ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.1929          1               0.1976            0.91              1               1                 1            0            1.0559519999999996    2.9908540000000006   16.577213    15.063005    15.521261    -23.162476050543518   18.512115    14.690111    0.005309660620795504    0.27690737804995835   0.0043225545   0.003139332    0.0030835075   0.038334094    0.0060513257   11.496679     10.853411     -1.1579533     -1.8670361     -12.681081        -12.758572        39.95421282104865    40.85329482097006   
  48               51000.0   J091651.94+523828.3   0.0         1.0                    09:16:52   +52:38:29   139.21666666666667   52.64138888888889    0.190385     927.5733755878516    63.0099983215332     24.812016971017425   68.83000183105469    72.55999755859375    0.9485943239658048    0.019452581            0.012953485            46.632546000000005    70.0292916            1.5017256745964502   222.24294481492905      95.20713678685667       17.137284621634198       1.48                      0.99                      4.696885475349329      0.727265163447282        3.141835544231803      142.899994           0.44099998      1.5369997    2.967        0.03753664900615864    0.13102672324036377    ""                     13.255   12.814   11.277   8.31    0.003928571663377712    4.044289005197901E30    43.741240204850094   -26.581741257870362   -27.022741242611573   -28.559740945065187   -31.52674095269458    0.025     0.028     0.128     ""        1.0         14.104         -25.732741280758546   0.079            0.0040       0.0040       90.0        622781561451866112    GALAXY              GALAXY   ""                      0.575967   0.840523   0.842738   0.832316   0.89024    0.173103      0.025176      0.018297      0.020495      0.054456      54.83262004274071     32.804611597592256   32.56961484378723    33.66261253876872    54.83262004274071     135.129929           1.882721             23.210537            14.10479             10.652443            7.770064999999988     141.017273            0.9378561195384043      119.68945699999999    128.79520399999998    132.247551            0.510448            1.250837            1.64536             1.614432            1.582236            1.6199430852859136     3.969620311902047       5.221667152787415     5.123514941902619       5.021338642702965      0.095965               0.041082               0.04514                0.047704               0.108302               1.1041009882357788    3.3123029647073365   0.05400000140070921     ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.136           1               0.0726            0.18              1               1                 1            0            0.8301910000000028    1.729771000000003    17.688856    16.506721    16.858665    -22.978076372311282   18.588436    16.173567    0.007753687888046751    0.2245920666585306    0.006110914    0.0050330204   0.0047724633   0.02520941     0.0107620945   11.438056     10.864185     1.0830672      0.7902211      -10.417536        -10.118981        40.25514039898303    40.95814500669742   
  49               46.0      J092151.49+332406.7   0.0         1.0                    09:21:51   +33:24:07   140.4625             33.401944444444446   0.0235714    102.72082746190519   51.1631630361        22.810185358213865   37.91999816894531    68.96468             0.5498466485880209    0.0151111111111        0.0127777777778        46.00000000008        54.39999999996        1.1826086956492476   25.85806307605554       14.259961255188173      2.566793025933871        7.68                      1.66                      3.650549999732019      -1.6585885338201778      0.7890511735878271     107.699997           -0.08300018     0.7960005    2.0          0.03182766139807547    0.054626002389665876   0.20421557915056648    10.79    10.873   10.077   8.077   0.004868946268538688    6.146996336534949E28    41.923060976397366   -24.26829258401638    -24.18529240091091    -24.981292881562766   -26.981292881562766   0.023     0.022     0.05      0.198     1.0         11.559         -23.499292530610617   0.028            0.0020       0.0020       90.0        1792584434461992960   GALAXY              GALAXY   BROADLINE               0.747055   0.735838   0.740005   0.742375   0.739711   0.017057      0.003473947   0.003108928   0.003153725   0.004510081   41.66408717566442     42.62192648462476    42.268158504589614   42.065875954312894   41.66408717566442     185.426407           180.69223            178.878311           180.365723           182.163971           77.72641000000002     72.992233             0.7414269473901796      71.178314             72.665726             74.46397400000001     10.340442           11.169326           10.712397           11.246661           9.398509            4.915143409384016      5.309138533552197       5.091945539006468     5.345898337007862       4.467412473217912      0.254518               0.064413               0.047975               0.056646               0.080366               0.6100000143051147    1.8300000429153442   0.0359828556477         ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.1173          4               0.0689            0.85              1               0                 1            0            0.8394530000000007    2.7549580000000002   13.852339    12.58717     13.012886    -22.045406545869405   15.767844    12.307466    0.002416479610536758    0.11994008021390286   0.0017749738   0.0016252659   0.0016397688   0.007191467    0.0022006223   11.034641     10.087467     -1.2814562     -2.159305      -12.35926         -12.305057        39.13859584865137    38.956313393893865  
  50               196.0     J092405.30+141021.4   0.0         0.0                    09:24:05   +14:10:22   141.02083333333331   14.172777777777778   0.1356073    638.8310562432283    120.014183223        24.767915569549757   105.19999694824219   108.2472             0.9718495900886321    0.0131111111111        0.0129444444444        46.59999999984        47.19999999996        1.012875536483306    113.35652790085673      72.04864061501236       12.968755310702226       1.02                      0.8                       2.4496537351031282     1.578134165253108        1.921297111696554      102.5                0.15299988      1.2460003    3.2490005    0.03828837926808061    0.22190312959437625    0.3560898772326616     13.062   12.909   11.663   8.414   0.0035697271687822755   1.7430828115792163E30   43.37571604246732    -25.964929829574565   -26.117929707504253   -27.363929997421245   -30.61293054673765    0.025     0.029     0.22      0.28      1.0         13.933         -25.09393049333189    0.073            0.0060       0.0060       90.0        2747232945268877312   GALAXY              QSO      STARFORMING_BROADLINE   0.05       0.649942   0.884804   0.891315   0.842454   0.0           0.087243      0.041809      0.03542       0.111241      87.13401601740115     49.462770934981265   27.772588881360605   26.96104287643766    87.13401601740115     45.613125            112.010231           120.925438           92.75576             123.214134           56.886875             9.510231000000005     0.9963511102709368      18.425438             9.744240000000005     20.714134             29.666267           0.362888            0.568344            0.497366            0.380411            71.24714031573338      0.8715195698500202      1.3649470867232862    1.1944848062708744      0.913603180833249      435.080811             0.044607               0.028606               0.016971               0.034957               1.4700000286102295    4.409999847412109    0.0369725521136         ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.1142          1               0.1082            0.25              1               1                 1            0            1.1990440000000007    6.771058             19.062664    17.312273    17.86362     -21.163310104232767   24.634678    17.22001     0.014738528239590444    1.6990039593117514    0.012812902    0.0064293593   0.007283801    1.4432807      0.015138102    ""            ""            ""             ""             ""                ""                ""                   40.91404360522976   
  51               47.0      J092445.88+304933.0   0.0         1.0                    09:24:46   +30:49:33   141.1916666666667    30.82583333333333    0.2118033    1044.9116276494694   42.3187613487        24.742603025615523   31.940000534057617   55.88744             0.5715058792111003    0.0128888888889        0.0125555555556        45.200000000159996    46.40000000004        1.0265486725636228   160.0693375770496       103.4931061919687       18.628759114554367       7.19                      1.75                      24.803847981405937     16.34391440839006        6.037097861198174      106.099998           0.25199986      1.29         3.736        0.04522167590863719    ""                     ""                     13.672   13.42    12.13    8.394   0.0036360916910370546   4.750123534251257E30    43.811102926371845   -26.423397878569276   -26.67539773361078    -27.965397695463807   -31.701397756498963   0.026     0.037     ""        ""        1.0         14.461         -25.634397367399842   0.089            0.0060       0.0060       90.0        2182166149720991744   GALAXY              GALAXY   ""                      0.825832   0.802509   0.82642    0.846207   0.823922   0.42699       0.036642      0.017589      0.017699      0.043092      34.327065776752065    36.62963340831318    34.267277310497086   32.198512527430495   34.327065776752065    90.168518            107.980736           100.269089           105.435898           102.938255           15.931479999999993    1.8807379999999938    0.3050030893597582      5.8309090000000054    0.6641000000000048    3.1617430000000013    2.971004            2.452318            2.29545             2.306959            1.980012            10.249281082292127     8.459933573015878       7.918775020278487     7.95847842558393        6.8305864059124115     1.674482               0.134785               0.052108               0.050581               0.124172               1.5700000524520874    4.710000038146973    0.113415226649          ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.0564          1               0.0559            0.3               1               1                 1            0            1.4002300000000005    3.3966850000000015   18.46799     16.565592    17.06776     -23.027637809904725   20.464445    16.191877    0.011604769370870625    0.4499869914255567    0.010270259    0.005057943    0.005403004    0.10122955     0.011102274    11.551615     11.034042     -0.9496214     -1.4795971     -12.5463915       -12.586179        39.627988098035694   40.88873106129552   
  52               48.0      J092511.57+190713.1   0.0         0.0                    09:25:12   +19:07:13   141.3                19.120277777777776   0.1290619    605.4126821633486    38.2294021547        24.224411489066007   39.349998474121094   40.16518             0.9797042730574367    0.01275                0.0125833333333        45.29999999988        45.9                  1.0132450331152667   105.68261764468234      69.07360630371394       12.43324913466851        0.99                      0.49                      2.2794290299804683     -5.339488750821549       1.1282022582519025     101.099998           0.22100067      1.8979998    3.0349998    0.045803931520376304   0.20732824148263518    ""                     13.713   13.492   11.594   8.559   0.003123452037775674    1.369773702444215E30    43.271046846271176   -25.197257273959686   -25.418257945346404   -27.316257708835174   -30.351257556247283   0.027     0.037     0.204     ""        2.0         14.258         -24.65225719766574    0.072            0.0060       0.0050       0.0         2657255234333599744   GALAXY              GALAXY   BROADLINE               0.686753   0.680081   0.714036   0.697473   0.729165   0.180414      0.022754      0.014332      0.014731      0.033197      46.626372908881294    47.15002700651737    44.435748526661776   45.77538759677093    46.626372908881294    154.042877           155.628052           150.46077            147.736801           150.418945           52.942879000000005    54.528054             0.4348011392789376      49.360772             46.636803000000015    49.31894700000001     7.293676            3.309043            2.911279            2.577269            2.496526            16.793350151028235     7.618917780802017       6.703084649542335     5.934042141492217       5.748135135032858      2.278083               0.099155               0.064526               0.071117               0.132757               1.0299999713897705    3.0899999141693115   0.0819366582811         ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.0403          1               0.0402            0.17              1               1                 1            0            1.0675409999999985    2.8677139999999994   17.996874    16.434347    16.929333    -21.980924571506073   19.797047    16.035295    0.009798456155468998    0.36344930786176066   0.008268637    0.0052897357   0.0052573173   0.06603388     0.009929824    11.160656     10.602237     -0.17458107    -0.677655      -11.398344        -11.315602        40.16177601650118    40.37053952474601   
  53               49.0      J092740.64+554548.0   0.0         1.0                    09:27:41   +55:45:48   141.92083333333335   55.76333333333333    0.2209782    1096.0070965587915   64.1789063811        24.964929998780566   33.97999954223633    42.271               0.8038607920852672    0.0131111111111        0.0128055555556        46.10000000016        47.19999999996        1.0238611713621733   168.23424824865123      106.92854761575877      19.24713857083658        3.12                      2.16                      11.120568544138873     7.005633681956708        7.69885573425966       35.5                 0.36900043      1.8459997    3.0579996    0.046861497603268056   0.18748866484075632    ""                     13.79    13.421   11.575   8.517   0.0032466447338219784   4.666297831751099E30    43.80337047678593    -26.409066869045404   -26.778067303920892   -28.624067021633294   -31.682066632534173   0.03      0.036     0.184     ""        2.0         14.543         -25.65606660964599    0.087            0.0060       0.0060       90.0        624974266995075072    GALAXY              GALAXY   ""                      0.05       0.898602   0.900197   0.89756    0.810066   0.0           0.051228      0.024928      0.024971      0.056156      87.13401601740115     26.025089483030133   25.816025899031445   26.160829148781904   87.13401601740115     7.357784             65.368073            42.3937              54.980507            62.870945            28.142216             29.868072999999995    0.022940778210798932    6.893700000000003     19.480507000000003    27.370945             0.253602            1.154491            1.627644            1.508575            1.348993            0.9039097844150552     4.114934862182165       5.80138696518347      5.376991123981442       4.808195407794177      0.147046               0.058147               0.057636               0.043502               0.122759               0.8159999847412109    2.447999954223633    0.0383879348937         ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.0785          1               0.0423            0.09              1               1                 1            0            1.1616630000000008    2.545916000000002    18.586624    16.922295    17.424961    -22.77410583089843    19.970877    16.60358     0.011800027827344007    0.35776260064387655   0.010158358    0.005805384    0.0060040336   0.063979015    0.012601285    11.406569     10.939208     0.90249664     0.39827418     -10.556346        -10.593006        40.27083926825273    41.11105803446057   
  54               50.0      J093004.05+341326.5   0.0         0.0                    09:30:04   +34:13:25   142.51666666666665   34.22361111111111    0.04207806   185.9617222886376    30.4269809276        23.100016935827107   30.280000686645508   30.764               0.984267347765099     0.0132222222222        0.0128611111111        46.29999999996        47.59999999992        1.028077753778858    39.51890246322638       24.90687130039462       4.483236834071032        0.0                       0.0                       0.0                    -24.629600537017236      0.0                    0.0                  -0.001999855    1.519        1.8080006    0.030413811699156287   0.05923681240354865    0.2784851924325833     11.645   11.647   10.128   8.32    0.0038925569003839043   1.610619835251948E29    42.34139106535798    -24.702117341024845   -24.70011748598334    -26.219117539389103   -28.0271181039643     0.021     0.022     0.055     0.273     1.0         12.365         -23.982118027670353   0.029            1.08         0.763        0.0         0                     ""                  ""       ""                      0.54986    0.938111   0.156485   0.996609   0.511781   0.817116      0.111003      1.54782       59.877766     570.276978    56.64259108479159     20.26329452621754    80.99706845618512    4.719807932849081    56.64259108479159     -27.117636           -3.567123            36.322208            47.932308            79.195328            27.117636             3.567123              0.9108199319951272      36.322208             47.932308             79.195328             22.021917           29.666031           29.668995           4.72715             4.105966            18.283235083565742     24.629600537017236      24.632061335901717    3.924617222255348       3.408892224193203      34.361633              5.713089               6.290584               6.008026               21.858259              0.5080000162124634    1.5240000486373901   0.0505099580496         ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.0331          1               0.0308            0.1               1               0                 1            0            0.9674199999999988    2.9506089999999983   15.307253    13.883115    14.339833    -22.00728479878852    17.290442    13.557004    0.0032591452245331765   0.17521117772613154   0.0025006454   0.0020202033   0.0020901675   0.015347294    0.003159195    11.129317     10.390509     -1.4770355     -2.2281256     -12.662626        -12.669898        39.89885593387338    39.24614497150711   
  55               51.0      J093414.30+241335.1   0.0         0.0                    09:34:14   +24:13:35   143.55833333333337   24.226388888888888   0.05039963   224.02722083125548   30.5520556867        23.263552973541863   37.720001220703125   39.57228             0.9531925181137687    0.0126666666667        0.0125833333333        45.29999999988        45.600000000120005    1.006622516561607    44.88811626420813       29.531655436901318      5.315697978642237        1.42                      0.94                      1.3978316484346236     -5.795758705338788       0.9253252013426094     121.0                -0.015999794    1.2539997    1.2770004    0.030413811699156287   0.06830812304043306    0.4843810450268974     11.481   11.497   10.243   8.966   0.0021470146425245115   1.2892808822851151E29   42.24474556501199    -25.270504009776573   -25.254504215770226   -26.508503925853233   -27.785504353099327   0.022     0.021     0.065     0.48      1.0         12.434         -24.317503941112022   0.061            0.0020       0.0020       90.0        2582838363304257536   GALAXY              GALAXY   BROADLINE               0.693431   0.719325   0.723507   0.732493   0.73386    0.029145      0.004774255   0.003946169   0.004257129   0.007067326   46.09768031828589     44.00122072607451    43.65521087233212    42.9041997789376     46.09768031828589     139.977692           139.856476           138.699768           140.107468           140.946793           18.97769199999999     18.856475999999986    0.9999760563525956      17.699768000000006    19.10746800000001     19.946793000000014    9.438654            7.307674            6.584813            6.21407             5.652189            9.291302590537677      7.193590353773411       6.4820142877476155    6.117059136692846       5.56394993374146       0.550143               0.061279               0.035258               0.049868               0.06196                0.5960000157356262    1.7880001068115234   0.0591014258168         ""                      ""               ""                   ""                   ""                   ""                   ""                   ""                    ""                    ""                    0.0375          1               0.0396            0.19              1               0                 1            0            0.8740389999999998    2.856482999999999    15.040635    13.7246275   14.166596    -22.584907956370813   17.023079    13.405405    0.0030992305522247357   0.15735771628450784   0.002342724    0.0020582273   0.0020290082   0.012378667    0.0029664563   11.326231     10.543683     -0.99412894    -1.8520678     -12.364362        -12.463679        40.050965920977404   39.40968100922186   
  56               7000.0    J093551.59+612111.3   1.0         2.0                    09:35:52   09:35:52    143.96666666666664   61.35333333333334    0.039386     173.7462908330848    148.0                23.728003753371084   139.9499969482422    146.74000549316406   0.9537276251142147    0.014568027            0.012775434            45.9915624            52.4448972            1.140315624502463    40.892147782912645      23.391492766380694      4.210468697948525        1.47                      0.83                      1.14618316786052       -13.375657875184197      0.6471646201902774     64.599998            1.6879997       2.7000003    2.9589999    0.031240998402178703   0.024413111191335227   0.022022716134633507   10.007   8.319    5.619    2.66    0.7148827426710632      2.5821225548383634E31   44.546374873369544   -26.19257774034147    -27.880577465683267   -30.58057775178556    -33.5395776239932     0.024     0.02      0.014     0.017     0.0         11.231         -24.968577763229653   0.034            0.0060       0.0050       90.0        547250883566528512    GALAXY              GALAXY   AGN_BROADLINE           0.533791   0.588178   0.596603   0.608284   0.580062   0.025816      0.004928875   0.004366489   0.004056908   0.007503391   57.73804289184378     53.972180118627406   53.37300910788611    52.53447184836137    57.73804289184378     87.361702            84.594727            84.310791            84.000809            83.417267            22.761703999999995    19.994729000000007    0.4128885049982416      19.710792999999995    19.400811000000004    18.817268999999996    27.863461           18.624516           13.509722           10.253096           8.421012            21.72559821426102      14.521841043044718      10.533752147960472    7.994507363900229       6.566001376120168      1.518789               0.177642               0.093264               0.063859               0.112327               0.6079135136666667    1.823740541          0.01239912363551433     0.0729999989271164      33.0774508207    21.852907293693892   536.4299926757812    9.970000267028809    825.8400268554688    10.680000305175781   -78.08000183105469    4.489999771118164     26.18000030517578     0.1752          4               0.1467            0.23              0               0                 0            0            0.8043700000000005    2.495739000000002    14.894765    13.599482    14.090395    -22.10918270982389    16.586134    13.160413    0.0033778339217736863   0.1654182678090602    0.002553123    0.0021636246   0.002211634    0.013679156    0.0036934244   10.898088     10.576963     -0.5253321     0.499586       -11.49509         -10.142895        39.91195729679271    39.874131789051084  
