Name_paper_1_2,Name,J2000,Detection,Compact_0_Extended_1,RA,Dec,Ra_degrees,Dec_degrees,z,D_L,S_cont,Radio_Power,FIRST_peak[mJy],FIRST_integr[mJy],FIRST_Ratio,NVSS_major_[degrees],NVSS_minor_[degrees],NVSS_minor_[arcsec],NVSS_major_[arcsec],NVSS_ratio,NVSS_beam_limit_[kpc],WSRT_beam_limit_[kpc],FIRST_beam_limit_[kpc],FIRST_major_dc_[arcsec],FIRST_minor_dc_[arcsec],FIRST_major_dc_[kpc],R_FIRST-R_g,FIRST_minor_dc_[kpc],FIRST_pa_[degrees],W1-W2,W2-W3,W3-W4,eW1-W2,eW2-W3,eW3-W4,W1mag,W2mag,W3mag,W4mag,W4_flux,W4_lum,W4_nuLum,absW1mag,absW2mag,absW3mag,absW4mag,e_W1mag,e_W2mag,e_W3mag,e_W4mag,WISE_type,Kmag_[2MASS],absKmag,e_Kmag_[2MASS],errHalfMaj,errHalfMin,errPosAng,SpObjID,spType,spCl,subClass,deVAB_u,deVAB_g,deVAB_r,deVAB_i,deVAB_z,deVABErr_u,deVABErr_g,deVABErr_r,deVABErr_i,deVABErr_z,i_u_[degrees],i_g_[degrees],i_r_[degrees],i_i_[degrees],i_z_[degrees],deVPhi_u_[degrees],deVPhi_g_[degrees],deVPhi_r_[degrees],deVPhi_i_[degrees],deVPhi_z_[degrees],PA_u-PA_FIRST,PA_g-PA_FIRST,cos_PA_diff,PA_r-PA_FIRST,PA_i-PA_FIRST,PA_z-PA_FIRST,deVRad_u_[arcsec],deVRad_g_[arcsec],deVRad_r_[arcsec],deVRad_i_[arcsec],deVRad_z_[arcsec],deVRad_u_[kpc],deVRad_g_[kpc],deVRad_r_[kpc],deVRad_i_[kpc],deVRad_z_[kpc],deVRadErr_u_[arcsec],deVRadErr_g_[arcsec],deVRadErr_r_[arcsec],deVRadErr_i_[arcsec],deVRadErr_z_[arcsec],RMS_[mJy],3*RMS_[mJy],3*RMS_[tau],tau_[-],tau_dv[kms],NHI,w50_[km/s],dw50_[km/s],w20_[km/s],dw20_[km/s],cen_[km/s],dcen_[km/s],peak_pos_[km/s],NVSS[best_Jy],radclas[best],FIRST[[best_Jy],off_First[best],rad_agn[best],main_samp[best],lerg[best],herg[best],g-r,u-r,g,i,r,abs_R,u,z_old,e_g-r,err_u-r,err_g,err_i,err_r,err_u,err_z,lgm_tot_p50,lgm_fib_p50,sfr_tot_p50,sfr_fib_p50,specsfr_tot_p50,specsfr_fib_p50,lgLOIII,lgRadio
53,49,J092740.64+554548.0,0,1,09:27:41,+55:45:48,141.9208333,55.76333333,0.2209782,1096.007097,64.17890638,24.96493,33.97999954,42.271,0.8038607921,0.01311111111,0.01280555556,46.1,47.2,1.023861171,168.2342482,106.9285476,19.24713857,3.12,2.16,11.12056854,7.005633682,7.698855734,35.5,0.36900043,1.8459997,3.0579996,0.0468614976,0.1874886648,"""""",13.79,13.421,11.575,8.517,0.003246644734,4.67E+30,43.80337048,-26.40906687,-26.7780673,-28.62406702,-31.68206663,0.03,0.036,0.184,"""""",2,14.543,-25.65606661,0.087,0.006,0.006,90,624974266995075072,GALAXY,GALAXY,"""""",0.05,0.898602,0.900197,0.89756,0.810066,0,0.051228,0.024928,0.024971,0.056156,87.13401602,26.02508948,25.8160259,26.16082915,87.13401602,7.357784,65.368073,42.3937,54.980507,62.870945,28.142216,29.868073,0.02294077821,6.8937,19.480507,27.370945,0.253602,1.154491,1.627644,1.508575,1.348993,0.9039097844,4.114934862,5.801386965,5.376991124,4.808195408,0.147046,0.058147,0.057636,0.043502,0.122759,0.8159999847,2.447999954,0.03838793489,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.0785,1,0.0423,0.09,1,1,1,0,1.161663,2.545916,18.586624,16.922295,17.424961,-22.77410583,19.970877,16.60358,0.01180002783,0.3577626006,0.010158358,0.005805384,0.0060040336,0.063979015,0.012601285,11.406569,10.939208,0.90249664,0.39827418,-10.556346,-10.593006,40.27083927,41.11105803
54,50,J093004.05+341326.5,0,0,09:30:04,+34:13:25,142.5166667,34.22361111,0.04207806,185.9617223,30.42698093,23.10001694,30.28000069,30.764,0.9842673478,0.01322222222,0.01286111111,46.3,47.6,1.028077754,39.51890246,24.9068713,4.483236834,0,0,0,-24.62960054,0,0,-0.001999855,1.519,1.8080006,0.0304138117,0.0592368124,0.2784851924,11.645,11.647,10.128,8.32,0.0038925569,1.61E+29,42.34139107,-24.70211734,-24.70011749,-26.21911754,-28.0271181,0.021,0.022,0.055,0.273,1,12.365,-23.98211803,0.029,1.08,0.763,0,0,"""""","""""","""""",0.54986,0.938111,0.156485,0.996609,0.511781,0.817116,0.111003,1.54782,59.877766,570.276978,56.64259108,20.26329453,80.99706846,4.719807933,56.64259108,-27.117636,-3.567123,36.322208,47.932308,79.195328,27.117636,3.567123,0.910819932,36.322208,47.932308,79.195328,22.021917,29.666031,29.668995,4.72715,4.105966,18.28323508,24.62960054,24.63206134,3.924617222,3.408892224,34.361633,5.713089,6.290584,6.008026,21.858259,0.5080000162,1.524000049,0.05050995805,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.0331,1,0.0308,0.1,1,0,1,0,0.96742,2.950609,15.307253,13.883115,14.339833,-22.0072848,17.290442,13.557004,0.003259145225,0.1752111777,0.0025006454,0.0020202033,0.0020901675,0.015347294,0.003159195,11.129317,10.390509,-1.4770355,-2.2281256,-12.662626,-12.669898,39.89885593,39.24614497
55,51,J093414.30+241335.1,0,0,09:34:14,+24:13:35,143.5583333,24.22638889,0.05039963,224.0272208,30.55205569,23.26355297,37.72000122,39.57228,0.9531925181,0.01266666667,0.01258333333,45.3,45.6,1.006622517,44.88811626,29.53165544,5.315697979,1.42,0.94,1.397831648,-5.795758705,0.9253252013,121,-0.015999794,1.2539997,1.2770004,0.0304138117,0.06830812304,0.484381045,11.481,11.497,10.243,8.966,0.002147014643,1.29E+29,42.24474557,-25.27050401,-25.25450422,-26.50850393,-27.78550435,0.022,0.021,0.065,0.48,1,12.434,-24.31750394,0.061,0.002,0.002,90,2582838363304257536,GALAXY,GALAXY,BROADLINE,0.693431,0.719325,0.723507,0.732493,0.73386,0.029145,0.004774255,0.003946169,0.004257129,0.007067326,46.09768032,44.00122073,43.65521087,42.90419978,46.09768032,139.977692,139.856476,138.699768,140.107468,140.946793,18.977692,18.856476,0.9999760564,17.699768,19.107468,19.946793,9.438654,7.307674,6.584813,6.21407,5.652189,9.291302591,7.193590354,6.482014288,6.117059137,5.563949934,0.550143,0.061279,0.035258,0.049868,0.06196,0.5960000157,1.788000107,0.05910142582,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.0375,1,0.0396,0.19,1,0,1,0,0.874039,2.856483,15.040635,13.7246275,14.166596,-22.58490796,17.023079,13.405405,0.003099230552,0.1573577163,0.002342724,0.0020582273,0.0020290082,0.012378667,0.0029664563,11.326231,10.543683,-0.99412894,-1.8520678,-12.364362,-12.463679,40.05096592,39.40968101
56,7000,J093551.59+612111.3,1,2,09:35:52,09:35:52,143.9666667,61.35333333,0.039386,173.7462908,148,23.72800375,139.9499969,146.7400055,0.9537276251,0.014568027,0.012775434,45.9915624,52.4448972,1.140315625,40.89214778,23.39149277,4.210468698,1.47,0.83,1.146183168,-13.37565788,0.6471646202,64.599998,1.6879997,2.7000003,2.9589999,0.0312409984,0.02441311119,0.02202271613,10.007,8.319,5.619,2.66,0.7148827427,2.58E+31,44.54637487,-26.19257774,-27.88057747,-30.58057775,-33.53957762,0.024,0.02,0.014,0.017,0,11.231,-24.96857776,0.034,0.006,0.005,90,547250883566528512,GALAXY,GALAXY,AGN_BROADLINE,0.533791,0.588178,0.596603,0.608284,0.580062,0.025816,0.004928875,0.004366489,0.004056908,0.007503391,57.73804289,53.97218012,53.37300911,52.53447185,57.73804289,87.361702,84.594727,84.310791,84.000809,83.417267,22.761704,19.994729,0.412888505,19.710793,19.400811,18.817269,27.863461,18.624516,13.509722,10.253096,8.421012,21.72559821,14.52184104,10.53375215,7.994507364,6.566001376,1.518789,0.177642,0.093264,0.063859,0.112327,0.6079135137,1.823740541,0.01239912364,0.07299999893,33.07745082,21.85290729,536.4299927,9.970000267,825.8400269,10.68000031,-78.08000183,4.489999771,26.18000031,0.1752,4,0.1467,0.23,0,0,0,0,0.80437,2.495739,14.894765,13.599482,14.090395,-22.10918271,16.586134,13.160413,0.003377833922,0.1654182678,0.002553123,0.0021636246,0.002211634,0.013679156,0.0036934244,10.898088,10.576963,-0.5253321,0.499586,-11.49509,-10.142895,39.9119573,39.87413179
57,52000,J093609.36+331308.3,0,0,09:36:09,+33:13:08,144.0375,33.21888889,0.076152,344.8065503,60.63000107,23.93574955,53.04000092,55.09999847,0.9626134734,0.012974321,0.012825563,46.1720268,46.7075556,1.011598555,67.42023773,43.30363912,7.794655041,1.15,0.97,1.659972798,-7.346114538,1.400151039,121.300003,0.07000065,1.507,1.6969995,0.03465544783,0.08286133352,0.4598369229,12.277,12.207,10.7,9.003,0.002075079519,2.95E+29,42.60449474,-25.41087711,-25.48087776,-26.98787773,-28.68487728,0.024,0.025,0.079,0.453,1,12.99,-24.69787777,0.041,0.003,0.003,90,2187733252087769088,GALAXY,GALAXY,AGN_BROADLINE,0.729916,0.714033,0.724225,0.731118,0.730748,0.067556,0.006895013,0.005457883,0.005273171,0.01175,43.1206475,44.43599404,43.5955849,43.019798,43.1206475,175.997131,170.355377,168.000076,168.276596,168.980072,54.697128,49.055374,0.3529179246,46.700073,46.976593,47.680069,7.111824,6.239259,5.360249,4.979762,4.467605,10.26559533,9.006087337,7.737276276,7.188060551,6.448785155,0.732004,0.08472,0.041117,0.050714,0.078988,0.5972957644,1.791887293,0.02999999933,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.058,1,0.0551,0.21,1,1,1,0,0.953606,2.930845,15.97601,14.564665,15.022404,-22.66547354,17.953249,14.2294,0.004021509593,0.218724815,0.0031311074,0.002440592,0.0025236295,0.023917088,0.004555396,11.388462,10.687199,-0.75710815,-1.6015729,-12.187128,-12.350893,40.40703469,40.08187758
58,53000,J094319.15+361452.1,0,0,09:43:19,+36:14:52,145.8291667,36.24777778,0.022336,97.26146327,104,23.07082589,73.76999664,74.91000366,0.9847816451,0.012980301,0.012501503,45.0054108,46.7290836,1.038299235,21.08218509,13.5347305,2.436251489,0.8,0.51,0.3609261519,-8.081592536,0.2300904141,120.800003,-0.026999474,1.4469995,2.3070002,0.0318276614,0.04477722784,0.108268187,11.086,11.113,9.666,7.359,0.009432672698,1.07E+29,42.16282534,-23.85370355,-23.82670408,-25.27370363,-27.58070379,0.023,0.022,0.039,0.101,1,12.09,-22.84970384,0.043,0.003,0.003,90,1794840082599929856,GALAXY,GALAXY,AGN,0.791194,0.749693,0.745617,0.748633,0.760954,0.017799,0.003836628,0.003359885,0.003497591,0.004994713,37.70276694,41.4362084,41.78787804,41.52789752,37.70276694,70.940338,70.069748,70.075165,69.48243,68.840652,49.859665,50.730255,0.8939235396,50.724838,51.317573,51.959351,15.257419,18.713011,17.302999,17.225653,14.908506,6.883501807,8.442518688,7.806380941,7.771485699,6.726087026,0.493544,0.1294,0.089137,0.091823,0.130159,0.6184175185,1.855252556,0.01799999923,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.0751,1,0.0749,0.19,1,0,1,0,0.811681,2.690702,13.688714,12.471807,12.877033,-22.062671,15.567735,12.201082,0.002384182905,0.1177908803,0.0017599581,0.0016382155,0.0016083767,0.0069360523,0.0022215988,10.9629135,9.836857,-1.418336,-2.1097736,-12.407916,-12.01598,39.81818142,39.21695393
59,53,J094521.33+173753.2,0,1,09:45:21,+17:37:53,146.3375,17.63138889,0.1280691,600.3739288,49.01845753,24.32511424,38.68000031,44.45734,0.8700475626,0.01283333333,0.01258333333,45.3,46.2,1.01986755,105.6737844,68.61934052,12.35148129,2.86,0.97,6.541710223,2.945965287,2.218692076,111.800003,1.901,4.2840004,3.2889998,0.0339411261,0.02884441105,0.02483948553,13.036,11.135,6.851,3.562,0.3114833473,1.34E+32,45.26258746,-25.85610887,-27.75710889,-32.04110929,-35.33010909,0.024,0.024,0.016,0.019,0,14.459,-24.43310949,0.075,0.004,0.004,90,2668465580616476672,GALAXY,QSO,AGN_BROADLINE,0.574282,0.859623,0.879813,0.881545,0.755997,0.064812,0.020794,0.01596,0.014997,0.039792,54.95063429,30.72572033,28.38018605,28.17069885,54.95063429,83.330063,53.808144,56.352184,57.357964,37.271774,28.46994,57.991859,0.127259073,55.447819,54.442039,74.528229,1.20602,1.57204,1.402757,1.163432,1.929092,2.758543235,3.595744936,3.208542008,2.661131219,4.412434028,0.118262,0.044465,0.022055,0.019049,0.114861,1.019999981,3.059999943,0.0630841076,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.877981,1.747556,17.615963,16.323952,16.737982,-22.15412712,18.485538,16.471718,0.007040443182,0.2019522337,0.0056056334,0.0042843814,0.0042596613,0.02038328,0.011195783,10.694318,10.28119,0.49500367,0.10617135,-10.256553,-10.218021,42.54365992,40.47124228
60,54000,J094542.23+575747.7,0,0,09:45:42,+57:57:48,146.425,57.96333333,0.22893,1140.455416,89.30000305,25.14291905,69.27999878,78.29000092,0.8849150335,0.014144319,0.013019191,46.8690876,50.9195484,1.086420731,186.4161051,109.829787,19.76936166,2.07,1.82,7.578255057,6.628977903,6.663007269,95.400002,0.76299953,2.3480005,1.9839997,0.03189043839,0.03342155004,0.08221922069,12.514,11.751,9.403,7.419,0.008925545908,1.39E+31,44.27710039,-27.77139162,-28.53439116,-30.88239168,-32.86639141,0.024,0.021,0.026,0.078,0,13.852,-26.43339132,0.053,0.003,0.003,90,510090139410655232,QSO,GALAXY,"""""",0.609167,0.983036,0.976352,0.841178,0.948158,0.573482,0.055216,0.026987,0.024439,0.070428,52.47070402,10.56860407,12.48516894,32.73527664,52.47070402,-22.072617,10.921391,51.548084,90.66713,69.691193,117.472619,84.478611,0.9412813591,43.851918,4.732872,25.708809,0.09054,0.259295,0.59453,0.76479,0.536911,0.3314662971,0.9492771538,2.176570108,2.799890759,1.965627359,0.049909,0.011242,0.013744,0.018666,0.041842,0.8797379621,2.639213886,0.02999999933,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.1049,1,0.0783,0.08,1,1,1,0,0.641943,1.218898,17.760609,16.763372,17.118666,-23.16672556,18.337564,16.481274,0.007363003273,0.1732642087,0.005633985,0.004717082,0.0047404673,0.014999007,0.009638492,11.466253,11.097971,1.1159824,0.30194387,-10.380782,-10.856492,40.35712827,41.28904709
61,55000,J100935.70+182601.5,0,1,10:09:36,+18:26:01,152.4,18.43361111,0.116479,541.9775267,43.70000076,24.18635496,54.47000122,58.66999817,0.9284132081,0.016816732,0.01478673,53.232228,60.5402352,1.13728539,127.6142381,63.23773156,11.38279168,1.79,1.15,3.773184569,-6.635594275,2.424112993,105.099998,0.1630001,0.9119997,3.455,0.0396988666,0.2915475835,"""""",12.964,12.801,11.889,8.434,0.003504570828,1.23E+30,43.22490638,-25.70590665,-25.86890675,-26.78090645,-30.23590638,0.026,0.03,0.29,"""""",1,13.95,-24.71990658,0.068,0.006,0.005,90,2912806757396932608,GALAXY,GALAXY,BROADLINE,0.410392,0.67794,0.652549,0.636886,0.698085,0.095781,0.012359,0.007945552,0.008198895,0.018437,65.77053799,47.31712365,49.26593762,50.43999366,65.77053799,51.022526,47.681362,51.322395,51.059933,50.301895,54.077472,57.418636,0.6448508255,53.777603,54.040065,54.798103,3.96456,4.937928,5.650606,5.620099,4.301203,8.356992701,10.40877884,11.91105018,11.84674373,9.06661069,1.007282,0.122369,0.080442,0.078059,0.11216,1.227083244,3.681249732,0.08799999952,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.1445,4,0.0587,0.3,1,1,1,0,1.018888,2.948636,16.83734,15.364558,15.818452,-22.85145439,18.767088,15.040233,0.00621884901,0.2931757864,0.0051153046,0.0034190866,0.0035366286,0.042969767,0.0064837127,11.460795,10.612925,-0.6136859,-0.68691534,-12.103191,-11.354505,39.91824154,40.33248299
62,60,J101256.03+163853.0,0,0,10:12:56,+16:38:53,153.2333333,16.64805556,0.1179962,549.6082895,37.56185621,24.13276455,42.88000107,44.57991,0.9618682736,0.01280555556,0.01258333333,45.3,46.1,1.017660044,98.27621273,63.95415145,11.51174726,1.12,1.03,2.387621664,0.7008884786,2.195759139,179.899994,1.6079998,3.291,2.3930001,0.03255764179,0.02720294188,0.03399999934,11.683,10.075,6.784,4.391,0.1451559793,5.25E+31,44.85425045,-27.01726676,-28.62526656,-31.91626645,-34.30926658,0.024,0.022,0.016,0.03,0,13.951,-24.74926616,0.048,0.004,0.004,90,2912735289141127168,GALAXY,QSO,STARBURST_BROADLINE,0.949951,0.834026,0.834868,0.783291,0.888345,0.252836,0.037675,0.026778,0.02392,0.073473,18.20386137,33.48544554,33.39790405,38.43710822,18.20386137,41.516518,64.665833,87.634178,79.873787,68.4972,138.383476,115.234161,0.5362847356,92.265816,100.026207,111.402794,0.443608,0.791223,0.918977,0.695473,0.744504,0.9456857739,1.686733186,1.959079808,1.482612852,1.587137386,0.149848,0.036263,0.025833,0.026609,0.052677,2.960000038,8.880000114,0.246245234,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.766999,1.810932,18.386765,17.083702,17.619766,-21.08050037,19.430698,16.925611,0.01073794499,0.2756445541,0.008446494,0.00626305,0.006630249,0.03796798,0.0134726325,10.706304,10.347624,0.42322633,0.05922481,-10.341541,-10.35,41.71106853,40.27889258
63,61,J101542.92+425803.6,0,0,10:15:43,+42:58:04,153.9291667,42.96777778,0.1973164,965.3457864,43.26624423,24.68342596,41.93999863,42.46312,0.9876805714,0.01308333333,0.01272222222,45.8,47.1,1.028384279,153.766177,97.94024011,17.62924322,0.97,0,3.166734524,-5.475045415,0,144.699997,0.30700016,2.236,2.797,0.05882176697,0.2095709883,0.5132806252,14.389,14.082,11.846,9.049,0.001989000687,2.22E+30,43.48030972,-25.53441459,-25.84141475,-28.07741481,-30.87441474,0.034,0.048,0.204,0.471,2,14.797,-25.1264146,0.125,0.011,0.011,90,1371485220204734464,GALAXY,GALAXY,"""""",0.300073,0.839801,0.871351,0.916506,0.913844,0.281461,0.05254,0.032259,0.034622,0.106434,72.53801228,32.88088832,29.38398404,23.57948751,72.53801228,37.40126,15.400408,23.025743,36.998512,80.156921,107.298737,129.299589,0.8803056643,121.674254,107.701485,64.543076,3.628593,2.647057,2.124126,1.705791,1.368723,11.84617566,8.641779939,6.934580349,5.568852671,4.468435309,2.282497,0.149924,0.099241,0.055803,0.131061,0.7179999948,2.154000044,0.05020248455,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.0441,1,0.0425,0.11,1,1,1,0,1.170843,3.029673,18.745998,17.12367,17.575155,-22.34825953,20.604828,16.80147,0.0147554632,0.4984109819,0.012558536,0.0075248717,0.00774641,0.12417675,0.019777087,11.1403265,10.646718,-0.23209922,-1.018322,-11.407194,-11.735238,40.5526675,40.829554
64,8000,J102053.67+483124.3,1,1,10:20:54,+48:31:24,155.225,48.52333333,0.053152,236.7449889,81.84999847,23.73949122,71.95999908,74.97000122,0.9598505791,0.012501835,0.012501308,45.0047088,45.006606,1.000042156,46.57467272,31.04522438,5.588140388,1.18,1.02,1.221112105,-5.838348393,1.055537609,120.5,0.031999588,1.6450005,2.632,0.03405877252,0.08793179025,0.2150813783,12.431,12.399,10.754,8.122,0.004671269797,3.13E+29,42.63030552,-24.44040422,-24.47240381,-26.11740427,-28.74940424,0.022,0.026,0.084,0.198,2,13.212,-23.65940408,0.047,0.005,0.004,0,984121220200949760,GALAXY,GALAXY,"""""",0.932766,0.891375,0.899631,0.886566,0.856586,0.095178,0.010146,0.007684059,0.007567112,0.016375,21.12982724,26.95345948,25.89039386,27.55514587,21.12982724,103.693298,108.293434,110.908035,111.471672,118.357826,16.806702,12.206566,0.9359656351,9.591965,9.028328,2.142174,9.984732,6.821784,5.799932,5.539547,4.315957,10.33260818,7.059460498,6.002006344,5.732549319,4.466328449,1.01751,0.085305,0.060105,0.052654,0.087125,0.8453135137,2.535940541,0.03147289692,0.05000000075,6.514828367,21.05525599,124.8000031,3.619999886,179.1300049,11.06000042,-67.23000336,4.920000076,-11.55000019,1.859,4,0.075,0.39,1,1,1,0,0.902387,2.941173,15.980825,14.609967,15.078438,-21.79296598,18.019611,14.255074,0.004246180367,0.2263974748,0.0033288838,0.002592988,0.002636016,0.025624434,0.0049985424,11.095346,10.328201,-1.46172,-1.7673888,-12.647115,-12.171359,39.65583486,39.88561926
65,64,J102400.53+511248.1,1,0,10:24:01,+51:12:48,156.0041667,51.21333333,0.213932,1056.720023,47.12078348,24.79904333,44.66999817,46.1885,0.9671238115,0.01280555556,0.01258333333,45.3,46.1,1.017660044,160.2680707,104.2959245,18.77326642,1.24,0.68,4.310898248,-9.382398761,2.364040981,4.7,0.32500076,0.60899925,3.816,0.0432781707,0.4292703164,"""""",13.659,13.334,12.725,8.909,0.002262740181,3.02E+30,43.61486354,-26.46079929,-26.78580005,-27.3947993,-31.21079929,0.028,0.033,0.428,"""""",1,14.495,-25.6247998,0.096,0.008,0.008,90,1135046239734228992,GALAXY,GALAXY,"""""",0.665487,0.704022,0.650163,0.67935,0.639501,0.358325,0.031078,0.014334,0.014635,0.039512,48.28030244,45.24941303,49.4461075,47.20712939,48.28030244,102.451981,115.00975,111.732155,107.677139,110.59539,97.751981,110.30975,0.9379911406,107.032155,102.977139,105.89539,12.80629,3.938782,3.667701,3.61198,3.31621,44.52146185,13.69329701,12.75087556,12.55715978,11.52890626,6.926305,0.219958,0.09374,0.082836,0.175751,0.6719999909,2.016000032,0.04309167451,0.0759481,17.71655244,21.39386875,179.1762524,55.83812167,334.8868739,60.6632721,-409.176551,22.0622752,-336.5640925,0.0478,1,0.0462,0.09,1,1,1,0,1.318684,3.367857,18.208275,16.372587,16.889591,-23.23020868,20.257448,16.071932,0.01181726805,0.4980006242,0.010360797,0.0052784095,0.0056834593,0.12398616,0.013219132,11.611763,10.974255,-0.74708116,-1.3282119,-12.435937,-12.363954,39.62120578,40.94517137
66,198,J102544.22+102230.4,1,0,10:25:44,+10:22:31,156.4333333,10.37527778,0.04568153,202.3739857,92.82784164,23.65789858,73.84999847,75.69625,0.9756097359,0.01294444444,0.01275,45.9,46.6,1.015250545,41.81350699,26.91856673,4.845342012,0.86,0.85,0.7716655925,-8.86964978,0.7626927455,180,0,1.2379999,1.7260008,0.03397057633,0.06706713246,0.3036082913,11.352,11.352,10.114,8.388,0.003656242847,1.79E+29,42.38765338,-25.17877319,-25.17877319,-26.4167731,-28.14277389,0.025,0.023,0.063,0.297,1,12.311,-24.21977355,0.062,0.008,0.005,0,1799228509072156672,GALAXY,GALAXY,BROADLINE,0.663832,0.634117,0.632626,0.611377,0.588826,0.062379,0.005729571,0.004542627,0.0041784,0.007124342,48.40721811,50.64547527,50.75586912,52.31086424,48.40721811,-2.319251,-5.49948,172.848587,173.011261,173.522842,182.319251,185.49948,0.9894315875,7.151413,6.988739,6.477158,11.86975,10.74498,9.441023,8.620549,7.311538,10.65055525,9.641315372,8.471293588,7.735094117,6.560537452,1.407346,0.104323,0.08364,0.063492,0.101527,0.9070000052,2.720999956,0.02945646824,0.122247,9.62275783,21.17309029,66.95464163,4.901639555,81.25856826,6.178234535,-15.43439002,6.682759384,-33.4610001,0.0767,1,0.0757,0.26,1,0,1,0,1.014487,3.300767,15.374302,13.819835,14.359815,-22.17095842,17.660582,13.334742,0.003739799194,0.2232827791,0.0029176443,0.0022675376,0.0023395405,0.024924863,0.0034415373,11.449546,10.669343,-0.32225233,-0.9590551,-11.803332,-11.666964,39.44917465,39.80402661
67,65,J102838.69+170211.2,0,1,10:28:39,+17:02:11,157.1625,17.03638889,0.1690531,813.1505323,47.53933102,24.57530592,39.88000107,44.90148,0.888166739,0.01394444444,0.01327777778,47.8,50.2,1.050209205,144.8041667,86.53635463,15.57654383,0,0,0,-17.07541119,0,0,0.3249998,1.0629997,3.0770006,0.04263801246,0.3127458916,0.5828979235,13.49,13.165,12.102,9.025,0.002033457033,1.61E+30,43.34088588,-26.06085498,-26.38585479,-27.44885452,-30.52585513,0.027,0.033,0.311,0.493,1,14.086,-25.46485431,0.056,0.143,0.139,90,0,"""""","""""","""""",0.228986,0.278827,0.05,0.434919,0.05,249.751282,1.749594,0,0.571095,0,76.76261931,73.80979112,87.13401602,64.21986016,76.76261931,43.458946,170.777374,129.277588,14.580025,91.086922,43.458946,170.777374,0.4254197242,129.277588,14.580025,91.086922,2.12E-04,5.91962,0.463054,11.85027,0.002100261,6.13E-04,17.07541119,1.335700172,34.1826389,0.00605829769,0.300719,35.567333,0.7728,16.036238,25.676697,1.220000029,3.660000086,0.07799399792,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.0731,1,0.0444,0.22,1,1,1,0,1.098924,2.337044,17.86193,16.30654,16.763006,-22.78784875,19.10005,15.928249,0.008798121222,0.2718586758,0.0073506013,0.00460364,0.0048348317,0.036941882,0.0089085,11.455572,10.890459,0.75301504,0.33884388,-10.74801,-10.594504,40.27492259,40.72143396
68,66,J103053.58+411316.0,0,0,10:30:54,+41:13:16,157.725,41.22111111,0.09211595,421.6578244,41.1198549,23.94188285,41.33000183,43.31199,0.9542392726,0.01311111111,0.01291666667,46.5,47.2,1.015053763,80.89832494,51.41842687,9.255316836,1.69,0.12,2.896571478,-18.21960528,0.2056737029,28.6,0.055999756,1.2379999,2.8459997,0.03679673988,0.1435618366,0.3179717015,12.69,12.634,11.396,8.55,0.003149450387,6.70E+29,42.96046407,-25.43480124,-25.49080099,-26.72880091,-29.57480063,0.025,0.027,0.141,0.285,1,13.874,-24.25080122,0.095,0.008,0.007,0,1531272027825006592,GALAXY,GALAXY,BROADLINE,0.662075,0.643556,0.641799,0.649625,0.651669,0.065872,0.007876384,0.005631613,0.005757125,0.012895,48.54168326,49.94250455,50.07390243,49.48666555,48.54168326,13.039244,13.682514,13.010216,12.521172,13.245623,15.560756,14.917486,0.7035062067,15.589784,16.078828,15.354377,26.689795,12.3202,11.862761,11.051353,11.061523,45.74490908,21.11617676,20.3321503,18.94143953,18.95887038,3.043169,0.138657,0.132064,0.107377,0.254114,0.6169999838,1.850999951,0.04535588838,"""""","""""","""""","""""","""""","""""","""""","""""","""""","""""",0.0509,1,0.0433,0.28,1,1,1,0,0.946749,2.859243,15.887093,14.5175295,14.940344,-23.18445682,17.799587,14.195998,0.004630578798,0.239286157,0.0036982894,0.002767998,0.0027865598,0.02862505,0.0056683715,11.555619,10.483198,-0.5415541,-1.6805507,-12.134482,-12.190594,39.98624005,40.08801089
