29409	-10.52	
29409	-10.52	
29417	0.2689	
29448	7.121	
29461	2.125	
29484	-2.340	
29484	-2.340	
29488	-2.339	
29501	2.928	
29528	0.04216	
29554	2.156	
29576	-0.7312	
29576	-0.7312	
29634	1.129	
29660	4.296	
29682	0.3561	
29687	0.3576	
29705	-0.4259	
29722	0.6324	
29731	2.477	
29749	0.3780	
29793	-0.3969	
29793	-0.3969	
29797	-0.9217	
29846	-5.642	
29881	-1.420	
29908	-5.095	
29939	0.9668	
29952	0.1817	
30032	0.2079	
30050	-6.365	
30081	-11.61	
30085	-11.35	
30103	-10.03	
30134	-11.60	
30160	-5.276	
30160	-5.276	
30205	-10.78	
30262	-3.400	
30297	-9.967	
30324	-11.80	
30333	-14.42	
30342	-20.21	
30365	-32.31	
30375	-40.99	
30407	-50.98	
30415	-42.56	
30432	-31.76	
30435	-21.50	
30443	-11.23	
30452	-10.96	
30452	-10.96	
30479	-14.11	
30536	-5.152	
30589	-9.082	
30624	-7.754	
30682	-12.47	
30709	-16.67	
30727	-15.61	
30792	-5.331	
30832	-2.686	
30845	-0.8403	
30880	-3.197	
30916	-5.290	
30938	-3.178	
30960	-5.012	
30987	-4.477	
31026	-3.675	
31026	-3.675	
31039	-1.039	
31052	2.385	
31066	1.337	
31092	3.188	
31101	2.928	
31123	4.777	
31141	3.467	
31163	5.843	
31181	1.375	
31198	-0.7240	
31212	-0.4565	
31243	-3.867	
31265	-2.807	
31304	1.152	
31340	-1.730	
31384	2.494	
