#velo flux_rev
1381008794.24 -0.00131219462492
1380930669.25 -0.000288201845251
1380852544.25 0.000141000899021
1380774419.25 -0.00077706068987
1380696294.25 -0.0014501104597
1380618169.26 -0.00109491823241
1380540044.26 -0.000968603126239
1380461919.26 -0.00126331846695
1380383794.27 -0.00107870134525
1380305669.27 -0.000311864248943
1380227544.27 -0.000116810697364
1380149419.27 -0.000292933604214
1380071294.28 0.000371925445506
1379993169.28 0.00110531004611
1379915044.28 0.00101790681947
1379836919.29 0.000420491647674
1379758794.29 0.000236154184677
1379680669.29 0.00068487477256
1379602544.29 0.00075423065573
1379524419.3 0.000289403600618
1379446294.3 0.00013573418255
1379368169.3 0.000441685639089
1379290044.31 0.00039741981891
1379211919.31 -0.000182914998732
1379133794.31 -0.000694666407071
1379055669.31 -0.00112186104525
1378977544.32 -0.00130051653832
1378899419.32 -0.000833181256894
1378821294.32 -0.00073487998452
1378743169.33 -0.0012326623546
1378665044.33 -0.000896901416127
1378586919.33 -0.000171846477315
1378508794.33 -0.000281863147393
1378430669.34 -0.000120029144455
1378352544.34 0.000887504604179
1378274419.34 0.000652292452287
1378196294.35 -0.000645231513772
1378118169.35 -0.000332949741278
1378040044.35 0.000869211216923
1377961919.35 0.00101692776661
1377883794.36 0.000519785971846
1377805669.36 -1.78869231604e-06
1377727544.36 0.000137141469168
1377649419.37 0.000614165212028
1377571294.37 0.00027162762126
1377493169.37 -0.000107926840428
1377415044.37 0.000403949845349
1377336919.38 0.000853230827488
1377258794.38 0.000651961250696
1377180669.38 0.000466528959805
1377102544.39 0.00045699274051
1377024419.39 0.000265346869128
1376946294.39 -0.000107810359623
1376868169.39 -0.000178122485522
1376790044.4 -0.00010396019934
1376711919.4 -0.000251843506703
1376633794.4 -0.00027509854408
1376555669.4 -9.58970995271e-05
1376477544.41 0.000104237755295
1376399419.41 -8.14292870928e-05
1376321294.41 -0.000389181659557
1376243169.42 4.5590204536e-05
1376165044.42 0.000573675497435
1376086919.42 0.000489010999445
1376008794.42 -0.000187176075997
1375930669.43 -0.000650652393233
1375852544.43 -0.000196343840798
1375774419.43 3.07818263536e-05
