#freq[Hz] vel[km/s] flux[Jy/beam] noise[Jy/beam] tau tau_noise
1288415148.68 30711.9852968 0.0 0.0 -0.0 -0.0
1288337025.19 30732.0267605 0.0 0.0 -0.0 -0.0
1288258901.71 30752.0706549 0.0 0.0 -0.0 -0.0
1288180778.22 30772.1169805 0.0 0.0 -0.0 -0.0
1288102654.73 30792.1657377 0.0 0.0 -0.0 -0.0
1288024531.24 30812.216927 0.0 0.0 -0.0 -0.0
1287946407.76 30832.2705488 0.0 0.0 -0.0 -0.0
1287868284.27 30852.3266035 0.0 0.0 -0.0 -0.0
1287790160.78 30872.3850916 0.0 0.0 -0.0 -0.0
1287712037.29 30892.4460136 0.0 0.0 -0.0 -0.0
1287633913.81 30912.5093698 0.0 0.0 -0.0 -0.0
1287555790.32 30932.5751608 -0.00071686838055 0.00048020400307 -0.0231153277438 0.0157884469388
1287477666.83 30952.6433869 -0.00124813825823 0.000704064805106 -0.0399077954401 0.0232347474639
1287399543.34 30972.7140487 -0.00076382374391 0.000276456201974 -0.0246109133352 0.00905903055768
1287321419.86 30992.7871464 -0.00124279863667 0.000752376326219 -0.0397404149568 0.0248490378291
1287243296.37 31012.8626807 -0.00114129600115 0.00111035489756 -0.0365532840807 0.0368924940421
1287165172.88 31032.9406519 0.000154380177264 3.47263653197e-05 0.0050486714353 0.00113343118295
1287087049.39 31053.0210605 0.000242051042733 7.54467306114e-05 0.00792714692608 0.00246413855993
1287008925.91 31073.1039069 0.000255351536907 0.000122844928587 0.00836456346782 0.00401530539018
1286930802.42 31093.1891916 0.000378636061214 8.68274665684e-05 0.012428183396 0.0028363682959
1286852678.93 31113.276915 0.000379486213205 0.00038385275932 0.0124562629299 0.0126004973078
1286774555.45 31133.3670776 0.000696782371961 0.000157939121516 0.0229916367123 0.0051653601517
1286696431.96 31153.4596798 0.000869871117175 0.000577410684952 0.0287859411421 0.0190150321494
1286618308.47 31173.554722 0.00130921346135 0.000737845312592 0.0436458849508 0.0243632216868
1286540184.98 31193.6522047 0.00169444165658 0.00099803416649 0.0568597282399 0.0330980544398
1286462061.5 31213.7521283 0.000872659962624 0.000289335454105 0.0288795756827 0.00948307047091
1286383938.01 31233.8544933 -0.000387618259992 0.000522155810926 -0.0125650043597 0.01717967815
1286305814.52 31253.9593002 -0.000387535372283 0.000782566194175 -0.0125623342842 0.0258591324613
1286227691.03 31274.0665493 -2.14723695535e-06 0.000140654276708 -7.00413474715e-05 0.00459876160045
1286149567.55 31294.1762411 0.000211528575164 0.000775071045912 0.00692406997228 0.0256082640618
1286071444.06 31314.2883761 0.000468006939627 0.0013350698864 0.0153843234536 0.0445273493319
1285993320.57 31334.4029547 0.00070068158675 0.00128123066 0.0231217975373 0.0426928054902
1285915197.08 31354.5199773 0.000779833877459 0.000940699747177 0.0257676724215 0.0311667088345
1285837073.6 31374.6394445 -0.00014086846204 0.000646969261228 -0.00458466465128 0.0213302997462
1285758950.11 31394.7613566 -0.000944137980696 0.00156330250586 -0.0303334441327 0.0523418497352
1285680826.62 31414.885714 -0.000933718460146 0.00124604572374 -0.0300036556933 0.0414957128081
1285602703.13 31435.0125173 -0.00113644567318 0.00117288019744 -0.0364007316714 0.0390109901144
1285524579.65 31455.1417669 -0.000586025998928 0.000790669318392 -0.0189359990963 0.0261304211036
1285446456.16 31475.2734632 0.000947880034801 0.00104905719995 0.0314083770729 0.0348199394893
1285368332.67 31495.4076067 0.000697751063854 0.0011656248739 0.023023971317 0.038764933333
1285290209.19 31515.5441978 -0.000932977767661 0.000869292820445 -0.0299802078805 0.0287665261229
1285212085.7 31535.683237 -0.00078226311598 0.000853165017738 -0.0251976187075 0.0282252230074
1285133962.21 31555.8247246 0.000673877366353 0.000718390858778 0.022227379923 0.0237131692071
1285055838.72 31575.9686613 0.00149864680134 0.00189279871986 0.0501218843373 0.0637323553708
1284977715.24 31596.1150473 0.000301833963022 0.000584918001365 0.00989474668003 0.0192646564017
1284899591.75 31616.2638832 -0.00143301207572 0.00110911581754 -0.045685803191 0.0368505565763
1284821468.26 31636.4151693 -0.000672075664625 0.000586764971038 -0.0216865374659 0.019326079167
1284743344.77 31656.5689063 0.000676477793604 0.000590208643492 0.0223141173432 0.0194406119057
1284665221.29 31676.7250944 0.00049457733985 0.000382127859481 0.0162648862842 0.012543518473
1284587097.8 31696.8837341 -0.000349307549186 1.00833394364e-05 -0.0113301346223 0.000328977011077
1284508974.31 31717.044826 -0.000719661475159 0.000316645354209 -0.0232043538101 0.010382824189
1284430850.82 31737.2083704 -0.000305413821479 3.44368971378e-05 -0.00991343043932 0.00112397794146
1284352727.34 31757.3743677 -0.000161366551765 7.16341733864e-05 -0.0052500412634 0.0023394722254
1284274603.85 31777.5428185 -0.000727668171749 0.000820513300241 -0.0234595123858 0.0271302182178
1284196480.36 31797.7137231 -0.000823482929263 0.00125038725025 -0.0265079104527 0.0416433465417
1284118356.88 31817.8870821 -0.000381783640478 0.000690712677995 -0.0123770353846 0.0227890561959
1284040233.39 31838.0628959 2.35322222579e-05 7.20492496591e-05 0.000767926072276 0.00235304399893
1283962109.9 31858.2411649 0.000663640210405 0.000884651699697 0.0218859920082 0.0292822941203
1283883986.41 31878.4218895 0.000642644066829 0.000751003655458 0.0211861786037 0.0248031351595
1283805862.93 31898.6050703 4.48759674327e-05 0.000204517371794 0.00146494602339 0.00669379890429
1283727739.44 31918.7907076 -0.000112229245133 0.000419569081226 -0.00365428160598 0.0137810492833
1283649615.95 31938.9788019 -0.000461381336208 0.00107820595763 -0.0149383247755 0.0358049611108
1283571492.46 31959.1693537 -0.000592544383835 0.00098575745348 -0.0191446213478 0.0326841917628
1283493368.98 31979.3623635 -0.000407564919442 0.000368007197259 -0.01320734219 0.0120771908857
1283415245.49 31999.5578315 -0.000370594847482 0.000188465210098 -0.0120164766825 0.00616679250156
1283337122.0 32019.7557584 -0.000224109331612 0.000313939149251 -0.00728395106189 0.0102936292426
1283258998.51 32039.9561446 -0.000277704035398 0.00027823894367 -0.00901804099411 0.0091177152972
1283180875.03 32060.1589904 -0.000303790380713 0.000506176701273 -0.00986099411818 0.0166495410203
1283102751.54 32080.3642964 -0.00021455915703 0.000623831137639 -0.00697463332383 0.0205595487058
1283024628.05 32100.572063 -0.000150792271597 0.000314965545561 -0.00490685096798 0.0103274577334
1282946504.56 32120.7822907 0.000179447291885 0.000554445547567 0.005870848215 0.0182518096615
1282868381.08 32140.9949798 0.000750009843614 0.00101870181064 0.0247699030013 0.033795172566
1282790257.59 32161.210131 0.000610192655586 1.92800436785e-06 0.020105517118 6.28943161768e-05
