#velo flux_rev
1307911683.2 0.000341089995345
1307833558.2 0.000296402169624
1307755433.2 0.000371148518752
1307677308.2 0.000215958920307
1307599183.21 -0.000420486554503
1307521058.21 -0.000697823241353
1307442933.21 -0.000540849287063
1307364808.22 -0.000340871454682
1307286683.22 -2.82487235381e-05
1307208558.22 -0.000102437283203
1307130433.22 -0.000346916145645
1307052308.23 -0.000205596297747
1306974183.23 0.000124888407299
1306896058.23 0.000389713037293
1306817933.24 0.000404622493079
1306739808.24 0.000283603207208
1306661683.24 0.000123509031255
1306583558.24 -9.05507331481e-05
1306505433.25 -7.07927028998e-05
1306427308.25 -3.64754450857e-05
1306349183.25 -0.000300549116218
1306271058.26 -0.000246447278187
1306192933.26 0.000232386155403
1306114808.26 0.000315729703289
1306036683.26 -0.000252960890066
1305958558.27 -0.00075647153426
1305880433.27 -0.000734349247068
1305802308.27 -0.000445734505774
1305724183.28 -0.000191482758964
1305646058.28 -0.000227236392675
1305567933.28 -0.000345473061316
1305489808.28 -0.000109313383291
