Filename	Success	Nchan	dof	chi^2	chi^2/dof	rms	A	dA	B_1	dB_1	B_2	dB_2	C	dC	XE_0	dXE_0	XP_0	dXP_0	W	dW	N	dN	X	dX	W_50	dW_50	W_20	dW_20	F_peak	dF_peak	F_int	dF_int
J123200.55+331747.6.txt	0	185	177	20.9181	0.118181	0.01	0.00915142	0.0179954	0.87932	1.1437	0.47566	0.455816	0.728935	3.04934	91.1143	1.36362	91.4134	1.09896	2.8929	3.90273	1.73416	4.29451	-39.8971	11.859	133.22	23.0546	165.267	23.7979	0.0339519	0.00957674	3.16972	0.616108
J123905.13+174457.5.txt	0	220	215	257.14	1.196	0.01	0.0358259	0.0123513	1.2364	1.81619	0.653107	0.6703	0	0	130.329	0.393498	0.1	0	2.11301	0.645925	0	0	45.2412	6.82748	74.6406	18.4558	99.1214	18.2404	0.0354633	0.00894258	2.66093	0.485143
J124707.32+490017.9.txt	1	185	177	0.241814	0.00136618	0.01	0.0241942	17.6171	0.243784	4.95183	0.0872666	5.43553	0.219814	15.3269	69.2044	1588.21	75.6286	33.542	-6.80837	1807.8	1.79163	55.3195	-262.929	578.565	290.412	1407.35	404.55	1247.97	0.00137618	0.0056522	0.350961	1.11247
J130125.26+291849.5.txt	0	220	212	366.178	1.72725	0.01	0.00669703	0.0193355	0.626517	0.39916	1.38752	2.42274	1.28379	6.13392	134.606	0.430563	137.668	0.737401	7.54665	0.427052	0.803998	0.789681	84.0829	7.80245	251.861	15.8782	279.221	15.088	0.05313	0.00580698	8.67233	0.736408
J130556.95+395621.5.txt	1	220	212	3352.24	15.8125	0.01	1.55995	6.68276e+08	7.14512	6.84379e+15	0.423921	12461.1	7.19221	3.50125e+09	54.0299	8.63738e+13	56	0.000728161	-1.15046	8.63738e+13	0.0607116	3.76197e+06	-1363.67	6.95572e+14	13.3855	6.25523e+14	29.3225	1.47577e+14	0.802353	2.69363e+13	13.941	8.44765e+14
J131535.10+620728.4.txt	1	220	212	264.296	1.24668	0.01	0.0698966	0.40903	0.691916	0.491369	0.127213	0.0869746	0.0494904	0.13751	127.424	12.7917	130.947	1.35604	-0.552005	14.1939	3.36187	2.20466	146.905	9.17045	274.583	12.5008	331.669	19.0454	0.0577323	0.00501654	11.3927	0.839611
J131739.20+411545.6.txt	1	185	180	5.23914	0.0291063	0.01	2.10837e+09	3.34141e+12	0.0192116	0.610898	0.398299	0.338189	0	0	224.735	8179.73	0.1	0	-121.927	8182.78	0	0	75.9418	883.652	134.38	1448.24	241.888	4462.27	0.0221917	0.241668	3.61312	10.4927
J132035.40+340821.7.txt	0	185	180	58.2357	0.323532	0.01	0.150102	0.0166977	0.193425	0.0305827	0.12288	0.0196616	0	0	95.293	0.293019	0.1	0	7.52475	0.813496	0	0	41.8073	4.45933	274.393	11.1844	399.718	11.7334	0.13453	0.00431714	38.1984	1.01864
J132513.37+395553.2.txt	0	185	180	217.382	1.20768	0.01	0.0362217	0.0269454	0.797263	0.938196	0.0231335	0.0141834	0	0	94.8361	15.5263	0.1	0	10.983	15.7615	0	0	260.909	58.5524	573.697	125.622	973.273	118.223	0.0266774	0.00373976	16.8316	1.71307
J133455.94+134431.7.txt	0	220	215	5438.07	25.2933	0.01	0.176069	0.0423502	0.928691	0.929211	1.24477	1.93989	0	0	121.888	0.308099	0.1	0	2.09286	0.410572	0	0	-101.289	1.15759	70.6087	2.71425	89.6394	3.75178	0.175778	0.00794949	12.4244	0.449741
J133817.24+481629.7.txt	0	220	212	235.137	1.10914	0.01	0.0133996	0.00670178	0.46617	0.692662	2.94175	3740.49	0.00533217	0.0541902	137.631	69.6785	138.077	3.08015	4.25953	70.0415	4.15208	8.57041	132.12	1161.55	185.079	2067.97	205.138	2269.7	0.0299187	0.00759783	3.76235	47.2898
J134035.20+444817.3.txt	0	185	180	218.482	1.21379	0.01	0.434361	0.57265	0.361138	0.200357	2.38943	40.9086	0	0	92.4035	0.793044	0.1	0	0.502248	2.20994	0	0	-13.5732	2.50235	38.2033	89.7988	64.365	151.653	0.249442	0.701409	10.6195	4.8885
J134111.14+302241.3.txt	1	220	215	658.439	3.06251	0.01	0.171124	1.85024	0.215224	0.165435	0.074727	0.226532	0	0	124.977	43.193	0.1	0	-0.516815	52.8165	0	0	39.0323	18.2846	197.09	28.2871	318.785	34.6584	0.0471138	0.00457224	10.2787	1.02678
