#freq[Hz] vel[km/s] flux[Jy/beam] noise[Jy/beam] tau tau_noise
1333616006.86 19510.0468134 -0.000517676933669 0.000589841743597 -0.000146639937263 0.00016710794011
1333537875.35 19528.7546326 -0.000407060433645 0.000530575565913 -0.000115307922224 0.000150315989775
1333459743.85 19547.4646441 0.000468295358587 0.000559079497996 0.000132670374996 0.00015839200454
1333381612.34 19566.1768483 0.00125931564253 0.00148478653228 0.000356810290164 0.000420707899402
1333303480.84 19584.8912456 0.000852040015161 0.000144260827603 0.000241400243805 4.08679250548e-05
1333225349.33 19603.6078363 -0.000271914177574 0.000508211112221 -7.70265454402e-05 0.000143979518157
1333147217.83 19622.3266209 -0.000368131062714 0.000282241034917 -0.000104280982582 7.99581639674e-05
1333069086.32 19641.0475997 0.00038219903945 0.000520705686876 0.000108277544365 0.000147519573643
1332990954.81 19659.7707731 0.000258409592789 4.44651778577e-05 7.3206530181e-05 1.25964469999e-05
1332912823.31 19678.4961415 -0.000287643924821 0.00032853855478 -8.14822113453e-05 9.30747434386e-05
1332834691.8 19697.2237053 0.000325140950736 0.000326173101142 9.21121602503e-05 9.24045811102e-05
1332756560.3 19715.9534648 0.000847621529829 0.00111731930741 0.000240148246831 0.000316571153619
1332678428.79 19734.6854205 0.000521122710779 0.000384940945662 0.000147637728162 0.000109054372745
1332600297.28 19753.4195728 0.000961522571743 0.00128226029252 0.000272423101464 0.000363312531795
1332522165.78 19772.1559219 0.00126907881349 0.0021233212814 0.000359577051835 0.000601688423336
1332444034.27 19790.8944684 0.000708706444129 0.000875348157381 0.000200786854385 0.000248004732892
1332365902.77 19809.6352126 0.000225977943046 0.000343083656708 6.40184635987e-05 9.71955609298e-05
1332287771.26 19828.3781549 0.000257223087829 0.000338489619533 7.28703852451e-05 9.58940083161e-05
1332209639.76 19847.1232956 0.000129149397253 0.000286600295856 3.6586900809e-05 8.11931815888e-05
1332131508.25 19865.8706353 -0.000221810420044 1.92902701016e-05 -6.28338389564e-05 5.46468068247e-06
1332053376.74 19884.6201741 3.8601396227e-05 0.000269186142891 1.09352995146e-05 7.62596053927e-05
1331975245.24 19903.3719126 0.000295550154988 0.000722684403083 8.37287615254e-05 0.000204747419119
1331897113.73 19922.1258511 -0.000207135133678 2.16368674235e-06 -5.86767866077e-05 6.1294260778e-07
1331818982.23 19940.8819901 -0.000725683115888 0.000882446416871 -0.000205554825669 0.000250016072057
1331740850.72 19959.6403298 -0.000139800395118 0.000323951335221 -3.96027271664e-05 9.17751277014e-05
1331662719.22 19978.4008707 0.000527009484358 0.000542450298513 0.000149305617019 0.00015368044804
1331584587.71 19997.1636132 0.000375792442355 0.000360697246497 0.000106462449462 0.000102185743872
1331506456.2 20015.9285576 0.000290453259367 2.45859607167e-05 8.22847618896e-05 6.9648856476e-06
1331428324.7 20034.6957044 0.000656766118482 0.000294468298641 0.000186070034738 8.34222610248e-05
1331350193.19 20053.4650539 0.000698319287039 0.000631808438018 0.000197843730415 0.000178998579635
1331272061.69 20072.2366065 0.000168792656041 0.000188351166064 4.7817759693e-05 5.33586943894e-05
1331193930.18 20091.0103627 -0.00032159787952 0.00021902033827 -9.11000654245e-05 6.20473465031e-05
1331115798.68 20109.7863227 -0.000859961728565 0.000522839643638 -0.000243585551187 0.00014812418334
1331037667.17 20128.5644871 -0.000968589447439 0.000787022239363 -0.000274350307962 0.000222977333338
1330959535.66 20147.3448561 -7.33408087399e-05 6.6076080091e-05 -2.07762172438e-05 1.87186114785e-05
1330881404.16 20166.1274302 0.000589043833315 0.000486026936991 0.000166881865453 0.000137694164106
1330803272.65 20184.9122097 0.000547399395145 0.000360332978719 0.000155082674879 0.000102082541327
1330725141.15 20203.6991951 0.000611020543147 0.000414817721104 0.000173108620718 0.000117519007384
1330647009.64 20222.4883866 0.00107845920138 0.000999960876374 0.000305559200095 0.000283315165752
1330568878.13 20241.2797849 0.00160448881797 0.00207270160914 0.000454632739996 0.000587340045057
1330490746.63 20260.0733901 0.00112802884541 0.00104886432184 0.000319605982266 0.00029717285455
1330412615.12 20278.8692027 0.000397580530262 0.000589535770745 0.000112635388527 0.000167021247766
1330334483.62 20297.6672231 0.000254663755186 0.000740374820493 7.21453092618e-05 0.000209759907559
1330256352.11 20316.4674516 -0.000425967009505 0.000149198852308 -0.000120663260832 4.22668570576e-05
1330178220.61 20335.2698888 -0.00113598315511 0.00156955400027 -0.000321756490066 0.000444731739766
1330100089.1 20354.0745348 -0.00106031331234 0.00158593163837 -0.000300326940504 0.000449373371893
1330021957.59 20372.8813902 -0.000849513278808 0.000693695643617 -0.000240626366929 0.000196533658108
1329943826.09 20391.6904554 -0.00105912692379 0.00104862000957 -0.000299990953962 0.000297103623708
1329865694.58 20410.5017307 -0.0016895965673 0.00207785727974 -0.000478524742964 0.00058880143412
1329787563.08 20429.3152164 -0.00239509437233 0.0027079219616 -0.000678266914311 0.000767411087583
1329709431.57 20448.1309131 -0.00299652805552 0.00347935464468 -0.000848514712814 0.000986138949068
1329631300.07 20466.9488211 -0.00299094733782 0.00364089312192 -0.000846935112591 0.00103194675607
1329553168.56 20485.7689407 -0.00250399229117 0.00293790342887 -0.000709094790975 0.00083261378698
1329475037.05 20504.5912724 -0.00229896511883 0.00263072204668 -0.000651052925226 0.00074552487334
1329396905.55 20523.4158166 -0.00246425229125 0.00284231528339 -0.000697844917361 0.000805512803897
